02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
03/6/1995- ||commentary||4402817||Development or Destruction?: New Mining Projects in Orissa||The two large export-oriented bauxite mining and aluminium projects coming up in the tribal areas of Orissa, have sparked off widespread protest from the local population.||Vidhya Das
23/12/1995- ||companies||4403581||Buoyant Demand||-------------------------------------||
09/12/1995- ||special articles||4403541||Maps of Experience: Narratives of Migration in an Indian Village||So far studies on migrancy have either viewed the phenomenon as a response to economic pressures or as a negotiation between two cultures - of the migrant and the host. This ethnographic study questions the framing of the migrant in the earlier studies as an unitary category, and instead provides plural experiences of migration wherein the position of the migrant remains ambiguously defined.||Radhika Chopra
23/12/1995- ||perspectives||4403587||Common Property Resources and the Environmental Context: Role of Biophysical versus Social Stresses||This paper deals with common property resources (CPRs) as a part societal responses to high risk-low productivity environment in the dry regions of India and the decline CPRs under changing social and institutional circumstances despite their unchanged bio-physical contexts, leading to degradation of a community asset and erosion of environment-friendly survival options for the people.||N. S. Jodha
11/11/1995- ||commentary||4403416||Liberalisation Chicken Coming Home to Roost||The fragility of the external payments position, exposed by the market-driven devaluation of the rupee and the depletion of foreign exchange reserves, has shown that the priority assigned to external liberalisation in the government's economic policies is wholly misconceived and is fraught with tragic consequences.||B. M.
19/8/1995- ||------||4403089||Drain of Saving||-------------------------------------||
11/2/1995- ||------||4402362||Cakes for the Poor||-------------------------------------||
15/7/1995- ||commentary||4402990||Agricultural Situation on Eve of Monsoon||With the forecast of another normal monsoon, the eighth successive one, and food demand continuing to be constrained by mass poverty, the government's preoccupation on the eve of the monsoon is dealing with problems of 'plenty'.||Joginder Singh,Ashok Bannerjee
01/7/1995- ||companies||4402930||Power Shortages||-------------------------------------||
18/3/1995- ||------||4402482||Non-Congress, Non-Maratha||-------------------------------------||
25/11/1995- ||commentary||4403471||Drug Prices: Sharp Rise after Decontrol||The sharp rise in drug prices has been facilitated by the new policy adopted by the government on drug pricing.||Wishvas Rane
04/3/1995- ||------||4402421||Controlling Costs||-------------------------------------||
07/10/1995- ||special articles||4403306||Globalisation and 'New World Order': What Future for the United Nations?||Decline of the United Nations, along with that of the nation-state, is happening at a time when a new phase of world corporate capitalism is being ushered in. Yet, the oppressed peoples of the world need the broad umbrella of the UN which will restore the democratic and liberating role of the nation-state, return to the issue of equity between and within nations, and re-emphasise the North-South dimension of world order.||Rajni Kothari
09/12/1995- ||special articles||4403540||Structural Adjustment in India: A Critical Assessment||This paper examines trends in broad macro aggregates like exports, imports, industrial production, inflation and external debt in order to assess the impact of the structural adjustment programme in India, at work since July 1991. Using monthly data since 1980, our results indicate that exports, imports and the balance of trade are following a long-term trend which has been unaffected by the two doses of devaluation in 1991. This leads us to question the utility of devaluation as a corrective mechanism for achieving a desired trade balance. At the same time, indications are that devaluation would worsen the debt burden, ceteris paribus. Thus the BOP deficits are unsustainable, as they are accompanied neither by improved net export earnings, nor by easier external finance. There is also some indication of stagnation in industrial production and acceleration in inflation since 1991.||Ashwini Deshpande,Prabirjit Sarkar
15/4/1995- ||------||4402609||Akali Unity||-------------------------------------||
01/7/1995- ||commentary||4402937||Kadi: Signs of Dalit Assertion||In response to the events in Kadi, when upper caste mobs attacked and looted dalit property and injured several, the dalits have launched a systematic agitation, which the BJP government cannot ignore.||Kiran Desai,Rasik Parmar
15/7/1995- ||------||4402978||Asking for Trouble||-------------------------------------||
08/4/1995- ||commentary||4402592||Banking on the Poor||Improving access to credit facilities by itself means very little to the mass of the rural poor. The opportunity to use these facilities will come only when investments in agriculture increase.||Sukhwinder Singh Arora,Dhruv Mankad
01/7/1995- ||commentary||4402938||Deconstructing Literacy Primers||Literacy primers developed for illiterate adults, the target population of Total Literacy Campaigns, serve a socialising and acculturating function. Do they reflect the reality of the lives of illiterate adults, men and women? What are their ideological underpinnings and whose interests do they serve.||Anita Dighe
18/3/1995- ||commentary||4402493||Re-Opening Sardar Sarovar Issue: Significant Gain of Narmada Struggle||The findings of the review report of the Sardar Sarovar Project and the Madhya Pradesh government's decision to call a halt to the dam construction in face of improper rehabilitation give credence to the anti-dam claims of the Narmada Bachao Andolan.||Sanjay Sangvai
16/9/1995- ||commentary||4403211||Revenue Village vs Real Village: Under-Enumeration and Non-Enumeration under Srisailam Project||By blindly following certain concepts such as that of 'revenue village', the Census exercise has in certain areas resulted in under-enumeration and non-enumeration. In areas affected by the Srisailam project in Andhra Pradesh, for instance, entire villages have been left out.||C. Ramachandraiah
07/1/1995- ||------||4402213||Current Statistics||-------------------------------------||EPW Research Foundation
08/7/1995- ||------||4402951||Playing Fast and Loose||-------------------------------------||
01/7/1995- ||------||4402919||Making Research Pay||-------------------------------------||
07/1/1995- ||commentary||4402222||Beware of Bureaucratic 'Doras'||The staff associations of the central government employees have submitted a memorandum to the Fifth Pay Commission suggesting revised pay scales and other benefits for IAS, IPS and other government officers. The proposed salary structure indicates a conspiracy by the bureaucrats to squeeze the state's resources in order to indulge in western-style conspicuous consumption, even while the masses become increasingly impoverished.||Kancha Ilaiah
11/11/1995- ||------||4403407||Cosmetic Measures||-------------------------------------||
19/8/1995- ||discussion||4403106||Economic Reforms and the Rural Poor||-------------------------------------||S. Mahendra Dev
11/11/1995- ||companies||4403411||Expansion Plans||-------------------------------------||
15/7/1995- ||special articles||4402996||One Hundred Years of Brahminitude: Arrival of Annie Besant||Annie Besant's arrival in 1893 lent prestige to a brahminical version of nationalism based on caste-exclusivity and aryan superiority. The Justice Party and the Self-Respect League countered this political brahminism through a cultural resistance centred around Tamil-Dravidian fraternity.||V. Geetha,S. V. Rajadurai
08/7/1995- ||commentary||4402961||BJP's Moves under Cover of BSP Government||The BJP is trying to instigate 'low intensity' sectarian conflicts, especially between the backward castes and Muslims.||Amaresh Misra
30/9/1995- ||special articles||4403279||Social Security for Widows: Experience in Kerala||In practically all the states there have been in existence schemes addressing the destitute old and widows since the early 1960s. During the 1980s several states extended social security arrangements to physically and mentally handicapped persons and to agricultural workers. Kerala is one of these states. This paper discusses these schemes in Kerala from the standpoint of the social security they provide to widows in the state.||I. S. Gulati,Leela Gulati
18/3/1995- ||special articles||4402501||Authority, Gender and Knowledge: Theoretical Reflections on Participatory Rural Appraisal||Information for planning is shaped by relations of power and gender and by the investigators themselves, and certain kinds of knowledge are often excluded. Participatory methods of research such as participatory rural appraisal (PRA) are increasingly being used to overcome the limitations of conventional research methods.||David Mosse
30/9/1995- ||------||4403258||In True Colours||-------------------------------------||
27/5/1995- ||companies||4402774||Higher Dividend||-------------------------------------||
29/7/1995- ||review of political economy, july 1995||4403051||Postcolonial in the Postmodern: Or, the Political after Modernity||A crucial issue for any cultural or political theory today is, what are the consequences of the challenge to the modernist interpretation of modernity presented by theory and by globalisation, and what happens to notions such as national identity, sovereignty, and citizen-subject. In this paper the author examines these issues by looking at three different scenarios of postcolonial political identity, illustrated by writings of modernist writer U R Ananthamurthy, cultural theorist Geeta Kapur, and philosopher Kwame Anthony Appiah.||Vivek Dhareshwar
29/7/1995- ||review of political economy, july 1995||4403050||Technological Slips between the Cup and the Lip: Unlearnt Lessons from Inter-War Colonial Madras||The establishment of the Government Industrial Institute in Madras in 1919 coincided with the development of chemical engineering as a distinct discipline at the Massachusetts Institute of Technology. It would thus be unhistorical to expect that readymade chemical engineering expertise would have been available to the Industrial Institute. However, other problems at diverse levels, raised by the history of the Institute remain unresolved to this day: the provision of venture capital, infant technology protection, and plain incomprehension of the issues involved. The case of the Industrial Institute clearly forms the prehistory of more recent lunges at self-reliance.||Nasir Tyabji
19/8/1995- ||------||4403092||Current Statistics||-------------------------------------||EPW Research Foundation
28/10/1995- ||companies||4403355||Joint Ventures Abroad||-------------------------------------||
26/8/1995- ||commentary||4403124||Constructing the 'Local': Decentralising Forest Management||While the concept of joint forest management is certainly a step forward from the centralised state-centred management systems, is it as participatory and decentralised as it has been claimed to be? What has been the experience of Tamil Nadu in implementing the concept?||Ajit Menon
30/12/1995- ||------||4403599||Whistling in the Dark||-------------------------------------||
14/1/1995- ||companies||4402249||Upgrading Technology||-------------------------------------||
02/9/1995- ||special articles||4403165||Economic Reforms and Rate of Saving in India||This paper contributes to the current debate on the decline in the domestic saving rate in India in the aftermath of the liberalisation reforms initiated in 1991. It is found that the decline in the saving rate has predominantly originated in household physical saving, the main subcategory of saving which is common to both saving and investment estimates prepared by the CSO, Given that the persistent decline in household physical saving has occurred in a context where private corporate investment has exhibited strong growth and that there is no evidence of an intrinsic bias in the new policy regime against the unorganised sector, we suspect that the decline in the saving rate is a statistical artefact resulting from an underestimation of total gross domestic capital formation.||Premachandra Athukorala,Kunal Sen
15/7/1995- ||discussion||4402998||Total Factor Productivity Growth in Indian Industry||-------------------------------------||Ravindra H. Dholakia,Bakul H. Dholakia
08/4/1995- ||commentary||4402593||Human Rights Violation in Naga Hills||While the Indian army's operation in insurgency-affected areas has never been known for its restraint in recent times the ferocity and frequency of the army's human rights violations is on the increase.||Sajal Nag,Tejimala Nag
18/3/1995- ||------||4402481||Cynical Prescriptions||-------------------------------------||
23/9/1995- ||------||4403228||Hidden Agenda||-------------------------------------||
04/2/1995- ||commentary||4402346||Communalism and Communal Violence 1994||The communal climate was relatively peaceful in 1994, in part because the people of both communities have understood the designs of communalists. But the secular forces need to maintain constant vigilance to ensure continued harmony.||Asghar Ali Engineer
14/10/1995-21/10/1995||special articles||4403337||Management of Poverty Alleviation Programmes in Karnataka: An Overview||There are two areas in which Karnataka may have lessons to offer other states in regard to poverty alleviation programmes. One is in the creative integration of scientific and technological R and D efforts with such programmes; the second is Karnataka's brief experience with panchayati raj and decentralised planning. Both are necessary, but not sufficient, conditions for a successful poverty alleviation programme; sustained economic growth is also required.||Vinod Vyasulu
29/4/1995- ||review of women studies, april 1995||4402688||Search for Women's Voices: Reflections on Fieldwork, 1968-93||Reflecting on her experiences with fieldwork over the last 20-odd years, the author finds that her perceptions of women and of what is of concern to them have changed radically. She traces developments in social theory, especially the emergence of women's studies and post-modernism, over this period and links these to changes in her own orientation and work.||Malavika Karlekar
25/3/1995- ||commentary||4402528||Grozny and Return to Big Powerism?||Kremlin's decision to pit Russia's entire military might against the Chechen rebels, supported as it was by the US and approved by the European governments, reveals the rough edges of an emerging multipower world with America, Europe (not yet united), Russia, China and perhaps Japan contending for power.||Anirudha Gupta
04/3/1995- ||special articles||4402446||Indian Social Scientists and Critique of Secularism||In this paper the arguments of three critics of secularism - T N Madan, Ashis Nandy, and M N Srinivas - are examined, as well as their implications for India's pluralist society.||Joseph Tharamangalam
20/5/1995- ||commentary||4402756||Crossing the Century without the New Helmsman||Whatever be the final verdict of history on Deng, his achievement in leading China decisively from its intermittent isolation to the prominent place it now occupies on the international stage is remarkable.||Ninan Koshy
25/3/1995- ||commentary||4402524||Illusory Gains of Liberalisation||What has been the impact of external sector liberalisation on the small backward state of Tripura? The hope that the state would be able to increase its exports of primary products has not materialised.||Malabika Das Gupta
22/4/1995- ||perspectives||4402658||Voluntary Action in India: Role, Trends and Challenges||The voluntary sector needs to play a more overt political role if it is to make any long-lasting dent on social transformation.||Anil Bhatt
23/9/1995- ||companies||4403231||Foreign Tie-Lips||-------------------------------------||
01/4/1995- ||special articles||4402568||PDS Reform and Scope for Commodity-Based Targeting||The suggestions for PDS reform based on commodity orientation stem largely from the general impression that (i) the commodity basket of the PDS is weighted in favour of commodities which figure prominently in the budgets of the middle and richer income groups, and (ii) coarse cereals are consumed largely by the poor and hence an approach to ensure targeting would be to change the commodity composition of the PDS in favour of coarse foodgrains. This article examines the empirical bases for the suggestions for reform by reorienting the PDS commodity composition.||M. H. Suryanarayana
16/12/1995- ||special articles||4403567||Communalising the Nation-Space: Notes on Spatial Strategies of Hindutva||In its attempt to understand the spatial strategies of hindutva, this essay tries to answer questions such as: What kinds of places has hindutva successfully transformed into heterotopias? What specific strategies have enabled this success? What kinds of contestation and struggle are these spatial ideologies involved in? How do these ideologies overcome the refractory nature of the materials they deal with? How can one begin to think of defensive and offensive counterstrategies?||Satish Deshpande
25/11/1995- ||------||4403462||Settling Granite Dust||-------------------------------------||
08/4/1995- ||commentary||4402594||Little Merchants of War: Land Mines as Sentinels of Death||Where there is fighting, one expects that people will be killed; however, in many parts of the world where fighting once took place and has since ceased people continue to be killed by discarded weapons of war.||Vinay Lal
02/9/1995- ||------||4403147||Diversionary Tactics||-------------------------------------||
14/10/1995-21/10/1995||special articles||4403333||Public Intervention and Rural Poverty: Case of Non-Sustainable Reduction in Andhra Pradesh||Andhra Pradesh presents a unique case of poverty reduction, its performance between 1970 and 1988 being the highest among all the major states. This trend is not surprising for the 1970s, a period of rapid agricultural growth, but is perplexing for the latter part of the 1980s when growth had slackened. These trends point to the significance of public intervention for poverty alleviation, in particular the Rs 2 a kilo rice scheme, which is evaluated here. However, the most effective measure that could be taken to reduce poverty is land reform, without which other schemes cannot have much impact.||G. Parthasarathy
19/8/1995- ||special articles||4403103||Colonialism and Environment in India: Comparative Perspective||Although colonial rule throughout the world was accompanied and supported by exploitation offorests and environmental destruction, independence has not put a stop anywhere to these processes. Rather, the disruption of the relationship between local societies and their natural resource bases has continued in the worldwide movement towards modernisation. Instead of contrasting this situation with a mythical golden age of equilibrium between society and nature, what is needed is a radical critique of capitalist expansionism, of which the colonisation of nature has been one of the major objectives.||Jacques Pouchepadass
01/4/1995- ||commentary||4402560||Collapse of Barings Bank: Case of Market Failure||The black and white view of the state vs markets is clearly exaggerated. Recent development debate has over-romanticised the successful role of the market and the private sector in promoting growth and reducing inefficiency. The collapse of Barings Bank is proof of this.||A. S. Bhalla
11/3/1995- ||perspectives||4402470||Down and Out in Outer Mongolia: Lessons for Economic Reformers for 1995||While eastern Europe has been the hardest hit because a system, put in place over many years, which had guaranteed the basic needs of the citizens, was dismantled in rapid order under the diktat of the IMF and World Bank driven by the western countries, the crisis of living standards posed by economic reforms is by no means unique to post-socialist Europe. As the world moves into 1995, what conclusions do we draw from yet another year of failure of market reforms to restore sustainable growth to most of the third world?||Rehman Sobhan
04/11/1995- ||special articles||4403400||Unemployed and Self-Employed: Job Preferences and Employment Perspectives||In an earlier paper, the author argued that a major factor contributing to the growth of educated unemployment in Kerala is the preference for salaried employment, especially in the public sector, and aversion to self-employment among educated job seekers. This paper, based on survey data, explores in more depth the question of preferences of the educated unemployed in Kerala.||E. T. Mathew
27/5/1995- ||special articles||4402794||Polyphonous Voices in the City: Bombay's Indian-English Fiction||Indian writers in English should not be seen in a privileged relationship to regional language writers; nor is the relationship one of competition. There is space and validity for both kinds of experience. If culture is to be truly pluralistic and if Bombay is to epitomise that plurality, then writers in English have a legitimate right to 'appropriate' the city. The question is not one of territorial rights.||Roshan G. Shahani
23/9/1995- ||discussion||4403248||Productivity and Source of Growth for Rice in India: A Few Comments||-------------------------------------||C. C. Maji,T. Haque
11/3/1995- ||commentary||4402468||Conserving Biodiversity: Need for Statutory Support||While there are many laws which allow for the conservation of biodiversity in India, many of the provisions cannot be implemented because of existing socio-economic and political constraints.||A. K. Jha
03/6/1995- ||------||4402803||Shine off Industrial Growth||-------------------------------------||
01/7/1995- ||------||4402924||Mayhem in Karachi||-------------------------------------||
30/12/1995- ||commentary||4403608||Towards an SP-Left Alliance?||With BJP's rightist agenda appropriating centrist policies, the only option left for Mulayam Singh to combat BJP is to initiate a leftward shift.||Amaresh Misra
16/9/1995- ||special articles||4403219||Education and Mission: School as Agent of Evangelisation||This essay treats not only of Christian education within the missionary enterprise, but extends to the socio-political impact beyond as well. The first is discussed within the ecclesiastical context of conversion and evangelisation and is crucial to the understanding of the inspiration and gradual evolution of missionary institutions. The second is framed by a more secular discussion and is important because of the pioneering role the missions had in bringing western education to India and the effect this had on Indian society. The author concludes by arguing for a socio-political analysis of and a contextualised theology of secular action for Christian education if the liberating potential of its ideals and purposes is to be realised.||Rudolf C. Heredia
25/3/1995- ||------||4402513||Other Countries' Concern||-------------------------------------||
20/5/1995- ||------||4402745||Current Statistics||-------------------------------------||EPW Research Foundation
02/12/1995- ||commentary||4403506||Elections in Latin America: Near Collapse of Party Rule||Since late 1980s, voters in Latin American countries have opted for responsive and active presidents who would provide instant solutions to their pressing problems, notwithstanding the methods they adopt for the purpose.||Girish Kumar
25/3/1995- ||------||4402510||Growing Rumblings||-------------------------------------||
21/1/1995- ||commentary||4402285||Raitha Sangha's Political Dilemma||The most surprising outcome of the Karnataka assembly elections was the dismal performance of the Karnataka Rajya Raitha Sangha. The reason for this may be its very approach to electoral politics.||A. P. Kripa
11/2/1995- ||special articles||4402381||Educated Unemployment in Kerala: Some Socio-Economic Aspects||Educated unemployment in Kerala has assumed alarming proportions in recent times. Among the causes are the opening of too many arts and science colleges and private ITIs, and a preference for salaried (especially government) employment over self-employment. Results of a sample survey show variations in average waiting time till the first regular job by type and level of education, and caste/community.||E. T. Mathew
25/11/1995- ||commentary||4403470||Education and Women: On the Beijing Agenda||Although education was not among the most important issues on the agenda at Beijing, the several workshops and discussions in the NGO Forum drew attention to how structural adjustment programme and related state actions, often repressive, have a direct impact on the quality and the reach of initiatives in the field.||Sadhna Saxena
02/9/1995- ||commentary||4403157||Kashmir: Autonomy Only Solution||Only steps towards autonomy backed by credible guarantees will provide a long-lasting solution to the problem in Kashmir.||Asghar Ali Engineer
21/1/1995- ||perspectives||4402288||Turning Health into an Investment: Assaults on Third World Health Care||Too often high-level health and development planners get so absorbed in the macro issues of health economics that they lose sight of the micro issues. Little research has been done to examine the extent to which the money poor families spend on health care affects their nutritional status, and thereby their health and survival, particularly of women and children. yet these questions are crucial especially in the context of the current assault on health care unleashed by the west.||David Werner
20/5/1995- ||commentary||4402752||Chrar-e-Sharief: Victory for Hardliners on Both Sides||The government's version of the burning of Chrar-e-Sharief and the events leading up to it are full of holes, but more important is it that the destruction of the shrine has dealt a blow to the efforts of Kashmiri leaders such as Shabir Shah and Yasin Malik who have been working courageously to bring the gun under political control in Kashmir.||Gautam Navlakha
14/10/1995-21/10/1995||commentary||4403329||Tanzania on Election-Eve: People Want Change||With polling day close at hand, Tanzania is witnessing the remarkable phenomenon of the emergence, almost overnight, of an opposition party which has mass popular support and has been holding rallies the like of which have not been seen since the days of the anti-colonial struggle.||Amrit Wilson
30/9/1995- ||commentary||4403267||War and Peace in Sri Lanka: Government's Reform Proposals and Beyond||In attempting to reconstruct Sri Lanka as a Union of Regions rather than, as social and political realities demand, a Union of Peoples, the government's proposals may fail to mollify hardline Sinhalese nationalist opinion even while falling short of fulfilling Tamil aspirations.||Sumantra Bose
25/11/1995- ||commentary||4403475||Continuing Sanctions against Iraq||The 'information gap' regarding Iraq's weapons programme has been effectively used by the US to continue enforcement of sanctions against Iraq.||Ninan Koshy
27/5/1995- ||------||4402767||Monetary Policy Muddle||-------------------------------------||
30/9/1995- ||------||4403257||Export Syndrome||-------------------------------------||
25/3/1995- ||review of agriculture, march 1995||4402532||Planning Kerala's Irrigation Projects: Technological Prejudice and Politics of Hope||The political objective of achieving self-sufficiency in rice production in Kerala supported the planning of major irrigation projects in all the river basins of Kerala. The irrigation engineers who planned these projects showed a technological prejudice as they rarely sought alternative methods and scales of irrigation in each of these basins. This prejudice is of serious concern in a high rainfall area like Kerala, where the dam and canal-based system is 'naturally' costly and where there is a possibility of meeting the relatively small requirement of additional water through less expensive means. The objective of achieving self-sufficiency in rice and the policy of having major irrigation projects in all the basins seem to be based on the neglect of the specific agro-climatological and agro-ecological features of humid-tropic Kerala.||V. Santhakumar,R. Rajagopalan,S. Ambirajan
05/8/1995-12/8/1995||commentary||4403075||Egypt's Troubles at Home and Signals Abroad||The compulsions of accelerating developments in west Asia and North Africa are demanding a reorientation of Egypt's political and economic relations and a reassessment of its role in the region.||Ninan Koshy
28/10/1995- ||special articles||4403372||Technology Priorities for India's Development: Need for Restructuring||Technology upgradation is a vital component of economic reform and is necessary to enhance international competitiveness, yet the pattern of technology funding does not reflect priorities inferred from economic development and growth objectives. An analysis of R and D expenditure in India shows that funding for technology in specific sectors is not in consonance with the size of domestic or global markets. The sectors which should be given priority - agriculture, industry, health and forestry - receive relatively less R and D funding. Thus India needs to restructure its technology priorities as well as make its R and D activities more market-oriented.||S. Chandrashekar
25/11/1995- ||------||4403463||How Much Is Enough?||-------------------------------------||
04/11/1995- ||------||4403384||Current Statistics||-------------------------------------||EPW Research Foundation
11/11/1995- ||commentary||4403419||Russian Elections: No Exit from the Labyrinth||The elections to the Russian State Duma, scheduled for December 17, will not mean very much. The Duma is an institution pre-castrated by the constitution. It is powerless to do anything legally or constitutionally against the whims and will of the president. These in-built weaknesses have been made worse by the behaviour of some groups and individual members of the present Duma, who have done their best to discredit the institution.||Dev Murarka
15/7/1995- ||------||4402986||Current Statistics||-------------------------------------||EPW Research Foundation
29/7/1995- ||commentary||4403043||Appropriating Environmental Concerns||Environmental issues have been included in the agenda of the World Trade Organisation despite the near unanimous opinion among environmental groups that liberalisation of global trade would itself be ecologically damaging. Environmental issues are already being misused to set up protectionist trade regimes that will selectively benefit developing countries.||Suman Sahai
11/3/1995- ||companies||4402460||Rise in Sales||-------------------------------------||
26/8/1995- ||perspectives||4403126||Infrastructure Sector and Withdrawal of the State||In the large-scale reorganisation that is now being introduced in the power and telecom sectors, the overriding consideration is one of ensuring profits. Concern for consumers is not on the agenda. The electric supply industry is being restructured to make it commercially viable with guaranteed profits for the private investors. Similarly, the entire thrust in telecom is how to make private entry more attractive. What is necessary is not merely to expose the current reforms as promonopoly and pro-multinational, as they undoubtedly are, but to project the true agenda for reforms.||P. Purkayastha
05/8/1995-12/8/1995||special articles||4403079||Tenets of Tenth Finance Commission: A Critique||The experience of the last four decades shows that the system of federal transfers in India while providing a mechanism for addressing the vertical and horizontal imbalances significantly, has run almost into a dead-end primarily because of two factors: (i) the approach of the Finance Commissions in tackling the tasks set for them, and (ii) the dichotomy between plan and non-plan segments of the government budgets. Do the innovations and new formulations of the Tenth Finance Commission help to address better the basic tasks which every large federation has to face: redressing the vertical and horizontal fiscal imbalances inherent in the distribution of powers and functions among the centre and the states, and the disparate levels of income and development across regions?||Amaresh Bagchi
30/12/1995- ||special articles||4403622||'Captains of the Sands': Metropolitan Hegemony in Mining in Tiruvitamkur, 1900-50||During the first half of the 20th century the predominant mining activity in Keralam (Kerala) was related to mineral beach sands containing monazite, ilmenite and other 'rare earths'. The mineral belt was located in the princely state of Tiruvitamkur (Travancore) and industry and trade in minerals was under the control of metropolitan capital. This paper examines the nature and working of the metropolitan hegemony in mining in the region.||K. T. Ram Mohan
21/1/1995- ||------||4402277||Current Statistics||-------------------------------------||EPW Research Foundation
14/10/1995-21/10/1995||------||4403319||Pressures for Change||-------------------------------------||
11/11/1995- ||special articles||4403424||Mental Illness among Indian Women||Community surveys, done roughly between the 1970s and the 1990s, provide information on the socio-demographic profile of a mentally ill person in Indian communities. However, these studies do not treat the aspect of gender, nor are there other independent studies on women and mental illness. In order to fill a noticeable lacuna in women's health studies, information about mental illness in Indian women has been obtained from the primary data available from these studies. As gender has been used as a socio-demographic variable in all the studies, it was possible to cull out gender relevant data and re-analyse them from the gender perspective. This work is a secondary analysis.||Bhargavi V. Davar
28/1/1995- ||commentary||4402313||Eighth World Tamil Conference: Of Cardboard History and Discursive Space||With the divine blessings of Jayalalitha, the Eighth World Tamil Conference in Thanjavur concluded successfully, showering praise on its patroness. The distinguished participants demonstrated their scholarly disengagement from the world of realpolitik by maintaining a cautious silence about the deportation of their colleagues.||V. Geetha,S. V. Rajadurai
07/10/1995- ||companies||4403292||New Ventures||-------------------------------------||
16/9/1995- ||discussion||4403220||Protection and Exports||-------------------------------------||Sugata Marjit,Abhirup Sarkar
28/1/1995- ||companies||4402308||Revived Demand||-------------------------------------||
25/11/1995- ||------||4403464||Military Politicians||-------------------------------------||
25/11/1995- ||------||4403465||Narrow Options||-------------------------------------||
05/8/1995-12/8/1995||special articles||4403081||Civil Society and Nation State: In Context of Globalisation||The problematique of the recent interest in civil society is how the latter can defend its autonomy against the many forces that are eroding its autonomy. To understand this problematique, this paper first attempts to delineate the processes of globalisation and then to develop an approach to understanding the concept of civil society, before evaluating its contributions to the struggle against globalisation.||Ajit Roy
30/12/1995- ||commentary||4403614||Canada Undone? Signals from Quebec Referendum||The narrow margin by which Quebec's attempt to secede was rejected allows no room for complacency regarding the future of Canada's federalism.||David S. Philip
17/6/1995- ||commentary||4402873||A Tale of Two Industrial Estates||With economic liberalisation and the consequent dismantling of regulatory mechanisms industrial estates are littering the country. A closer look at what is happening in two of these industrial estates in Andhra Pradesh.||Satinath Sarangi,Gary Cohen
04/11/1995- ||perspectives||4403395||Gandhiji and Ruskin's Unto This Last||The author here examines the influence of Ruskin's book Unto This Last on Gandhiji's views on the economic system he advocated, his theory of Trusteeship, economic equality, relationship between the employers and the employees and the use of modern technology. While the author shares some of Ruskin's and Gandhiji's concern, he differs from both on the issue of use of technology for economic development, while commending the search for alternatives which could avoid its harmful effects. He shares Alvin Toffler's futuristic view about the possibility of a synthesis between the low stream traditional and high stream modern technologies.||M. L. Dantwala
04/3/1995- ||------||4402425||Peace Prospects||-------------------------------------||
18/2/1995-25/2/1995||perspectives||4402406||Culture and Globalisation: A Non-Issue at World Summit on Social Development||In the absence of an adequate recognition of the cultural dimension, the agenda of the World Summit for Social Development in Copenhagen next month is incomplete and ineffective as far as developing countries are concerned. The National Report of India is no better. It does not go beyond listing the achievements of the state and as such is a misleading document for any meaningful discussion. For any rethinking on social development, the implications of cultural subjection have to be taken into account.||K. N. Panikkar
22/7/1995- ||commentary||4403017||Vietnam: Twenty Years After||Twenty years after the fall of South Vietnam to socialist North Vietnamese forces, the normalisation of US-Vietnam relations still depends on the resolution of several contentious issues, the most important of which is the tracing of US prisoners of war personnel missing in action.||M. S. Shivakumar
26/8/1995- ||commentary||4403123||Vinayak Mahadeo Dandekar||To describe Dandekar as an aggressive intellectual who used wit and sarcasm to win debates on issues of social importance is to do injustice to the essential humanism of the man. He was deeply interested in studying closely the country's social problems with a view to discovering how best they could be made more manageable, if not eliminated altogether. The focus of his attention was primarily the disadvantaged sections of the community and the approach was basically constructive.||Anand S. Nadkarni
04/11/1995- ||companies||4403387||Polyster Complex||-------------------------------------||
03/6/1995- ||companies||4402809||New Joint Venture||-------------------------------------||
01/7/1995- ||commentary||4402933||Women's Struggle for Production of Life: Public Hearings of Women Workers in Informal Sector||There is a growing tendency to focus on violence against women and on cultural deprivation. While this in itself is very important, it is often not clear, how this can go beyond seeing women as mere victims and how it relates to the work sphere. The recent public hearings, one on the entire informal sector in Tamil Nadu and another on women employed at all levels in the fishing industry, enable an understanding of women's social agency in the sphere of production and to identify how production relations need to be transformed.||Gabriele Dietrich
16/9/1995- ||special articles||4403218||On Drinking and 'Drunkenness': History of Liquor in Colonial India||The extent of impingement of the colonial state upon what may be called the private, collective domain is well illustrated by the policy of the British government on indigenous liquor making and drinking. This article dwells upon two important legislations, the Bombay Abkari Act, 1878 and the Mhowra Act of 1892, and their effect on the customary practices of the adivasis in the Thana district of Bombay Presidency. It also discusses overt and covert resistance of the communities and the classes which were involved both for and against the policy.||Indra Munshi Saldanha
21/1/1995- ||------||4402278||In the Capital Market||-------------------------------------||EPW Research Foundation
25/3/1995- ||------||4402509||Command Performance||-------------------------------------||
14/1/1995- ||------||4402240||A Tale of Two Countries||-------------------------------------||
01/7/1995- ||special articles||4402944||Under Globalisation: Will Nation State Hold?||There seems to be a convergence of the views of some intellectuals on the 'crisis of governability' and the concerns of foreign investors and international institutions regarding demands from the labouring classes. There is also growing agreement on the need to reduce the role of the state and hand things over to the market. The widespread feeling that the nation state is in trouble and will not survive the growing pressures from within and without needs to be examined.||Rajni Kothari
