15/9/1973- ||special articles||4363023||Structure of Liner Shipping Freight Market in India: III: Preservation of Markets||A shipping conference is an agreement among shipping companies operating liner services for the purpose of regulating and restraining competition. The need for a conference arises from the fact that the liner shipping market is characterised by an excess of tonnage. In such a situation unrestrained competition among shipping lines could lead to rate wars, to the detriment of the lines as well as shippers. This is the last of a series of three articles on the structure of the liner shipping freight market in India. It examines the conferences' methods of controlling competition. The subject is treated in two parts: the attempts made by conferences to protect their market from outside competition; and the efforts of individual lines in a conference to preserve or expand their shares of the conference trade.||Jeroo Kurus Coyaji
23/6/1973- ||------||4362756||Calcutta Diary||-------------------------------------||A. M.
23/6/1973- ||------||4362752||Becoming a Regional Entity||-------------------------------------||
10/11/1973- ||special articles||4363178||The Joint Sector||To use the term Joint Sector to cover all investments made by public sector financial institutions in private sector industry would so widen the scope of the concept as to make it almost meaningless. The term should cover only concerns in which a substantial chunk of equity, say, one-third to one-half, is controlled, as a matter of deliberate policy, by the government and public financial institutions. Had the government followed the recommendation implied in the Dutt Committee's report and provided for the retrospective conversion of public financial institutions' loans into equity, in almost all the top companies the equity under government control would have been substantial and their conversion into Joint Sector enterprises would have been that much easier. Such a structural change, together with ceilings on land and urban property, can help create an environment in which basic changes in economic and administrative policies may be possible. Once the largest companies in the economy no longer belong to private industrial empires, there need be no inhibition regarding permitting them to grow. Economies of scale and the necessity to promote competition where possible will then become the main considerations governing decisions regarding the size of industrial units. Distortions such as encouraging uneconomically small units or not utilising the technical and economic growth potential of existing large units, which mar industrial policy at present, will then become necessary.||H. K. Paranjape
07/4/1973- ||from our correspondents||4362505||Development of Agriculture||-------------------------------------||Harish Chandola
28/7/1973- ||------||4362879||Foreign Bogeys, Domestic Reasons||-------------------------------------||
03/3/1973- ||------||4362371||Partial Integration||-------------------------------------||
21/4/1973- ||------||4362552||Companies: Higher Turnover but Lower Profit||-------------------------------------||Hansavivek
31/3/1973- ||from our correspondents||4362471||Clearing the Way for Toyo||-------------------------------------||
17/3/1973- ||------||4362419||Companies: Poor Results despite Higher Turnover||-------------------------------------||Hansavivek
1/2/1973- ||the industrial worker||4362300||Structure of a Local Labour Market: A Study in Ahmedabad||This paper, based on a study of the local labour market in Ahmedabad, focuses on the interrelationships between wage structure and labour mobility with a view to drawing some conclusions about the rationality of wage differentials of various types and of worker behaviour.||T. S. Papola,K. K. Subrahmanian
01/12/1973- ||from our correspondents||4363236||The Never-Never Plan||-------------------------------------||B. M.
09/6/1973- ||from the chair||4362723||Devidayal Electronics and Wires Limited||-------------------------------------||Harikishandas T. Aggarwal
07/4/1973- ||------||4362492||Impressing with Weight||-------------------------------------||
1/8/1973- ||from our correspondents||4362919||Arriving in China||-------------------------------------||Harish Chandola
09/6/1973- ||from our correspondents||4362711||Float in Hindsight||-------------------------------------||Michael B. Cohn
26/5/1973- ||special articles||4362668||Variations in Agricultural Wages: A Note||In this short note we present, and try to interpret, two different types of variations in agricultural wages which may seem somewhat puzzling. One is the variation in the wage rates received by two types of agricultural wage-earners, the other is the variation of real wage rates in two states, Punjab and Kerala. We discuss them separately in the following two sections.||Pranab Bardhan
03/3/1973- ||------||4362370||Leviathan Unbudged||-------------------------------------||
06/1/1973- ||from the chair||4362227||The Associated Cement Companies Limited||-------------------------------------||N. A. Palkhivala
24/3/1973- ||from our correspondents||4362450||Father, Nephew and Son||-------------------------------------||
13/1/1973- ||------||4362235||How Much Longer?||-------------------------------------||
21/4/1973- ||------||4362548||Calcutta Diary||-------------------------------------||A. M.
07/7/1973- ||------||4362807||Out in the Cold?||-------------------------------------||
28/4/1973- ||special articles||4362583||A Note on Measuring Economic Distances between Regions in India||Identification of backward regions in a developing country like India could be helpful in formulating plans to avoid regional disparities from getting further accentuated in the course of development. Such an identification, however, is not easy as the whole country bears marks of underdevelopment. For this reason, a composite index of development based on co-variation in various indicators of development is constructed for each state. Based on this index the states are grouped into three categories - the most developed, the not so developed, and the least developed. A comparison between the early fifties and the early sixties shows that the groups continued to contain broadly the same states, suggesting that regional disparities have not been reduced in the course of 15 years of planning.||S. K. Rao
22/12/1973- ||from our correspondents||4363295||History: The Committed Sort||-------------------------------------||
26/5/1973- ||from our correspondents||4362662||No Instant Solution||-------------------------------------||
21/4/1973- ||------||4362543||Partly Statistical||-------------------------------------||
01/9/1973- ||------||4362969||Business without Risk||-------------------------------------||
21/7/1973- ||------||4362852||Double Failure||-------------------------------------||
03/11/1973- ||from our correspondents||4363149||Blood Transfusion for Hindustan Steel||-------------------------------------||
17/3/1973- ||------||4362412||New Dimension!||-------------------------------------||
1/8/1973- ||politics and society||4362922||Social Background of the Fifth Lok Sabha||The dominant impression one is left with after examining the social background of our national legislators over the last quarter of a century is one of continuity rather than change. The men of political power from the first Lok Sabha to the fifth are largely interchangeable, for the bases from which they are recruited are remarkably constricted. The process of representative politics is systematically skewed in favour of certain classes and is as systematically biased against others.||Satish K. Arora
28/4/1973- ||official paper||4362581||So Sane, So Rational||-------------------------------------||N. M.
12/5/1973- ||------||4362613||Choosy Conscience||-------------------------------------||
22/12/1973- ||------||4363284||No Power, No Glory||-------------------------------------||
1/8/1973- ||controls and growth||4362927||Controls and the Current Situation: Why Not Let the Hounds Run?||This paper argues that far from being the instruments of socialism or of rational allocation that their advocates make them out to be, controls are just devices to ensure that patronage rests securely in the hands of the administrator and the politician. They enrich individuals, but have disastrous effects on the productive system: they contribute to an accusatory atmosphere, they direct enterprise into channels other than the productive ones, they perpetuate scarcities and they militate against the collection, processing and dissemination, of data. The author briefly reviews the fate of reforms that have proceeded on the assumption that the machinery can be made to work better by shuffling a few organisation boxes, by re-routing slips, or by instituting special committees. The reasons on account of which the system works the way it does are sketched and it is argued that since the system is incorrigible, we must think of achieving our objectives by instruments other than the administrative fiat.||Arun Shourie
20/1/1973- ||the fourth estate||4362263||Let the Pups Drown!||-------------------------------------||Nireekshak
31/3/1973- ||special articles||4362486||Special Programmes for the Rural Poor: The Constraining Framework||The Small Farmers' Development Agencies (SFDA) and the Agencies for Marginal Farmers and Agricultural Labourers (MFAL), though regarded as institutional innovations to help the rural poor, represent an extremely modest approach insofar as they do not contemplate removal of the basic causes which have stood in the way of the small man's participation in the development process in the past. The Special Schemes are to work within the given framework and will be totally dependent on the existing institutions for their effective functioning. They do not pretend to change the production strategy which implicitly recognises only the well-endowed farmer as a source of growth. They also do not contemplate any radical changes in the procedures and policies of rural institutions which again because of their bias for the better-off sections have neglected the small man. In the circumstances, their direct support to the rural poor through widening their production base would be conditioned largely by the absence of worthwhile and viable side-activities in keeping with the small man's farm-level infrastructure. Their indirect help to the rural poor through area specific schemes through strengthening the infrastructure would have a built-in tendency to encourage leakages to the better-off. The Agencies meant for the poor would thus not be serving the exclusive interests of the poor.||N. S. Jodha
16/6/1973- ||from our correspondents||4362738||Journey from Dindigul||-------------------------------------||
30/6/1973- ||from our correspondents||4362797||And Ever the Twain Shall Meet||-------------------------------------||G. P. Deshpande
21/4/1973- ||------||4362545||Short-Term Gains||-------------------------------------||
28/7/1973- ||from the chair||4362901||The Tata Iron and Steel Company Limited||-------------------------------------||J. R. D. Tata
24/11/1973- ||from our correspondents||4363213||Labour's Love Lost||-------------------------------------||
17/11/1973- ||from our correspondents||4363193||Dead-Centre Politics||-------------------------------------||M. R.
13/1/1973- ||------||4362233||Devil Take the Miners||-------------------------------------||
06/1/1973- ||official paper||4362220||Futility of the Monopolies Commission||-------------------------------------||A. N. Oza
28/4/1973- ||capital view||4362571||The Politics of Food||-------------------------------------||Romesh Thapar
1/8/1973- ||from our correspondents||4362911||Pat a Cake, Pat a Cake...||-------------------------------------||
08/9/1973- ||perspectives||4362993||History and Nationalism: A Personal Response to the Indian Situation||-------------------------------------||Sudhir Chandra
20/10/1973- ||from our correspondents||4363131||Raw Turned Sophisticated||-------------------------------------||Patrakar
19/5/1973- ||------||4362635||Losing Struggle||-------------------------------------||
1/2/1973- ||------||4362287||Calcutta Diary||-------------------------------------||A. M.
06/1/1973- ||------||4362202||Hunger and Glory||-------------------------------------||
1/2/1973- ||capital view||4362284||The Great Depression||-------------------------------------||Romesh Thapar
15/12/1973- ||------||4363264||Where the Commission Must Dare||-------------------------------------||
28/7/1973- ||from our correspondents||4362888||On the Eve of the Bandh||-------------------------------------||
03/11/1973- ||special articles||4363157||The Satyashodhak Samaj and Peasant Agitation||The non-Brahman movement in Maharashtra, the author has argued in an earlier article ('Development of the Maharashtrian Class Structure, 1818 to 1931', Special Number, August 1973), represented a peasant-based 'mass' movement of the bahujan samaj against the shetji-bhatji class consisting of the intelligentsia and the moneylender-landlords. This hypothesis, however, is contrary to the prevailing view of the development of Indian social-political systems, which sees the process as one of a transfer of power from an urban-based upper-caste elite to an only slightly lower, rural-based landholding 'dominant caste'. Instead of class conflict, the model generally in use has been that of conflict between opposing elites. Given the very considerable inequality in landholding throughout the colonial period, a stratum of 'rich' peasants among non-Brahmans did exist. It is also true that this stratum, together with the educated class of non-Brahmans and some merchants, provided the basis of support for the non-Brahman political party. It is similarly true that important tensions existed between caste Hindu non-Brahmans and untouchables, particularly in the villages. Finally, the Maharashtrian class structure today does appear to present a clear case of dominance of a consolidated rich peasant class in fairly comfortable co-existence with the intelligentsia and urban capitalists. But it would be a mistake to analyse this historical process in oversimplified terms. It is erroneous to read back the present structure of class dominance in Maharashtra into the early twentieth century. In the nineteenth and early twentieth centuries, the 'rich' peasants did not represent a consolidated class whose interests were in conflict with those of tenants and poor peasants. Similarly, while the rural cooperatives are an important base of the power of the rural elite today, before 1930 they primarily served the 'middle' peasantry. Again, while the non-Brahman party did represent rural elite interests in the legislative council and the local boards, it also provided a basically democratic thrust that was in the interest of all non-Brahmans and maintained a fair degree of alliance with the untouchables in the 1920s. The position taken in this paper, therefore, is that the non-Brahman movement as a whole was a mass movement, that it failed in terms of its goals, and that the consolidation of a rural elite which tended to monopolise the gains of the movement occurred primarily after the failure of the movement and as a result of its inability to overcome the basic structures of the colonial situation. To gain insight into the connection of the Satyashodhak Samaj with general peasant interests, the author here examines (i) the writings of Mukundrao Patil as a leading Satyashodhak ideologist; (ii) the ideology of Satyashodhak tamashas; (iii) the involvement of Satyashodhak activists in a tenants' rebellion in Satara district in 1919-21; and (iv) the leadership role of non-Brahmans in an agitation primarily of poor peasants against the government's Small Holdings Bill in 1927.||Gail Omvedt
29/9/1973- ||from our correspondents||4363057||Minimum Wages for Agricultural Labour||-------------------------------------||
10/11/1973- ||------||4363163||Monopoly Ploys||-------------------------------------||D. N.
20/10/1973- ||from our correspondents||4363130||Of Reformers and Reformatories?||-------------------------------------||M. R.
25/8/1973- ||------||4362935||Excellent Alibi||-------------------------------------||
02/6/1973- ||------||4362677||Unpacking the Package||-------------------------------------||
17/3/1973- ||special articles||4362431||Separatist Movement in Andhra Pradesh: Shadow and Substance||The facts relating to employment show beyond doubt that only a small fraction of the people of Andhra Pradesh, that is, those who are in or seek state government employment, have a stake in the operation of the mulki rules or otherwise. It is this section which has successfully managed to give the appearance of having a wide social interest to a movement which obviously represents the sectional interest of a small group. In the course of the fight for the competing claims of the petty bourgeois of the two regions of Andhra Pradesh the wider interests of the state and the nation are being forgotten. The preservation of the integrity of Andhra Pradesh calls for the burden caused by the mulki rules to be shared by the country as a whole. The cost in terms of loss of jobs to the people of the Andhra region, due to the implementation of the mulki rules, cannot number more than 2,000 per annum and the financial costs of off-setting this loss would roughly amount to a maximum of two crores of rupees per annum. Over a five-year period the burden of the Government of India would be Rs 10 crores and this is very little for the Centre to bear in relation to the gains of an integrated Andhra Pradesh for the country. The petty bourgeois in Telengana should be told unequivocally that at the end of this period, they will not be entitled to the privileges which are not conferred on other backward regions. A dialogue, on this basis, between the leaders of both the regions under the auspices of the Central leaders could contribute to the restoration of normalcy in Andhra Pradesh.||G. Parthasarathy,K. V. Ramana,G. Dasaradha Rama Rao
07/4/1973- ||from our correspondents||4362499||Industrial Workers Organise Themselves||-------------------------------------||
02/6/1973- ||the fourth estate||4362681||Big Brother in the Newsroom||-------------------------------------||Nireekshak
24/3/1973- ||------||4362447||Companies: Where the Boom Is||-------------------------------------||Hansavivek
10/3/1973- ||special articles||4362402||The Dollar Devaluation and India's Balance of Payments||This paper examines some of the consequences of the devaluation of the US dollar of February and the decision of the Government of India on the exchange rate of the rupee on the major items of India's Balance of Payments. The problems and opportunities emerging from the present devaluation of the dollar are analysed. It is concluded that the new rupee rate, implying 3.7 per cent revaluation against the US dollar, is likely to affect Indian exports to the US only marginally. The effective depreciation of the rupee vis-a-vis major European currencies (excluding the pound sterling with which the rupee is linked at the present for defining the central rate of the rupee) and Japan is likely to lead to increase in our exports to these countries. On the other hand, the total costs of our imports are likely to increase due to the substantial revaluations of these very currencies. Our trade balance may, therefore, actually show unfavourable change in the short run. This leads to the need for vigorous measures at promoting our exports. In view of the fact that many developing countries who are our competitors in the US market are likely to go along with the devaluation of the dollar by the same amount, we cannot afford to revalue the rupee substantially against the dollar. We should wait and see the experience of the floating pound sterling and the performance of the dollar in the near future and also know more abaut the exchange rate decisions of our major competitors in trade before fixing the new parity of the rupee in terms of gold to serve our national interest in the best possible manner.||Charan D. Wadhva,Samuel Paul
25/8/1973- ||review of management, august 1973||4362956||Stock Market Liquidity: How Much? For Whom?||This paper raises certain fundamental issues about the functioning of the stock market, with particular reference to the market for equities. It advocates an entirely new and more rational approach to the whole concept of stock market liquidity and suggests an empirical method for developing quantitative norms relating to the desirable levels of speculative transactions in securities. In the light of the more realistic concept of liquidity advocated by us and the empirical data presented, the paper attempts to re-examine the rationale of forward trading in shares. The findings have important bearing on the formulation of government policy towards stock market speculation.||L. C. Gupta,J. K. Rohatgi
07/7/1973- ||------||4362813||Calcutta Diary||-------------------------------------||A. M.
14/7/1973- ||special articles||4362848||Television in India: Retrospect and Prospect||This article attempts a critique of official thinking on television in a historical context. The proposals of the Indian Space Research Organisation (ISRO) and the Ministry of Information and Broadcasting are examined for their design and basic assumptions in the context of the prevailing socio-political constraints. An attempt is also made to present in outline a feasible plan for TV in the Fifth Plan. The author concludes that the current plans of the Ministry of Information and Broadcasting for development of television in the seventies need to be scaled down of the egalitarian goals set by the Planning Commission for the Fifth Plan are to carry conviction. The Fifth Plan outlay an TV may need to be restricted to around Rs 60 crores (at 1971 prices) of which one fourth may be specifically earmarked for the provision of 50,000 community TV receivers.||B. D. Dhawan
06/10/1973- ||company meeting||4363095||Rural Electrification Corporation Ltd||-------------------------------------||B. Venkatappiah
13/1/1973- ||from our correspondents||4362245||Andhra Continues||-------------------------------------||Mohit Sen
06/1/1973- ||from our correspondents||4362217||Econometricians Meet||-------------------------------------||
02/6/1973- ||------||4362676||Helpful Advice||-------------------------------------||
13/1/1973- ||------||4362241||Companies: Continued Distress||-------------------------------------||Hansavivek
25/8/1973- ||from our correspondents||4362945||On Citing the Scriptures||-------------------------------------||Arun Shourie
13/1/1973- ||from our correspondents||4362246||For Prestige and Power||-------------------------------------||
28/7/1973- ||------||4362886||Companies: TELCO Proposes, Government Disposes||-------------------------------------||Hansavivek
17/3/1973- ||from our correspondents||4362424||Spent Passions||-------------------------------------||
31/3/1973- ||------||4362460||Handle to Populism||-------------------------------------||
08/9/1973- ||------||4362995||Companies: With the Full Knowledge of the Government!||-------------------------------------||Hansavivek
24/3/1973- ||from our correspondents||4362451||Sagging Separatism||-------------------------------------||Mohit Sen
08/12/1973- ||capital view||4363252||Post-Brezhnev||-------------------------------------||Romesh Thapar
17/11/1973- ||------||4363186||Calcutta Diary||-------------------------------------||A. M.
19/5/1973- ||from our correspondents||4362646||Thinking 'Big'||-------------------------------------||
01/9/1973- ||------||4362966||Basic Issue Evaded||-------------------------------------||
19/5/1973- ||------||4362637||A More Realistic Basis||-------------------------------------||
24/2/1973- ||------||4362336||Wages of Mismanagement||-------------------------------------||
07/7/1973- ||from our correspondents||4362820||The Adversaries||-------------------------------------||Harish Chandola
17/2/1973- ||------||4362322||Calcutta Diary||-------------------------------------||A. M.
21/4/1973- ||special articles||4362561||Curbing Concentration of Economic Power: A Critique of the New Licensing Policy||The new industrial licensing policy announced in February this year gives the impression of retaining intact the basic features of the policy announced in 1970 with regard to curbing the concentration of economic power. Thus investment proposals of the large business houses are to continue to be subject to licensing regardless of their size and these houses are to be normally permitted to invest only in the core sector. The rigour of application of both these restrictions has, however, been substantially diluted by, first, the change made in the definition of what constitutes a business house and, second, the revision of the list of core industries open to large houses. If these vital features of the new industrial licensing policy are adequately taken into account, the conclusion is unavoidable that the objective of curbing the growth of large business houses and checking concentration of economic powers now occupies a lowly place in the government's scheme of priorities.||A. N. Oza
1/8/1973- ||from our correspondents||4362917||Search for More Land-Grabbers||-------------------------------------||
31/3/1973- ||special articles||4362488||India and the International Copyright Conventions||It is clear by now that India's membership of the international copyright conventions has yielded it less benefit than it has taken away. What the conventions safeguard is not so much the author's right to reward and protection of intellectual property, but the commercial interests of the foreign copyright owners and publishers. What they amount to is the Western countries claiming an unrestricted right to exploit our markets, retarding in the process the development of indigenous book manufacturing activities. Past experience has shown that the advanced countries will brook no change in the provisions of the conventions which may limit their right in this respect. India and other similarly placed countries should, therefore, seriously consider withdrawing themselves from these conventions.||Jaman H. Shah
06/1/1973- ||special articles||4362223||Development Rebate, Capital-Intensity and Employment||Development rebate, it has been suggested, creates a tendency towards adoption of techniques of higher capital intensity and thus works against the objective of permitting employment. It has been contended, on this ground, that tax concessions linked to investment of capital are inappropriate in a labour surplus and capital scarce economy like ours. This article argues that, contrary to the above belief, development rebate is largely neutral between techniques of varying capital intensities.||L. C. Gupta
24/11/1973- ||review of management, november 1973||4363219||Entrepreneurical Cultures and Entrepreneurial Men||This paper examines, on an exploratory basis, some of the psychological and social correlates of entrepreneurship in an urban community in West Bengal and compares two caste groups within the community - differing in entrepreneurial success, modernity and traditional social status - on the magnitude of these correlates.||Ashis Nandy
13/1/1973- ||from our correspondents||4362247||On the Asians in East Africa||-------------------------------------||Satish Saberwal
24/2/1973- ||------||4362346||Companies: Further Work with Some Help||-------------------------------------||Hansavivek
22/9/1973- ||from our correspondents||4363037||Technological Come-Down||-------------------------------------||
14/7/1973- ||------||4362829||The Unwritten Constitution||-------------------------------------||
23/6/1973- ||perspectives||4362764||Medieval Barbarism in West Bengal Countryside||-------------------------------------||Ashok Rudra
03/3/1973- ||special articles||4362385||Unemployment in India||This paper is devoted to a discussion of the unemployment in the country which has defied solution despite two decades of planned development. The author attempts an explanation of the phenomenon of a positive growth in unemployment associated with a positive growth in output. He begins by trying to clarify some issues in the unending controversy about the definition and measurement of unemployment in a dominantly agrarian household economy. In this context are presented some numbers, computed from National Sample Survey (NSS) data, which may be regarded as fair approximations of the unemployment in the country in 1971. Finally, the author discusses the most important question of the policy-mix which may be required in the Fifth and subsequent Plans to eliminate the scourge of unemployment. Although the rural and urban unemployment problems are related, the argument of this paper focuses on the more massive rural problem, except where the determination of employment in the economy as a whole is discussed. The word 'unemployment' is used throughout the paper so as to include underemployment, except where it is specifically necessary to distinguish between the two.||Raj Krishna
29/9/1973- ||special articles||4363070||Family Planning: Differential Performance of States||This paper aims to critically examine the Indian Family Planning Programme and to look at the performance of the states to see how the family planning performance is related to the states' socio-economic development. The findings substantiate the fact that states which do well generally in economic development also do well in family planning performance. There are vicious circles of underdevelopment, and states which have broken these barriers are on the path of development, including in their attempts to bring about a reduction in birth rate. On the basis of their family planning performance, Indian states have been grouped into three categories as good, medium, and poor. Correlation co-efficients of individual states, using their family planning performance with various socio-economic and programme indicators, have been computed. Regression and analysis of variance have also been used on a limited scale.||Bhaskar D. Misra
22/9/1973- ||------||4363030||Making History||-------------------------------------||
20/10/1973- ||from our correspondents||4363128||Round the Mulberry Bush||-------------------------------------||
31/3/1973- ||from our correspondents||4362472||Laissez - Faire for Neglect?||-------------------------------------||
14/7/1973- ||------||4362838||Calcutta Diary||-------------------------------------||A. M.
28/4/1973- ||from the chair||4362586||Kamani Engineering Corporation Limited||-------------------------------------||R. R. Kamani
03/11/1973- ||------||4363141||Sleeping through It||-------------------------------------||
02/6/1973- ||------||4362675||Cause for Anxiety||-------------------------------------||
29/9/1973- ||review of agriculture, september 1973||4363069||Land Ceilings in Karnataka: A Case Study||The programmes of land reform, as envisaged in the five-year plans of the state and Central governments, have not been expeditiously implemented. Tenancy reform, security of tenancy for tenants and conferment of ownership on them and ceiling on land holdings have all remained illusory. 'Land to the Tiller' has remained an empty slogan and concentration of land holdings continues to exist. This paper examines the economic and social rationale of a ceiling on land holdings, taking Karnataka as a case study.||T. K. Lakshman,K. L. Ramadas,Mahendra S. Kanthi
1/8/1973- ||------||4362905||Overhauling the Plan||-------------------------------------||
24/2/1973- ||capital view||4362345||That Balanced Industrial Base||-------------------------------------||Romesh Thapar
16/6/1973- ||from our correspondents||4362736||The Peace Protocol||-------------------------------------||
08/12/1973- ||from our correspondents||4363256||Battle for Sugar Co-operatives||-------------------------------------||
19/5/1973- ||special articles||4362649||From Reformist Princes to 'Co-operative Kings': I: Political Change in Pre-Independence Kolhapur||This paper examines how the character of political relationships in Kolhapur state/district has changed during the past century and what the present pattern of political leadership in that district looks like. While the part that social structure has played in these matters is notable, the roles played by particular men and, equally important, the contingent nature of those roles, need to be emphasised. For, contrary to that school of political analysis which attributes much stability to the past, the political history of Kolhapur embodies the search for additional bases of power, conditioned, no doubt, by the social structures and technological possibilities of an era but significantly independent of them. The result is that those men of ambition who are able and willing to enter into political life can influence the actions of others and direct the course of events of their times, if only on the small stage provided by local political activity. What should be stressed here is that by 1962 to speak of the bases of political power in Kolhapur district, meant not only to refer to those with formal power in state or local legislative bodies, or to men with a voice in the district party, but also to those most active in the new economic institutions of the district - institutions which drew upon governmental financing organised under the guise of co-operative economic activity. Indeed, so important have the major co-operative institutions become as political arenas in their own right - for they have control of important financial resources which can be manipulated to the advantage of individuals or political groups - that contests for control of bodies like the district board, do not seem to raise as basic or potential a threat to the positions of major political leaders as do challenges to their control of taluka and district co-operative institutions. Part I examines these political processes upto the merger of Kolhapur state with independent India. Part II deals with the highly personalised style of Kolhapur politics during the period 1947-67. Part III looks at the trends towards routinisation and institutionalisation of Kolhapur politics during the past few years.||Donald B. Rosenthal
14/4/1973- ||from our correspondents||4362529||Kerala Experiments||-------------------------------------||Mohit Sen
15/9/1973- ||from the chair||4363025||Spreading the Gospel of Life Insurance: Keynote of LIC's Operations||-------------------------------------||K. R. Puri
09/6/1973- ||from our correspondents||4362710||Government May Propose, but...||-------------------------------------||
25/8/1973- ||from our correspondents||4362949||Backwash of Green Revolution||-------------------------------------||
23/6/1973- ||------||4362751||Workers, the Worst Hit||-------------------------------------||
17/2/1973- ||from our correspondents||4362328||The Falling Domino?||-------------------------------------||M. R.
02/6/1973- ||------||4362671||Participatory Planning!||-------------------------------------||
14/7/1973- ||from the chair||4362850||Tata Engineering and Locomotive Company Limited||-------------------------------------||S. Moolgaokar
22/9/1973- ||from the chair||4363047||Association of Man-Made Fibre Industry, Bombay||-------------------------------------||N. M. Jain
20/1/1973- ||from our correspondents||4362271||Waiting for the Chinese||-------------------------------------||
24/2/1973- ||perspectives||4362343||Without Apron Strings and Wet Nurses||-------------------------------------||
29/12/1973- ||from our correspondents||4363309||Oil Crisis: Evading the Basic Issue||-------------------------------------||B. M.
28/4/1973- ||------||4362566||Dismal Picture||-------------------------------------||
07/7/1973- ||from our correspondents||4362819||Back Seat for Congress||-------------------------------------||
02/6/1973- ||special articles||4362692||From Reformist Princes to 'Co-operative Kings': III: Trends toward Routinisation in Kolhapur Politics||This paper examines how the character of political relationships in Kolhapur state / district has changed during the past century and what the present pattern of political leadership in that district looks like. While the part that social structure has played in these matters is notable, the roles played by particular men and, equally important, the contingent nature of those roles, needed to be emphasised. For, contrary to that school of political analysis which attributes much stability to the past, the political history of Kolhapur embodies the search for additional bases of power, conditioned, no doubt, by the social structures and technological possibilities of an era but significantly independent of them. The result is that those men of ambition who are able and willing to enter into political life can influence the actions of others and direct the course of events of their times, if only on the small stage provided by local political activity. What should be stressed here is that by 1962 to speak of the bases of political power in Kolhapur district, meant not only to refer to those with formal power in state or local legislative bodies, or to men with a voice in the district party, but also to those most active in the new economic institutions of the district-institutions which drew upon governmental financing organised under the guise of co-operative economic activity. Indeed, so important have the major co-operative institutions become as political arenas in their own right-for they have control of important financial resources which can be manipulated to the advantage of individuals or political groups-that contests for control of bodies like the district board, do not seem to raise as basic or potential a threat to the positions of major political leaders as do challenges to their control of taluka and district co-operative institutions. Part III looks at trends towards bureaucratisation and institutionalisation of Kolhapur politics during the past few years. Part II dealt with the highly personalised and factional style of politics between 1947 and 1967. Part I examined the political process in Kolhapur state prior to its merger with independent India.||Donald B. Rosenthal
25/8/1973- ||review of management, august 1973||4362954||Rural Marketing of Consumer Products||How does a company pick rural markets for promotion of its products? We cannot, in this context, speak of the whole of India, nor even of the whole of a state sometimes. What we need to do is to focus attention on specific areas of opportunity. This may seem a simple problem, but since the spending of large sums of money on advertising and distribution hinges on it, this is a major decision for any company to take. This note discusses some of the relevant features of the rural environment in India, the criteria for selection of rural markets and the major problems of selling to these markets.||S. L. Rao
29/9/1973- ||from our correspondents||4363061||Advance on Lusaka||-------------------------------------||Harish Chandola
08/12/1973- ||special articles||4363261||Productivity in Indian Airlines: A Preliminary Comparative Study||There is a yawning gap between productivity in Indian Airlines and in other airlines. The annual rate of growth of productivity of the IATA carriers has been nearly 2 1/2 times that of Indian Airlines. The productivity of Indian Airlines in 1972 was less than half that of all IATA carriers in 1955. Indian Airlines has one of the highest labour costs of all airlines although the average remuneration of its employees is one of the lowest. At the same time, statistics show that Indian Airlines has already reached a level of mechanisation comparable to that of sophisticated foreign airlines.||L. F. R. Cabral
24/3/1973- ||------||4362439||Multinationals' Mischief||-------------------------------------||
30/6/1973- ||from the chair||4362801||Substantial Increase in Profits Leads to Stepping up of Dividend on Equity Shares to Rs. 20 per Share||-------------------------------------||Jaikrishna Harivallabhdas
23/6/1973- ||------||4362749||Constitutional Trap||-------------------------------------||
1/2/1973- ||rural poverty||4362295||On the Incidence of Poverty in Rural India of the Sixties||This paper tries to assess the changes over the sixties in the percentage of rural people below a welldefined minimum level of living, with the emphasis on the question of designing an appropriate consumer price index for the poor. An attempt is also made to examine the regional pattern of the changes in the incidence of poverty in rural India.||Pranab K. Bardhan
03/11/1973- ||------||4363145||Companies: Basking in the Boom||-------------------------------------||Hansavivek
22/9/1973- ||from our correspondents||4363042||Chinese Foreign Policy and Imperialism||-------------------------------------||S. S.
20/1/1973- ||------||4362258||Neglect of the Neglected||-------------------------------------||
09/6/1973- ||------||4362694||Panic in Food||-------------------------------------||
13/10/1973- ||from the chair||4363114||Nirlon Synthetic Fibres and Chemicals Limited||-------------------------------------||Jaykrishna Harivallabhdas
13/1/1973- ||special articles||4362254||Agricultural Taxation: A Comment||-------------------------------------||Sotthiya
14/4/1973- ||from our correspondents||4362530||The Elusive Link||-------------------------------------||
24/11/1973- ||------||4363204||Prop to the Budget?||-------------------------------------||
06/10/1973- ||company meeting||4363096||Seshasayee Paper and Boards Limited||-------------------------------------||S. Narayanaswamy
1/2/1973- ||from the chair||4362309||Indian Oxygen Limited||-------------------------------------||A. K. Sen
09/6/1973- ||------||4362696||Misuse of Incentives||-------------------------------------||
30/6/1973- ||from the chair||4362802||The Sandur Manganese and Iron Ores Limited||-------------------------------------||Y. R. Ghorpade
20/10/1973- ||------||4363119||Spurious Solutions||-------------------------------------||
31/3/1973- ||from our correspondents||4362474||Is the Rajasthan Desert Spreading?||-------------------------------------||
22/12/1973- ||from our correspondents||4363296||Twists in Tamil Nadu||-------------------------------------||Mohit Sen
29/9/1973- ||------||4363056||Companies: Who Is Paying for Poor Results?||-------------------------------------||Hansavivek
14/7/1973- ||the fourth estate||4362836||Not a Numbers Game||-------------------------------------||Nireekshak
