22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
7/10/1967- ||books||24478210||A Matter of Mark-Ups ( From a Correspondent)||-------------------------------------||
1/8/1967- ||the world||24477852||Rumblings in Tanzania||-------------------------------------||
29/7/1967- ||------||24478888||The Language Problem: A Correction||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357497||Flame That Burnt Steadily||-------------------------------------||V. V. Bhatt
03/6/1967- ||around bombay markets||4358017||Changed Times||-------------------------------------||
1/8/1967- ||focus on private sector||24477870||Concentration of Economic Power in India||In his book "The Structure of Corporate Private Sector: A Study of Concentration, Ownership and Control" (Asia Publishing House, 1966) R K Hazari establishes that the concentration of economic power in the corporate private sector in India had definitely increased between 1951 and 1958. Hazari also provides a wealth of detail on the techniques used by business houses to acquire and maintain control over the companies in their fold and throws valuable light on the disjunction or conjunction of ownership and control. This review article examines the factual findings of Hazari's study and its policy conclusions in the context of the real question at issue which is: are oligopolistic organisations good for the citizen and can these be avoided in a modern private enterprise economy such as India?||Amiya Bagchi
9/9/1967- ||------||24477954||Labour Victory on the Waterfront||-------------------------------------||
22/7/1967- ||special articles||24478145||Extent of Tax Evasion and Avoidance: An Estimate||An attempt is made in this paper to make a tentative estimate of the extent of tax evasion in 1960-61 by individuals, Hindu Undivided Families, and unregistered firms. The results show that of the expected rise in tax yields in 1960-61 over 1950-51 only 43 per cent was collected and as much as 57 per cent successfully evaded or avoided.||R K Sehgal
1/2/1967- ||some tributes to sachin chaudhuri||4357503||A Rewarding Connection||-------------------------------------||W. H. Newell
15/7/1967- ||special articles||24478037||Small Thoughts on the Elections: Further Comment||-------------------------------------||S J
11/3/1967- ||special articles||4357691||Towards a Functional Budget||The present budgetary system was evolved to meet the needs of a colonial government. It is unsuited to the financial and physical evaluation and control that has to accompany developmental expenditure. If the national budget is to be more than an exercise in wishful thinking it will have to be made very much more functional in its composition and formulation. This means that the budget must incorporate the project estimates fixed on the basis of systematic cost-benefit analysis and work-studies, that the components of the budget must reflect this individual assessment which has preceded the final budget, and that there must be subsequent financial and physical control related in detail to the functional allocation under the budget. Only in this way can the budget be an effective tool in national planning and financial management, not merely an arbitrary accounting system. It will take time, however, to establish the necessary reporting and evaluating network, to cultivate the skills for such evaluation, and to construct the organisational machinery that will have to be entrusted with feeding data and keeping track of whether performance and expenditure have kept pace with the budget aims. [For reasons of space, this article is printed in two parts. In the first part, which appears below, the author examines the deficiencies of the existing system of budgeting and the general objectives which a satisfactory system ought to fulfill. In the second part, to appear next week, the general objectives will be reduced to definite tasks in specific fields.]||A. Premchand
29/7/1967- ||weekly notes||24478870||Need Tax Statistics Be So Confusing?||-------------------------------------||
30/9/1967- ||from our correspondents||41626872||US Investment in Britain||-------------------------------------||
29/4/1967- ||special articles||4357873||Research in Politics: Borrowed Concepts Do Not Fit||Though research in politics has become more varied in its interests and more empirical in its approach, the new concepts it uses are alien to our milieu. These are concepts evolved by Western scholars whose primary interest was to reconcile the emergence of free underdeveloped nations with the existing system without having to alter that system drastically. Hence protection of concepts such as 'legitimisation' and 'modernisation'. The continued use of concepts, however, limits our horizon for change and yields distorted conclusions about our condition. The responsibility for this intellectual subservience is that of our intelligentsia who live in society without being of it. Consequently they fail to share its experiences and cannot formulate analytical concepts to fit those experiences.||Anirudha Gupta
11/2/1967- ||weekly notes||4357577||Central Assistance to States: Some Rationalisation||-------------------------------------||
20/5/1967- ||special articles||4357960||Fiscal Policy Must Be Reoriented||Some of the basic premises of our fiscal policy are valid in the context of our conditions and support the case for growing government sector. But they do not require nor do they justify a purely revenue approach to taxation or a high rate of growth of government consumption. Also, in translating any theory of fiscal policy into practice, institutional and administrative realities have to be taken into account. As it has happened, we have scarcely paid any attention to the problem of efficiency in government spending and to devising ways of measuring relative benefits from increases in government expenditure in different directions. Failing to do this, we have permitted increases in public expenditure which are clearly unjustified and wasteful. Thus although all our present economic difficulties cannot be blamed on fiscal policy, it must share a good part of the blame and a review and reform of fiscal policy will thus not only contribute to the revival of the forces of growth but is urgently called for as a matter of long-term policy. An attempt is made in this paper to point out the major changes needed in tax policy and to outline a policy for the growth of collective consumption.||R. J. Chelliah
21/10/1967- ||business||24478089||A Beacon of Hope||-------------------------------------||
1/2/1967- ||focus on development||4357565||Case for More Active Credit Planning||One of the areas of planning policy and techniques to which sufficient attention has not been paid in India is credit planning and the instruments and institutions necessary for it. Credit policy has been generally regarded as something concerned with the current economic situation, whose role is that of reacting to an actual or expected turn of events through either overall or sectoral credit expansion or contraction. True, an attempt has been made, beginning with the Third Plan, to frame a monetary budget for the economy coinciding with the plan period. The estimate of the economy's monetary requirements has proceeded on the basis of a projected rate of real income growth and assumption about the rate of decline in the income velocity and the value of the money multiplier; but the monetary and credit estimates still need to be filled in in terms of the resources estimates for the banking system. While this is the position with regard to credit planning at the stage of plan formulation, the potentiality of credit policy as an instrument of planning is being increasingly realised at the stage of plan implementation. But for any policy of directing the flow of credit to be effective there has to be credit planning at the stage of formulating the sectoral targets of investment and output so that the Reserve Bank would have an indication of at least the broad orders of magnitude of the sectoral requirements of credit.||M. Narasimham
9/12/1967- ||capital view||24478276||What Now?||-------------------------------------||Romesh Thapar
25/3/1967- ||money and banking||4357747||A Surfeit of Credit||-------------------------------------||
13/5/1967- ||------||4357925||Sarvapalli Radhakrishnan||-------------------------------------||
16/12/1967- ||business||24478976||Arithmetic of Indigenous Content||-------------------------------------||
23/9/1967- ||------||24478240||LIC Needs the Think Cap||-------------------------------------||
30/9/1967- ||markets||41626882||Dispute Settled||-------------------------------------||
23/12/1967- ||business||24478323||PVC or PILC?||-------------------------------------||
08/4/1967- ||a calcutta diary||4357788||Sikh, Sikh, Sikh||-------------------------------------||Flibbertigibbet
12/8/1967- ||special articles||24478115||A Policy for the Automobile Industry||-------------------------------------||Arthagnani
1/2/1967- ||some tributes to sachin chaudhuri||4357515||Repelled by the Humdrum||-------------------------------------||Daniel Thorner
03/6/1967- ||around bombay markets||4358016||The Cotton Muddle||-------------------------------------||
21/10/1967- ||------||24478070||The Great Negator||-------------------------------------||
25/3/1967- ||business notes||4357742||Hindustan Lever||-------------------------------------||
11/2/1967- ||weekly notes||4357578||Putting Manpower Planning on the Right Track||-------------------------------------||
1/8/1967- ||the world||24477850||The Two Asias||-------------------------------------||William H Newell
21/10/1967- ||------||24478093||STATISTICS||-------------------------------------||
06/5/1967- ||------||4357899||Correction: Hindustan Lever Limited||-------------------------------------||
14/10/1967- ||------||24478156||Creeping Shadow of the Lamp||-------------------------------------||
01/4/1967- ||special articles||4357768||Growth in the Macro-Economic Perspective||The necessary condition for development in underdeveloped economies is a rate of growth of capital higher than the rate of growth of population. There is always some possibility, in these economies, of raising the rate of growth of capital in the non-disguised unemployment sector. There may be some possibility too of raising the rate of saving in the disguised unemployment sector. But if the increase is not sufficient for the rate of growth of capital to exceed the rate of growth of population, the factors strategic for development then become the rate of inflow of capital, population planning and socialism. The policy implications of this analysis are discussed here. [The author is indebted to the A N Sinha Institute of Social Studies, Patna, for the opportunity for this study. He acknowledges his special debt to A K Das Gupta for his valuable criticism and comment. He also thanks R N Maharaj for helpful discussions.]||Pradhan Harishankar Prasad
1/2/1967- ||the contemporary scene||4357545||Black Mist Seeps through||-------------------------------------||
11/3/1967- ||in the press||4357682||On Coalition Governments||-------------------------------------||
7/10/1967- ||markets||24478216||Critical Period||-------------------------------------||
5/8/1967- ||special articles||24478046||The Phariya in an Inter-Tribal Market||This paper deals with the role of the Phariya, a socio-economic mediator, in the contemporary acculturative situation in the inter-tribal market of Banari in Chotanagpur, Bihar. When the Banari market was exposed to a wide variety of alien influences during the 1950s, the Phariya emerged as an institution for economic, social and cultural mediation between the natives and the outsiders. The name Phariya, literally translated as mediator, has come to designate a small group of people who have developed distinctive roles and patterns of behaviour and interaction in the market situation which help to reduce and stabilise the pressures of acculturation on the natives of the hinterland. The Phariya functions both as an agent of acculturation and as a cushion against cultural disintegration in the hinterland. He has linked the native economy, based on barter, to the modern self-regulating market by introducing money, the concept of price in relation to supply and demand, standardisation of products, the role of the middle-man and other modern market characteristics with far-reaching consequences both in the market and in the hinterland. In addition, his implicit cultural roles of innovation, communication and interpretation have been instrumental in closing the gap between the native and the alien cultures. By creating for himself a new role as an informal leader, not only in economic matters in the market place, but also in the hinterland, the Phariya has come to constitute the principal medium for translating, interpreting and communicating the values and ideology of the natives and the alien newcomers to one another.||D P Sinha
30/9/1967- ||from our correspondents||41626870||A Show, A Visit, An Assault||-------------------------------------||Flibbertigibbet
23/9/1967- ||from our correspondents||24478247||Search for Alternative to Deflation||-------------------------------------||
28/10/1967- ||business||24478857||Guaranteeing Export Performance||-------------------------------------||
24/6/1967- ||weekly notes||4358080||Slipping in the Mizo Hills||-------------------------------------||
14/1/1967- ||weekly notes||4357463||High Cost of Cheap Aircraft||-------------------------------------||
11/2/1967- ||weekly notes||4357576||After Half a Century, an Unnoticed Notification||-------------------------------------||
23/9/1967- ||from our correspondents||24478244||Splittism, Bengali Style||-------------------------------------||Flibbertigibbet
1/2/1967- ||------||4357492||Without Sachin Chaudhuri||-------------------------------------||Sameeksha Trust
22/7/1967- ||business notes||24478151||Excellent Prospect for Larsen and Toubro||-------------------------------------||
28/10/1967- ||markets||24478855||In Two Minds||-------------------------------------||
7/10/1967- ||business||24478217||Tripartite Cut In Tariffs||-------------------------------------||
25/3/1967- ||special articles||4357738||Planning in the New Federal Balance||-------------------------------------||Arthagnani
23/12/1967- ||------||24478298||Confidence at a Price||-------------------------------------||
25/11/1967- ||business||24478350||Consortium for Cable Export||-------------------------------------||
29/7/1967- ||in the press||24478882||On Language, Strong Feelings||-------------------------------------||
01/4/1967- ||commodities||4357773||Trading Subdued||-------------------------------------||
21/10/1967- ||business||24478091||Sweeteners at Bitter Prices||-------------------------------------||
29/4/1967- ||weekly notes||4357862||Monarchy's Fight for Survival||-------------------------------------||
1/2/1967- ||the contemporary scene||4357548||Even If Butcher Chang Is Dead...||-------------------------------------||G. P. Deshpande
17/6/1967- ||a calcutta diary||4358060||All the Wrong Parallels||-------------------------------------||Flibbertigibbet
29/4/1967- ||commodities||4357883||Credit Curb Depress Cotton||-------------------------------------||
1/2/1967- ||the contemporary scene||4357491||Intellectuals Abdicate||-------------------------------------||
1/8/1967- ||the political watershed||24477855||India's Political Transition||A change of political institutions — like replacing federalism by a unitary system or introducing Presidential form of Government in the States while retaining the Parliamentary form at the Centre — will not solve the problems that have arisen as a result of the disintegration of the 'Congress system' of politics and lead to the realignment that is needed for political stability and administrative performance. The only way to bring about this realignment is to force its pace by compelling the political parties, including the Congress, to consciously make their choices both in respect of policy perspectives and in terms of the particular sections of the national electorate they want to appeal to. The major parties have to be forced to develop their legislative strength on the basis of genuine and sustained electoral organisation and to hasten the essential process of political polarisation. The parties have also to be forced to cultivate autonomous bases of power instead of relying on pockets of patronage and feudal or communal loyalties. Further, weak and fragmented parties must be forced to close their own ranks and, under threat of extinction, to merge with other similar parties. Finally, the process of 'secularisation' of voting behaviour must be carried further by forcing the electorate to realise the consequences, at the national and the State level, of their parochial behaviour. For all these objectives to be realised two or three elections will be needed. But a considerable step towards them can be taken with even one election at this critical juncture.||Rajni Kothari
10/6/1967- ||weekly notes||4358030||Staving off a Coke Famine||-------------------------------------||
03/6/1967- ||------||4358024||Budgets of the Government of India||-------------------------------------||
18/11/1967- ||special articles||24478428||The Economics of Improved Seeds||This study attempts to examine the economics of one variety of hybrid maize. Experiments in the use of this hybrid variety in Punjab and U P have yielded, on the whole, very satisfactory results in terms of additional yield per acre and additional net income to the farmer. The wide variation noticed in yields from the hybrid maize, however, indicates that the same variety of improved seed cannot be recommended for all soil regions within a State. There is need for thorough and extensive soil tests. On the basis of the results of these tests alternative varieties can be suggested for farms where a particular hybrid has not been successful. This presupposes close co-ordination between agricultural scientists and extension staff not only at the national or State level but at the district and block levels — a condition which does not obtain today.||Hari Dev Goyal
23/9/1967- ||business||24478259||Losses at Neyveli||-------------------------------------||
1/2/1967- ||focus on development||4357560||Second Thoughts on Indian Planning||The time has come for intellectuals to take an active interest in the debate on social and economic issues. If we are not to get lost in totally irrelevant questions, we should go beyond whether the Fourth Plan outlay ought to be Rs 23,750 crores or whether Rs 18,000 crores would be more "realistic" and ask: (1) Have we embarked on planning without being prepared for it? (2) Have we attempted to plan for economic and social transformation without sorting out carefully the factors which are of crucial significance to the process of planning? (3) Is planning for rapid economic and social change consistent with a parliamentary framework of the British type? Unless we give serious thought to our political institutions and their functions, we may get deeper and deeper into a crisis which might extend much beyond an inadequate rate of economic growth.||D. K. Rangnekar
03/6/1967- ||special articles||4358015||Sociology of Medicine in India: An Approach||Sociologists in India have more or less neglected sociology of medicine as a field of study. One may approach the subject by exploring the broad features of medicine in India and of the wider society and then relating the two in order to determine the link between medicine and society. An attempt is made in the first part of this article to show the relationship of medicine to other aspects of society. The second part deals with different systems of medicine in India and suggests an approach to the sociological study of medicine. In the third part some aspects of sociology of medicine are indicated along with some problems for study. The final section deals with sociological study of the hospital and shows how it provides a framework for the study of other aspects of sociology of medicine in India. [The author wishes to express her deep gratitude to A M Shah and M N Srinivas for their encouragement and helpful suggestions in the preparation of this paper].||Aneeta Ahluwalia
18/2/1967- ||weekly notes||4357605||Setting the Example on Power||-------------------------------------||
15/7/1967- ||weekly notes||24478021||Must Rayon Tyre Cord de Perpetually Protected?||-------------------------------------||
11/3/1967- ||business notes||4357692||Sen-Raleigh Does Better||-------------------------------------||
9/9/1967- ||------||24477951||Reflation after Reshuffle?||-------------------------------------||
25/11/1967- ||business||24478346||Unique Success Story||-------------------------------------||
1/8/1967- ||the political watershed||24477858||Changing Political Behaviour in Rural Indian Society||What makes Indian politics so distinctive at the village level when compared with other societies which practise universal adult franchise is the incredibly elaborate social composition of the electorate. Where in other societies one finds a handful of socially diverse groups whom politicians must fit into their calculations, in India the number of such groups is usually formidable. This makes the job of political calculation that much more intricate and makes it that much more inevitable that Indian politicians will think in terms of ethnic variables when making their calculations. This paper attempts to throw light on the kind of order that has characterised political change in India's villages in the last few decades. It is possible, the author suggests, to identify three stages of political change with a different model of political behaviour appropriate to each. Three sets of rules have existed in the three periods to determine who was eligible to be a village leader and who was privileged to decide who that leader would be. These rules naturally have to be viewed against the background of the social organisation and economic conditions prevailing in each of the three periods. The inevitable further changes in economic conditions and social organisation in village India will almost certainly be accompanied by still further changes in political rules and by other models of political behaviour which will produce their own styles of politicians.||Harold A Gould
23/12/1967- ||special articles||24478304||A Year without Sachin Chaudhuri||-------------------------------------||A M
22/4/1967- ||weekly notes||4357833||Coal Slurry for Blast Furnaces||-------------------------------------||
7/10/1967- ||------||24478199||Congress Non-Reform||-------------------------------------||
7/10/1967- ||business||24478219||Baseless Scare of Naphtha Shortage||-------------------------------------||
18/11/1967- ||the fourth estate||24478422||Apathy and Anger||-------------------------------------||Nireekshak
8/7/1967- ||weekly notes||24477926||Giving In to Recession Without a Fight||-------------------------------------||
07/1/1967- ||from the chair||4357451||Parrys Confectionery Limited||-------------------------------------||H. V. R. Iengar
23/9/1967- ||------||24478233||Impressing the Americans||-------------------------------------||
5/8/1967- ||weekly notes||24478028||Epitaph on Steel Control||-------------------------------------||
03/6/1967- ||weekly notes||4358003||Tourism and the Budget||-------------------------------------||
25/2/1967- ||special articles||4357639||Pre-Independence Thinking on Agrarian Policy||In the history of economic ideas one often comes across old controversies and debates being revived in later periods in new circumstances. The agrarian policy debate falls in the category of such controversies. The contributions of Ranade and Dutt and of later nationalists like Nehru to this debate in the pre-independence period seem to have a familiar ring to a contemporary student of agrarian affairs. In fact, these nationalists seem to have anticipated many of the divergent approaches to the agrarian problem put forward by contemporary protagonists. The review of thinking on agrarian policy before independence attempted here brings out the basic unity as well as the divergences of the nationalist approach to agrarian questions. The unity lay in the critique of the official British ideas from a common standpoint. The divergences are reflected in the existence of broadly two trends of thought on the nature of institutional changes required for renovation of agriculture. The first trend favoured a policy of transforming the landlord class into an engine of growth and considered a framework of inequality and concentration of land and other resources in the hands of an enterprising class to be an economic necessity. The second trend, on the other hand, was inclined to assign a decisive role to the peasantry in economic development.||P. C. Joshi
14/10/1967- ||special articles||24478169||Recession, Inflation and Economic Policy||The current recession is not primarily of the Keynesian type, caused by decline in demand; decline in input supplies is at least as important. It is necessary to emphasise this both for clarity of analysis and for getting at the correct anti-recession policy prescriptions. To the extent that there is a recession in demand, a cautious push to investment is of course called for to perk up demand, to break supply bottlenecks in specific lines and to put the economy back on the path of growth. There is, however, one kind of facile argument which should be guarded against. This argument says: What does it matter if price inflation occurs? Price stability is not one of our major objectives; our aim should be growth; we can always take care of inflation through price controls. This kind of reasoning is false and dangerous. The greatest single lesson of our economic experience of the last few years is that inflation dries up resources for investment, eats into growth and discredits planning.||A M Khusro
18/2/1967- ||business notes||4357619||Ashok Leyland||-------------------------------------||
06/5/1967- ||business notes||4357907||Hindustan Lever||-------------------------------------||
24/6/1967- ||business notes||4358098||National Tannery||-------------------------------------||
23/12/1967- ||special articles||24478317||Social Composition of Panchayati Raj: Background of Political Executives in Andhra||A study of the legal framework of Panchayati Raj institutions gives only a partial picture of them. In order to understand political reality one has to study the men who direct these institutions. This paper examines the social characteristics of political executives of Panchayati Raj institutions in Andhra. An attempt is made to throw light on their social origins, educational levels and economic status. More specifically, it is proposed to test the following widely-held hypotheses: (a) Panchayati Raj institutions are controlled by the upper classes of rural society; (b) the leadership of these institutions is mostly illiterate; and, (c) political executives of Panchayati Raj do not have previous experience of public office.||G Ram Reddy
21/10/1967- ||from our correspondents||24478079||Strange Ally on Rhodesia||-------------------------------------||
1/8/1967- ||external balance||24477865||Brain Drain: The Indian Situation||The disease that has gone deep down and which underlies the entire phenomenon of Brain Drain is, it is argued here, the class and income structure for the intellectuals which we have inherited from British rule. This structure has two characteristic features. First, it places a high premium, both in terms of status and income on the professions vis-a-vis the rest of the society. Second, it has created inordinate inequalities, again in terms of status and income, within the intellectual ranks. The class and income structure for intellectuals has had two consequences. It has resulted in the intellectual class alienating themselves totally from the rest of the society; leaving the country is only one step further in the intellectuals' alienation and does not cause them great pain. And it has lead to anything but an intellectual life within the intellectual ranks, which have been infiltrated by wrong persons with wrong aptitudes and wrong motivations. The remedy must begin where the disease is located. The high premium placed on university education and degrees must be reduced and the inequality within the intellectual ranks must be narrowed down. Once these are accepted, inevitably the country's borders will have to be closed and physical contact with developed countries regulated. But though the doors have to be closed to protect ourselves from the lure of high living abroad and thus from being robbed of our talented persons, the windows will remain open through which all knowledge may enter freely and selected young men may go abroad for specific job training and return home. In other words, we have to be more selective, discriminating and purposeful in our contacts with the developed countries.||V M Dandekar
25/3/1967- ||business notes||4357744||Structural Engineering||-------------------------------------||
11/11/1967- ||from the chair||24478936||Tata Chemicals Limited||-------------------------------------||J R D Tata
29/4/1967- ||business notes||4357878||Pfizer||-------------------------------------||
14/1/1967- ||business notes||4357478||Voltas' Profitability Declines||-------------------------------------||
16/12/1967- ||the fourth estate||24478957||Frustration Has Many Splendours||-------------------------------------||Nireekshak
7/10/1967- ||special articles||24478214||Social Security Legislation in India—II: The Employees' Provident Fund Scheme||In the first part of this article, which appeared last week, the author examined the working of the Employees' Provident Fund Scheme which, together with the Employees' State Insurance Scheme, constitutes the core of social security in India. The working of the two schemes leaves no doubt that the concept of social security has been in practice narrowed to the point of absurdity in India. First, the coverage of the schemes is microscopic. The schemes have mostly benefited the better organised wage earners and middle-class salary earners. Second, social security in its essence implies income security, but neither of these schemes was intended to safeguard even the small proportion of the labour force covered in this essential respect. Finally, the idea of social security implies centralisation of authority in a single institution capable of controlling the operation of social security schemes throughout the country. But in India the Government acts merely as an administrative authority and is unable to use its coercive authority to compel recalcitrant employers to fulfil their obligations. In this, the second part of the article, the author examines the working of the Employees' State Insurance scheme. The scheme is social only insofar as the employees pool their resources to obtain some security during their work-life. Here, as in the case of the Employees' Provident Fund, the Government has failed to exact the legitimate contributions from employers. And the State's own contribution to the scheme is negligible.||Manorama G Savur
28/10/1967- ||------||24478837||Call of Ports||-------------------------------------||
27/5/1967- ||business notes||4357992||Ultramarine and Pigments||-------------------------------------||
07/1/1967- ||weekly notes||4357433||Non-Ferrous Metals: Checking the Exchange Drain||-------------------------------------||
25/3/1967- ||business notes||4357741||I C I C I||-------------------------------------||
1/8/1967- ||new beginnings in planning||24477860||French Planning for India?||Planning in France has indeed been exceptionally successful. Also, there are some very special features in the way French planning has evolved since the second World War. But to what extent can the ills of Indian planning be cured by our adopting French planning methods as has been frequently demanded, mostly by spokesmen of the private sector? Given the fact that the tasks of economic planning in India are so different from those in France, can planning by persuasion be expected to have quite the impact on our economy that it has had on the French?||Ashok Rudra
16/9/1967- ||------||24477983||Asia's Newest Democracy||-------------------------------------||
28/10/1967- ||business||24478860||Grindwell Tie-Up with Norton||-------------------------------------||
1/2/1967- ||from the chair||4357572||Ashok Leyland Limited||-------------------------------------||A. Ramaswami Mudaliar
8/7/1967- ||business notes||24482778||Metal Box||-------------------------------------||
30/9/1967- ||------||41626886||The Aluminium Industries Limited, Kundara||-------------------------------------||S Narayanaswamy
29/7/1967- ||around bombay markets||24478893||Better Sentiment||-------------------------------------||Marketman
25/11/1967- ||------||24478332||We Propose, They Propose, Israel Rejects||-------------------------------------||
18/3/1967- ||business notes||4357720||Remington Rand to Enter Market||-------------------------------------||
18/2/1967- ||weekly notes||4357603||Congress's Safest Haven||-------------------------------------||
7/10/1967- ||------||24478205||La Nathu, La Cho||-------------------------------------||
18/2/1967- ||from the london end||4357614||Some Response, Some Diversion||-------------------------------------||
12/8/1967- ||weekly notes||24478102||A Tragedy Called Dandakaranya||-------------------------------------||
23/12/1967- ||business||24478321||Transition to Abundance||-------------------------------------||
29/4/1967- ||special articles||4357874||Capital Formation in India: 1901-51||An attempt is made here to estimate capital formation in India during the period 1901 to 1951 and to calculate the changes in the proportion of capital formation to national income. Aggregate capital formation is broken down into (i) construction, and (ii) machinery and other equipment, and changes in the relative proportion of the two are examined.||Bina Roy
10/6/1967- ||special articles||4358041||National Income in the Fourth Plan: How Fast Can It Grow?||According to the Draft Outline of the Fourth Plan, national income will grow at an average rate of 5.5 per cent per annum. At the same time, a growth rate of 5.6 per cent per annum for agriculture and 11.0 per cent per annum for industrial production is assumed in the Draft Outline. It is unlikely, however, that the growth rate of agricultural and industrial production would be higher than that of national income. This paper attempts two independent estimates of national income for the Fourth Plan period-one on the assumption that the Plan's agricultural and industrial growth rates will be fulfilled, and the other on the more realistic assumption that the rates of growth of agriculture and industry will be lower than envisaged in the Draft Outline. The national income estimate on either of these assumptions is lower than the figure envisaged in the Draft Outline.||A. G. Majumdar
21/10/1967- ||------||24478063||Hotch-Potch Unscrambled||-------------------------------------||
16/12/1967- ||markets||24478973||Firm Again||-------------------------------------||
29/4/1967- ||special articles||4357885||Statutory Control on Vanaspati: From a Correspondent||-------------------------------------||
1/2/1967- ||some tributes to sachin chaudhuri||4357493||Restless Search||-------------------------------------||Bhabatosh Datta
13/5/1967- ||weekly notes||4357919||Language Issue Reopened||-------------------------------------||
04/3/1967- ||special articles||4357666||A Separate Assam Hills State: What Does It Mean?||The creation of a separate Hills State will not automatically put an end to the economic and other dissatisfactions of the Hills tribes nor will it provide a solution to the basic problem of alienation of these tribes from the people of the plains. The politics of alienation, it is often forgotten, operates as much on a tribal basis. Just as fear of domination by the plains people forms the basis of the demand for autonomous political status for the Hills tribes, tribes which are relatively backward fear domination by the more advanced tribes. This explains why the Mikir and Cachar Hills tribes are opposed to a separate Hills State though they are in favour of greater autonomy for the Hills districts within the present set-up. The creation of a new political unit for the Hills tribes is no substitute for a clearly conceived tribal policy which the Government of India does not have. The lack of policy for the tribes is reflected in the Government's failure to solve the Naga and Mizo problems. The same fate may befall its misguided efforts to tackle the problems of the other tribes.||Birendra Kumar Bhattacharyya
23/12/1967- ||------||24478297||Spheres of Commitment||-------------------------------------||
2/12/1967- ||banking||24478477||Private Banks in Unflattering Light||-------------------------------------||
07/1/1967- ||weekly notes||4357436||Consultancy, a Neglected Field||-------------------------------------||
5/8/1967- ||from the chair||24478051||The Tata Iron and Steel Company Limited||-------------------------------------||J R D Tata
24/6/1967- ||weekly notes||4358079||Credit in Reserve||-------------------------------------||
21/10/1967- ||------||24478062||Trade or Just Talk?||-------------------------------------||
7/10/1967- ||from our correspondents||24478209||Season for Discontent||-------------------------------------||Alice Thorner
20/5/1967- ||business notes||4357964||Setback for Sandoz||-------------------------------------||
25/11/1967- ||perspectives||24478335||Dissidents as Partners||-------------------------------------||Ekalavya
1/7/1967- ||in the press||24478183||What is at Stake in Naxalbari?||-------------------------------------||
25/2/1967- ||business notes||4357645||Fit Tight Nuts and Bolts||-------------------------------------||
18/11/1967- ||special articles||24478427||Fifty Revolutionary Years||The problem singled out for discussion here does not relate immediately to the great achievements within the Soviet Union since the Bolshevik break-through in November 1917. It is that of combining peaceful co-existence with solidarity of world revolutionary forces outside the Soviet Union. The problem can be capsuled as the search for the best strategy in the context of two fundamental unevenly developing processes. One is the unevenness of development of revolutionary outbreaks. The other is the tremendous differences between the countries and the movements that accomplish this break-through. These differences relate not merely to the varying composition of the revolutionary movements but also to the different international positions they occupy after their triumph, i e, the different tactics pursued vis-a-vis them by the imperialist powers. This is at the heart of the controversy with the Chinese communists and appears to be at the centre of the differences that are already developing between the Cuban communist leadership and other Latin American communists.||Mohit Sen
23/12/1967- ||------||24478324||STATISTICS||-------------------------------------||
12/8/1967- ||special articles||24478112||The Labour Force in India: 1951-1976||This paper attempts to review the estimates of labour force in India for 1951-76, that are reported in the Draft Outline of the Fourth Five-Year Plan. These estimates are compared with the projections based on the labour force participation rates recorded by the 1961 Census of India. The reasons for the apparent rejection of the 1961 census data on economic activity by the Planning Commission are examined. It is concluded that the labour force projections based on the census data are likely to approximate more closely the total number of persons available for work. Therefore, planning policies based on the official labour force projections will probably lead to a greater volume of unemployment in the years ahead than what is currently envisaged as inevitable.||Pravin M Visaria
27/5/1967- ||in the press||4357984||One Voice on Gheraos||-------------------------------------||
13/5/1967- ||special articles||4357935||Budget without a Plan. II: The Fiscal Possibilities||The two main problems facing the economy, as discussed in the first part of this article which appeared last week, are the inflationary spiral and the stagnation in industry, both of which have become more intractable over the last year. In the circumstances, the scope for bold fiscal measures would appear to be limited. There is the danger that a heavy dose of taxes, particularly direct taxes, may impair business confidence and thereby strengthen the recessionary forces. There is also the danger that failure to step up investment may also reinforce these forces. On the other hand, deficit financing and easy money would further strain the price level. It is in this context that this article discusses the fiscal possibilities before the Finance Minister in framing the Budget for 1967-68.||Arthagnani
9/12/1967- ||from our correspondents||24478281||The Country on America's Conscience||-------------------------------------||
25/2/1967- ||weekly notes||4357628||Purge by Ballot||-------------------------------------||
11/2/1967- ||special articles||4357590||Selection of Congress Candidates. IV: Socio-Demographic Characteristics of Applicants||In earlier parts of this article, serialisation of which began in the issue of December 31, 1966, were discussed the procedures and the criteria adopted by the Congress for selecting its candidates as well as the pressures that are brought to bear on the actual selection process. An attempt is made below to examine the characteristics of applicants for Congress tickets. The examination will, it is hoped, throw light on the relationship between the Congress party and its environment. It will also show what kinds of persons are preferred by the Congress as its nominees to fight the election.||Ramashray Roy
5/8/1967- ||weekly notes||24478030||Alloy Steels: Tatas Think Again||-------------------------------------||
14/1/1967- ||political commentary||4357467||Scanning the North-East Frontier||-------------------------------------||
24/6/1967- ||in the press||4358086||Dealing with China||-------------------------------------||
