13/4/1985- ||special articles||4374280||On Some Aspects of the Strategy of Growth in India||This paper identifies four major components of the strategy of growth that is taking shape in India under the new regime: (a) district-wise industrialisation; (b) modernisation and technological advancement that is prone to the Ricardo effect; (c) recourse to import as a device for instilling a competitive spirit; and (d) regeneration and optimal use of land resources. It argues the case for a State Public Sector to initiate small and medium scale industries. It suggests the criterion of 'forward-biased labour-intensity' to counter the Ricardo effect. It pleads for removal of barriers to the growth of small-scale entrepreneurs. Some 60 million hectares of land, equivalent to one-fifth of the total territory, or two-fifths of the net cropped area, is under pastures, culturable waste, fallow, and the like. Bulk of this land can be developed, within the limits of available technology, into farms or forests. Part of it may be mobilised to settle landless labourers. This paper gives a simple computable criterion for land allocation, under conditions of external economies of forests or similar ecological factors.||Ranjit Sau
16/2/1985- ||special articles||4374083||Centre-State Resource Transfers, 1951-84: An Appraisal||The authors' review of the flow or resources from the Centre to the states brings out that not only has the fiscal dependence of the states on the Centre increased but the nature of this dependence has undergone a change which is not in keeping with the scheme which the constitutional provisions envisage. Further, the Centre-State flows have not been equitable and this has been truer the greater the discretion enjoyed by the Centre in regard to transfers. From the point of equity, therefore, the discretionary component of Centre-State financial flows must be curbed. Even with respect to non-discretionary transfers equity will need to be observed as the over-riding consideration in their inter-state allocation. The states as a group have to be assured of an adequate share of Central resources, access to which they can gain in a manner that is not susceptible to discretionary considerations and pressures from the Centre. Were the Planning Commission to be so constituted as to inspire the confidence of the states, the task of sharing of resources between the Centre and the states and among states could be entrusted to it.||K. K. George,I. S. Gulati
20/7/1985- ||------||4374592||Right to Life, but...||-------------------------------------||
07/9/1985- ||from our correspondents||4374794||Missing Link in Nutrition Policy||-------------------------------------||Bharat Dogra
02/3/1985- ||------||4374118||Not Just a River||-------------------------------------||
10/8/1985- ||business||4374676||Demand Boom||-------------------------------------||
09/3/1985- ||from our correspondents||4374155||The Ponting Case: A Civil Servant's Duty||-------------------------------------||Ian Maxwell
20/4/1985- ||special articles||4374311||India's Fiscal Policy: Lobbies and Acquiescence||The Union Budget, 1985-86, has taken some positive steps for increasing industrial efficiency and growth. It has, however, an extremely high inflationary potential. It is also likely to worsen income distribution. This has been widely hailed as a 'bold' Budget, presumably because it gives large concessions. But that is precisely what this Budget is not because it does not require any boldness to give concessions to the rich and powerful. Where the Budget saves is in its allocation for rural employment programmes and other Plan items. This paper analyses the implications of these new fiscal policies.||Kaushik Basu
27/4/1985- ||business||4374326||A Diamonds Show||-------------------------------------||
22/6/1985-29/6/1985||civil liberties||4374530||Right to Invite Foreign Scholars||-------------------------------------||A. G. Noorani
31/8/1985- ||business||4374756||Blind Man's Buff||-------------------------------------||
16/3/1985- ||------||4374171||Companies: Wide-Ranging Diversification||-------------------------------------||Hansavivek
17/8/1985- ||international economic affairs||4374707||Making Common Cause with Peru||-------------------------------------||I. S. G.
01/6/1985- ||from our correspondents||4374469||Washington, Delhi, and the Sikhs: Adventures in Wonderland||-------------------------------------||Barbara R. Joshi
06/7/1985- ||business||4374552||Oilseeds and Oils Economy Adrift||-------------------------------------||
05/1/1985- ||------||4373931||Companies: A Modest Performance||-------------------------------------||Hansavivek
21/9/1985- ||perspectives||4374840||'Power, like a Desolating Pestilence': Dictatorship and Community in 'The Autumn of the Patriarch'||-------------------------------------||Alok Bhalla
16/2/1985- ||------||4374073||Companies: Signs of a Revival||-------------------------------------||Hansavivek
05/10/1985- ||------||4374878||A Family Planning Story||-------------------------------------||
07/12/1985- ||special articles||4375089||Operation Flood and Rural India: Vested and Divested Interests||This paper seeks to analyse the differential impact of the Operation Flood programme on a village society which is not homogeneous, but is composed of diverse interest groups, structurally in opposition to each other. We can distinguish between those without land and those with it, and among the latter between those with marginal, small, medium and large holdings. Along with these class interests, we can demarcate various castes, groups that are differentiated ritually, occupationally and/or socially. The author analyses the 'white revolution' into its component facets of production, procurement, marketing and consumption in order to inquire about each of these components. First, which rural classes/castes benefit from the production strategy of Operation Flood that revolves around crossbred cows fed on green fodder and compounded feed? Second, which classes/castes in rural India find Operation Flood's procurement network of Anand pattern dairy co-operatives advantageous? Third, what is the impact on various village classes/castes of marketing through Operation Flood's milk grid? Finally, which rural classes/castes gain in terms of milk consumption from the 'white revolution'?||Shanti George
14/9/1985- ||from our correspondents||4374816||Karamchedu: A Dialectic without Development||-------------------------------------||D. Narasimha Reddy
20/4/1985- ||civil liberties||4374299||Ill-Treatment of Punjab Detenus||-------------------------------------||A. G. Noorani
31/8/1985- ||from our correspondents||4374763||The Shavara Tribals of West Bengal: I: Shavaras of Midnapur||-------------------------------------||Mahasveta Devi
14/9/1985- ||------||4374815||Companies: Making Power Pay||-------------------------------------||Hansavivek
02/2/1985- ||capital view||4374026||The Muck of the Indira Years||-------------------------------------||Romesh Thapar
05/10/1985- ||special articles||4374897||Gandhi on Women||This article reviews and analyses the role of Gandhi in drawing a large number of women into the mainstream of the freedom movement. Gandhi's ideas about women and their role in public life was a departure from those of the 19th century reformers. He saw women as a potential force in the struggle to build a new social order. He consciously attempted to articulate connections between private and public life in order to bring women into the struggle. However, he failed to come to terms with the fact that oppression is not a moral condition but a social and historical experience relating to production relations. On the other hand even while insisting that a woman's real sphere of activity was the home, he was instrumental in creating conditions which could help women break the shackles of domesticity. [The first two parts of the article which deal with Gandhi's views on the nature of women's oppression and the influence his ideas had in drawing women into the freedom movement are published in this issue. The third part, which reviews his personal relationships with women will appear next week.]||Madhu Kishwar
21/9/1985- ||discussion||4374846||Theory of Pricing in Socialist Countries||-------------------------------------||Jaya Mehta
19/10/1985- ||------||4374924||Victims of Protectionism||-------------------------------------||
16/3/1985- ||business||4374166||Decline in Profitability: Real or Illusory?||-------------------------------------||
07/9/1985- ||------||4374791||Companies: Multi-Faceted Expansion||-------------------------------------||Hansavivek
08/6/1985- ||from our correspondents||4374490||Change of Patil||-------------------------------------||J. V. D.
26/1/1985- ||perspectives||4374003||Era of Indira Gandhi||-------------------------------------||Balraj Puri
31/8/1985- ||from our correspondents||4374772||The New UNIDO: Expectations versus Realities||-------------------------------------||S. Nanjundan
31/8/1985- ||review of management, august 1985||4374769||Prospects for Self-Reliance and Indigenisation in Automobile Industry: Case of Maruti-Suzuki Project||This study of the prospects for self-reliance and indigenisation in the automobile industry concludes that the liberalisation policy in respect of the automobile sector should be oriented more towards the development of the automobile ancillary industry in the long-run. Care should be taken to ensure that the concessional import tariffs with respect to automobile ancillary items and spares do not pose a threat to the domestic automobile ancillary industries. Secondly, the definition of project imports now applies only to establishment of a new unit or a substantial capacity expansion and is unlikely to be helpful to automobile ancillary units which have already attained a certain degree of skill and productive capacity. For them marginal expansion or technological upgradation may be sufficient, but they may be baulked by the high tariffs on imported raw materials and capital goods not falling within the scope of project imports. Finally, the policy of reservation of certain automobile ancillary items for the small-scale sector needs to be modified and the criteria for reservation should be based on considerations of scale of production and technology.||T. Hamaguchi
26/10/1985- ||discussion||4374980||Maternal and Infant Mortality||-------------------------------------||Malini Karkal
20/4/1985- ||capital view||4374297||Wandering and Meandering||-------------------------------------||Romesh Thapar
19/1/1985- ||discussion||4373988||Caste, Class and Reservation||-------------------------------------||Ghanshyam Shah
02/3/1985- ||------||4374119||Double Threat||-------------------------------------||
13/4/1985- ||perspectives||4374275||Where Does Communism Stand Today?||-------------------------------------||B. P. R. Vithal
26/1/1985- ||capital view||4374000||Youth Power, and Beyond||-------------------------------------||Romesh Thapar
05/1/1985- ||------||4373919||Eye on Assembly Poll||-------------------------------------||
09/2/1985- ||special articles||4374061||Subsistence Credit: Survival Strategies among Traditional Fishermen||Several studies in the past have shown that a substantial proportion of Indian population live below the poverty line; but very little attempt has been made to understand how these very poor manage to survive and carry on normal activities of life. This paper, based on the findings of an in-depth ethnographic study of the mechanism of survival in one of the traditional fishing villages of Kerala is a limited attempt in this direction. While plans and projects to help the poor have failed, the paper brings out how the poor develop appropriate institutions on their own initiative to provide a basic minimum in a reliable manner.||Anita Abraham
30/11/1985- ||capital view||4375046||An Uninformed Democracy?||-------------------------------------||Romesh Thapar
26/10/1985- ||------||4374965||Companies: Hinged on Public Investment||-------------------------------------||Hansavivek
18/5/1985- ||business||4374402||Cotton Conundrums||-------------------------------------||
17/8/1985- ||------||4374701||Grotesque Gesture||-------------------------------------||
26/10/1985- ||from our correspondents||4374967||Towards a 'New Education Policy'?||-------------------------------------||J. V. Deshpande
15/6/1985- ||------||4374508||Companies: Clearing the Decks for Growth||-------------------------------------||Hansavivek
02/2/1985- ||business||4374023||Lobby Rule||-------------------------------------||
05/10/1985- ||special articles||4374898||Private Tubewell Utilisation in Punjab: A Study of Cost and Efficiency||This paper, which is partly based on field work conducted in some tubewell irrigated villages of Punjab, discusses the prevalence of underutilisation of shallow tubewells in Punjab, both electric and diesel, and points out the scale bias in the extent of underutilisation. Further, the author briefly outlines the reasons for this bias and tries to point out its economic basis. Finally, the effect of underutilising electric and diesel tubewells on the cost and efficiency of irrigation is briefly discussed.||Jasveen Jairath
09/3/1985- ||business||4374145||Thriving on Shortage||-------------------------------------||
10/8/1985- ||------||4374671||Glaring Asymmetry||-------------------------------------||
18/5/1985- ||------||4374400||Escalating Conflict||-------------------------------------||
13/4/1985- ||capital view||4374266||The Messy Punjab||-------------------------------------||Romesh Thapar
10/8/1985- ||international affairs||4374682||Sino-US Nuclear Diplomacy||-------------------------------------||G. P. D.
1/11/1985- ||foreign technology suppliers' view of indian industry||4375024||Technology Exports to India: Perspectives on Danish Experience||Starting with a review of the results of recent investigations of technology transfer to India from Denmark, the author discusses some aspects of technology exports to India which seem specific to the Danish experience. Also discussed are the policy implications of the Danish experience and the influence of perspectives (or research paradigms) held by researchers conducting studies of transfer of technology.||Erik Baark
19/10/1985- ||civil liberties||4374933||Students' Magazines||-------------------------------------||A. G. Noorani
06/7/1985- ||business||4374553||Getting out of Control||-------------------------------------||
19/10/1985- ||------||4374923||Presidential Prime Minister||-------------------------------------||
15/6/1985- ||from our correspondents||4374512||Fidel Castro on Third World's Foreign Debt||-------------------------------------||Firdaus Jhabvala
26/10/1985- ||------||4374981||Special Statistics||-------------------------------------||
1/11/1985- ||natural resource utilisation and the agrarian economy||4375019||How They See Us: Technology Suppliers' View of Indian Industry||-------------------------------------||Ashok V. Desai
09/3/1985- ||from our correspondents||4374154||A Scheme of Life||-------------------------------------||Amrita Abraham
24/8/1985- ||special articles||4374746||First Decade of Coal Nationalisation: Crucial Test of Performance||A growing rate of output of coal was the primary objective of the nationalisation of coal mines. What has been the achievement of the public sector in the coal industry? And at what cost?||A. B. Ghosh
20/4/1985- ||special articles||4374308||The State in Retreat?||This note tries to place the Budget for 1985-86 within the overall context of the political economy of Indian economic development and the likely growth strategy into which the Budget fits. While it is premature to make any conclusive assessment, it is worth focusing attention on some of the questions raised in this note, if only to define the broad parameters within which the Budget must be viewed.||Sanjaya Baru
17/8/1985- ||------||4374700||Not Anti-Asian||-------------------------------------||
1/11/1985- ||------||4375008||The King and the Courtiers||-------------------------------------||B. M.
18/5/1985- ||discussion||4374421||Bashing Nutritionists: The 'Small but Healthy?' Hypothesis||-------------------------------------||Sol Chafkin
02/11/1985- ||international economic affairs||4374991||US Initiative on Third World Debt||-------------------------------------||I. S. G.
06/4/1985- ||------||4374254||Special Statistics: Basic Amenities in Villages||-------------------------------------||
18/5/1985- ||special articles||4374419||The Union Budget, 1985-86: An Appraisal||The Union Budget for 1985-86 signals a distinct break with the past on three counts: (a) it implies a shift in the ex-ante composition of investment away from the public sector and towards private corporate sector; (b) the incentives offered in the Budget are neutral as regards the choice between consumption and savings; and (c) the fiscal concessions aim at transferring the transactions from the so-called black or the unaccounted segment to the white or accounted segment of the economy. These are all indicative of a significant change in the perceptions of the policy-makers regarding the mainsprings of the Indian growth process. This paper attempts to examine these changed perceptions in the context of the long-term implications of the policy initiatives in the Budget for the Seventh Plan. Second, it seeks to assess the short-term price consequences of the Budget proposals.||K. Sundaram,Suresh D. Tendulkar,K. Krishnamurty
17/8/1985- ||business||4374704||Use as Tax Shelter||-------------------------------------||
19/1/1985- ||capital view||4373976||Our Euphoric Times||-------------------------------------||Romesh Thapar
02/11/1985- ||discussion||4375004||Protein and Energy Requirements: A Reply to Rand and Scrimshaw||-------------------------------------||P. V. Sukhatme
12/10/1985- ||perspectives||4374915||Depriving the Poor to Provide for the Rich: A Case of Slum Clearance through Private Enterprise||-------------------------------------||Meera Bapat
19/1/1985- ||business||4373973||Growing Public Deposits||-------------------------------------||
10/8/1985- ||------||4374669||Return of the Prodigal||-------------------------------------||
07/12/1985- ||------||4375078||Companies: Travails of Cement Price Control||-------------------------------------||Hansavivek
21/12/1985-28/12/1985||from our correspondents||4375134||A Fruitless Revival||-------------------------------------||Bagaram Tulpule
19/10/1985- ||from our correspondents||4374936||First Stirrings and Repression: A Report from Palamau||-------------------------------------||Bharat Dogra
22/6/1985-29/6/1985||international economic affairs||4374529||Making Third World Pay for Overvalued Dollar||-------------------------------------||I. S. G.
26/1/1985- ||review of political economy, january 1985||4374010||Jute Mill Strike of 1928: A Case Study||This paper deals with the major strike in 1928 of workers of Fort Gloster jute mills near Howrah in West Bengal. It focuses on certain issues such as that of mobilisation, initiative and ideology behind the strike and seeks to analyse the role of outside labour leaders in organising and conducting the political actions of the workers. Finally, after discussing the specificity of the strike, the author places it in the context of certain general problems regarding the history of the working class in India recently explored in some research papers. The paper, in addition, makes some comments on certain issues such as the effect of rationalisation on labour, the pattern of external interventiion including communist penetration, working class solidarity, trade union consciousness, etc, in the Fort Gloster mills in comparison with developments in other areas of the country.||Amal Das
07/12/1985- ||from our correspondents||4375084||General Elections and Bourgeois Opposition||-------------------------------------||Badruddin Umar
02/3/1985- ||------||4374126||Companies: Impressive Showing despite Recession||-------------------------------------||Hansavivek
05/10/1985- ||from our correspondents||4374894||Employment Crisis and Its Consequences||-------------------------------------||Badruddin Umar
21/12/1985-28/12/1985||review of agriculture, december 1985||4375144||Pattern of Commercial Farming in Guntur District||In recent debates on the changes in Indian agriculture, commercial farming occupies an important place. Guntur district of Andhra Pradesh is regarded as one of the leading areas in regard to commercialisation of agriculture. The district is well known for tobacco and chillies. After the advent of the Nagarjuna Sagar waters in 1968-69, it has gained a distinct place in the country's cotton map on account of its significant contribution to the production of import-substituting superior long and extra-long staple cottons like MCU-5, Varalaxmi and Suvin. The cultivation of these varieties of cotton requires substantial monetary outlays as well as careful application of techniques like crop rotation, preparatory tillage, etc, for better yields. During the period 1970-71 to 1979-80, there has been a four-fold increase in the average value per hectare from the cotton crop in Guntur district. Against this background, this study focuses on (i) agricultural changes in Guntur district from the beginning of this century, (ii) factors responsible for the shift of cropping pattern towards cotton as against other commercial crops as well as foodgrain crops, (iii) profitability of cotton cultivation across different socio-economic classes, and, (iv) the marketing channels for cotton and seasonality in prices of cotton.||V. N. Reddy
30/3/1985- ||------||4374206||Urdu Agitation||-------------------------------------||
09/2/1985- ||business||4374044||Import for Export?||-------------------------------------||
10/8/1985- ||business||4374674||For All Seasons?||-------------------------------------||
10/8/1985- ||from our correspondents||4374685||Where It Hurts||-------------------------------------||
02/11/1985- ||------||4374984||Missed Opportunity||-------------------------------------||
30/3/1985- ||review of agriculture, march 1985||4374224||Physiognomy and Anatomy of Growing, Decaying and Static Farms in Punjab||What determines the fate of a peasant farm in market competition for land and the struggle for economic survival? This paper reports the results of a study of land market competition amongst peasant farms of Sangrur district of Punjab, categorised into three groups: growing, decaying and static. By comparing the characteristics of farms belonging to these three categories, it is possible to identify the factors that enable some peasant farms to gain land via the market and compel others to lose it through land sales.||H. S. Shergill
25/5/1985- ||business||4374428||Import-Based Consumption Boom||-------------------------------------||
07/12/1985- ||------||4375088||Books Received||-------------------------------------||
21/9/1985- ||------||4374829||US Aid for Contras||-------------------------------------||
08/6/1985- ||business||4374482||Stock Market's Homage||-------------------------------------||
06/4/1985- ||business||4374236||Pampering Vanaspati Industry||-------------------------------------||
04/5/1985- ||------||4374350||'De-Politicising' College Teachers||-------------------------------------||
26/10/1985- ||from our correspondents||4374966||Economists' Concern at Economic Policy Drift||-------------------------------------||B. M.
09/2/1985- ||------||4374051||Companies: A Piece of the Automobile Boom||-------------------------------------||Hansavivek
1/11/1985- ||foreign technology suppliers' view of indian industry||4375033||Indigenous and Foreign Determinants of Technological Change in Indian Industry||This paper is divided into eight sections. Section I points out the difference between the industrial structure of India and that of its major technology suppliers, and the patterns of supply and demand for technology which also differ as a result. Section II distinguishes the market structures of Indian industries, and relates them to technology supply from abroad, R and D and appropriability of technology. Section III describes how these market structures have evolved since the fifties. Section IV shows the influence of technology imports on the market structures and the dominant types of firms. Section V suggests a relationship between industrial performance and conditions of supply of technology. In Section VI the author deals with fellow-researchers' findings on those conditions of technology supply. Section VII compares some of the aims of technology import policies with their consequences. Finally, section VIII lists some of the policy changes suggested by the findings.||Ashok V. Desai
05/1/1985- ||------||4373918||Congress(I) Stages Comeback||-------------------------------------||
31/8/1985- ||------||4374752||Trade Policies||-------------------------------------||
10/8/1985- ||business||4374675||On Starvation Diet||-------------------------------------||
27/4/1985- ||capital view||4374329||The Wages of Politicking||-------------------------------------||Romesh Thapar
14/12/1985- ||special articles||4375118||Women's Work, Welfare and Status: Forces of Tradition and Change in India||The first three Sections of this paper are about how work is structured in relation to poverty and hierarchy: the differentials in quantity and quality of work participation; the inequalities in work options, in remuneration, in access to the means and opportunities for better work; and in the organised bargaining capacity to change the terms of existing employment. The central question is how patriarchy combines with the caste-and-class hierarchy to sustain the segmentation of the labour market and the inequities in access to the means and resources for work. Section IV takes up the issue of whether and how differentials in work participation affect other aspects of women's status and welfare, the quality of female life. The aspects that so far have been studied most are the oppressiveness of dowry, the preference for sons and the nurturance deprivation of the female infant and child. The question is whether, across communities and regions, these have any relationship with the degree of women's participation in economically productive work. The sheer durability of gender inequity-in work and remuneration, in options and opportunities, in power and control-brings up questions about the underlying mechanisms for containment of conflict, the processes of internalisation, manipulation and subterfuge, which are not entirely one way. Yet, the fact that women's struggles keep rising, phoenix-like from the ashes, makes one look also at the processes of mobilisation and catalysis, the alliances and the divisions of women. Section V reviews some of these issues. [This paper is being published in two parts. The first three Sections are printed below and Sections IV and V will appear next week.]||Kalpana Bardhan
25/5/1985- ||review of management, may 1985||4374446||Corporate Investment in 1985: A Forecast||An attempt is made here to forecast the growth in private corporate investment in 1985. Corporate investment covered includes gross capital expenditure of all companies in the private and joint sectors. The study also sheds light on the level and composition of corporate investment in 1984.||Philip Thomas,Ranjana Pendharkar
21/12/1985-28/12/1985||special articles||4375150||Women's Work, Welfare and Status: Forces of Tradition and Change in India||The first three Sections of this paper are about how work is structured in relation to poverty and hierarchy: the differentials in quantity and quality of work participation; the inequalities in work options, in remuneration, in access to the means and opportunities for better work; and in the organised bargaining capacity to change the terms of existing employment. The central question is how patriarchy combines with the caste-and-class hierarchy to sustain the segmentation of the labour market and the inequities in access to the means and resources for work. Section IV takes up the issue of whether and how differentials in work participation affect other aspects of women's status and welfare, the quality of female life. The aspects that so far have been studied most are the oppressiveness of dowry, the preference for sons and the nurturance deprivation of the female infant and child. The question is whether, across communities and regions, these have any relationship with the degree of women's participation in economically productive work. The sheer durability of gender inequity-in work and remuneration, in options and opportunities, in power and control-brings up questions about the underlying mechanisms for containment of conflict, the processes of internalisation, manipulation and subterfuge, which are not entirely one way. Yet, the fact that women's struggles keep rising, phoenix-like from the ashes, makes one look also at the processes of mobilisation and catalysis, the alliances and the divisions of women. Section V reviews some of these issues. [This paper is being published in two parts. The first three Sections were published last week and Sections IV and V appear below.]||Kalpana Bardhan
19/1/1985- ||------||4373966||Controls Are Cosy||-------------------------------------||
26/10/1985- ||from our correspondents||4374968||Aftershocks of Earthquakes||-------------------------------------||Firdaus Jhabvala
16/2/1985- ||from our correspondents||4374075||Repression of Scheduled Castes and Tribes in Broach||-------------------------------------||Mathew Kalathil
20/7/1985- ||business||4374597||Ministerial Cotton-Picking||-------------------------------------||
27/7/1985- ||international economic affairs||4374627||Shadow-Boxing in OPEC||-------------------------------------||I. S. G.
28/9/1985- ||from our correspondents||4374866||Foreign Policy Revival||-------------------------------------||Ramesh Jaura
13/4/1985- ||------||4374269||Companies: Into High Technology||-------------------------------------||Hansavivek
1/11/1985- ||------||4375007||If It Is a Plan...||-------------------------------------||
12/10/1985- ||from our correspondents||4374914||BBC, Censorship and Northern Ireland||-------------------------------------||Michael Jacobs
1/11/1985- ||foreign technology suppliers' view of indian industry||4375023||Exporting Industrial Technology to India: Strategies and Experiences of Swedish Firms||The rationale for Indian policies restricting technology imports has been threefold: (i) reducing the costs of imported technology while assuming an 'inelastic' supply in international technology markets; (ii) 'protection' of domestic R and D activities on 'infant industry' grounds; and (iii) reducing the strain on balance-of-payments from technology payments. The findings of this paper point to the need for greater selectivity in the application of direct controls in restricting technology imports. In industries with closely held technologies, increased use of bargaining on a case-by-case basis, based on a joint government-industry position, is called for. In competitive industries, there is no rationale altogether for directly controlling technology imports. Measures of direct control are instead likely to raise the foreign firm's transaction-specific costs thus reducing the available supply of technology for a given level of payments.||Gunnar Paulsson
06/7/1985- ||from our correspondents||4374559||Communal Fire Engulfs Ahmedabad Once Again||-------------------------------------||Asghar Ali Engineer
30/11/1985- ||review of management, november 1985||4375057||An Integrated View of Entrepreneurship||The terms 'entrepreneur' and 'entrepreneurship' have generated considerable debate in recent years. However, there is considerable conceptual confusion about these terms which helps neither entrepreneurial research nor the programmes for entrepreneurial development. The paper seeks to clarify this confusion of concepts by examining the historical evolution of the term and the changes in its conceptual meaning. Based on this analysis the author presents a schema for understanding the process of entrepreneurship. The author concludes that although entrepreneurship must remain confined to the economic sphere it cannot be comprehended without reference to factors other than the economic alone.||Dwijendra Tripathi
22/6/1985-29/6/1985||------||4374522||Mileposts to Disintegration||-------------------------------------||
18/5/1985- ||------||4374401||Miners Fight On||-------------------------------------||
23/2/1985- ||capital view||4374095||Where Has the Opposition Gone?||-------------------------------------||Romesh Thapar
07/12/1985- ||from our correspondents||4375079||Election Commission and the Assam Accord||-------------------------------------||Sujit Choudhury
08/6/1985- ||special articles||4374494||Mortality Toll of Cities: Emerging Patterns of Disease in Bombay||Concern with the environmental conditions of disease control has until recently focused on water and food-borne diseases, for the diarrhoeal diseases have been major killers, especially of young children, both in rural and urban areas. Without disputing this approach, this article seeks to redress the balance of concern, and to caution against a too generalised interpretation of emerging trends. For in some of the large and growing cities at least, the mortality pendulum seems to be swinging away from intestinal towards respiratory diseases; however, the causes of this change are not as clear-cut as the current interest in air pollution might suggest.||Radhika Ramasubban,Nigel Crook
20/4/1985- ||business||4374290||Oil Meals Fare Poorly in Export Markets||-------------------------------------||
21/12/1985-28/12/1985||------||4375125||Hospitals for Profit||-------------------------------------||
28/9/1985- ||------||4374850||Beyond the Elections in Punjab||-------------------------------------||
27/4/1985- ||from our correspondents||4374335||Some Data on Poverty||-------------------------------------||
14/9/1985- ||business||4374810||More Passion than Understanding||-------------------------------------||
03/8/1985- ||------||4374657||Companies: Adding Another Dimension||-------------------------------------||Hansavivek
11/5/1985- ||------||4374374||Right Stand, Wrong Reasons||-------------------------------------||
23/2/1985- ||review of management, february 1985||4374107||Trends in Factory Size in Indian Industry, 1950 to 1980: Some Tentative Inferences||The average size of manufacturing plant (or factory) measured in terms of number of workers employed, has shown a secular decline in practically all industry groups over the period 1950 to 1980. This appears to be very significant not only in itself but also for our understanding of industrial change in India. The analysis in this paper, though very tentative, suggests that the relationship between capital intensity, profit rate and size seems to have undergone a considerable change compared to what Ishikawa had observed over two decades ago. Following his reasoning the observed changes seem to suggest that some of the institutional constraints which were responsible for the predominance of large sized factories in the fifties have, at least to a certain extent, been overcome in the subsequent period. The author's findings also appear to question some of the accepted dictums regarding the association between size, capital intensity and efficiency.||R. Nagaraj
22/6/1985-29/6/1985||business||4374525||Questionable Ways||-------------------------------------||
23/3/1985- ||business||4374191||Change of Tune||-------------------------------------||
30/3/1985- ||perspectives||4374220||Marxism in Punjab||-------------------------------------||Pritam Singh
14/12/1985- ||business||4375101||Wishful Thinking on Edible Oil Imports||-------------------------------------||
23/3/1985- ||business||4374189||No Policy Yet||-------------------------------------||
30/11/1985- ||review of management, november 1985||4375054||Role of Indian Worker in Early Phase of Industrialisation: A Critique of Established View, with Special Reference to Tata Iron and Steel Co, 1910-30||Accounts of the Indian worker in the early phase of the country's industrialisation proceed on the assumption of the low level of his technical skill and industrial efficiency. Now, the question of skill/lack of skill or efficiency/inefficiency of Indian labour involves both theoretical and empirical considerations. None of the accounts of the early Indian industrial worker, however, bases its arguments on a clear theoretical position. At the same time, a critical enquiry into the TISCO workers' performance calls into question also the empirical validity of this view of Indian labour. This paper is in two parts. In the first part, attempts are made to problematise certain theoretical issues. Apart from showing the theoretical inadequacies of the established view of Indian labour, the author focuses on the discussion around the theme of skill/efficiency. In the second part of the paper, the empirical fallacies in the established view of the Indian worker are taken up. The author discusses how in this view illiteracy and the alleged low level of skill of the Indian worker are seen as interdependent. Also taken up for consideration are the ideological motivations that shaped the established view of labour as well as the question of the comparative efficiency of Indian and Western labour.||Satyabrata Datta
05/1/1985- ||business||4373924||Under New Colours||-------------------------------------||
21/12/1985-28/12/1985||business||4375128||Outwitted by Industry Lobby||-------------------------------------||
25/5/1985- ||------||4374426||Reworking the Sums||-------------------------------------||
10/8/1985- ||from the chair||4374689||Haryana Financial Corporation||-------------------------------------||B. S. Ojha
28/9/1985- ||review of agriculture, september 1985||4374870||Irrigation Impact on Farm Economy||The main conclusion, emerging from a limited probe into the sample field data of four states of Maharashtra, Tamil Nadu, Punjab and Uttar Pradesh, is that the on-farm benefits from a unit of irrigated area need not rise with the size of a farm holding. Small farmers can gain, acre for acre, as much benefits from irrigation as do large farmers. This is borne out by survey data pertaining to Punjab and Tamil Nadu states. This result is traceable to some sort of equality attained by farmers in the use of chemical fertilisers which are a major source of increasing crop yield in modern agriculture. In the absence of this equality in fertiliser use, as observed in the case of the Maharashtra and UP surveys, benefits from each unit of irrigated area are positively associated with farm size. This raises two questions: (1) why small farmers fail to step up fertiliser application in the wake of irrigation to the same extent as do the larger farmers, and (2) what may be the policy instruments for ensuring equality in gains from irrigation between small and larger farmers.||B. D. Dhawan
05/10/1985- ||from our correspondents||4374891||Mockery of Relief and Rehabilitation||-------------------------------------||Sujit K. Das
12/10/1985- ||business||4374906||Cotton Corporation out of Its Depth||-------------------------------------||
31/8/1985- ||special articles||4374776||Sizing up the Black Economy: Some Issues Raised by the NIPFP Methodology||The method used by the National Institute of Public Finance and Policy in its report "Aspects of the Black Economy in India" to obtain the size of the black economy, while representing a major new effort, promises far more than it delivers and a reliable and accurate method of estimating the size of the black economy still remains elusive. The questions raised by the NIPFP's estimate of the size of the black economy are definitional and methodological.||Arun Kumar
19/10/1985- ||from our correspondents||4374937||State, Christianity and Scheduled Castes||-------------------------------------||M. S. S. Pandian
10/8/1985- ||------||4374683||Companies: Losing Battle against Rising Costs||-------------------------------------||Hansavivek
09/3/1985- ||civil liberties||4374150||India, the UN and Torture||-------------------------------------||A. G. Noorani
26/1/1985- ||------||4373999||Companies: Deep Sea to Offshore||-------------------------------------||Hansavivek
18/5/1985- ||------||4374398||Dangerous Game||-------------------------------------||
27/7/1985- ||------||4374620||Testing the Waters||-------------------------------------||
06/7/1985- ||------||4374547||Faint Thaw||-------------------------------------||
21/9/1985- ||------||4374827||Friends and Foes||-------------------------------------||
06/4/1985- ||capital view||4374240||A Gossipy Centre||-------------------------------------||Romesh Thapar
15/6/1985- ||from our correspondents||4374509||Seventh Plan: Going through the Motions||-------------------------------------||B. M.
27/7/1985- ||from our correspondents||4374631||Women, Personal Laws and the Struggle for Secularism||-------------------------------------||Vimal Balasubrahmanyam
30/3/1985- ||business||4374211||Unconvincing Claim||-------------------------------------||
07/12/1985- ||from our correspondents||4375082||Nationalisation, TLA and Textile Workers||-------------------------------------||Sujata Patel
