28-12-2018||comment||---------||Opportunity Lost at Katowice Climate Conference||The commitment to equity continues to elude climate change solutions.||
13-04-2018||notes||---------||Forest Rights Act, 2006 : The Case of Tharu Adivasis of Uttar Pradesh||The customary rights of indigenous forest-dwelling communities over their forests were first constitutionally recognised under the Forest Rights Act, 2006. However, mainly individual rights have been recognised under this act, while community rights—its main strength—have been neglected. The act impacts, among other communities, the Tharu Adivasis living in forest villages of Uttar Pradesh, but how far has it been successful in addressing their needs?||Neelam Agarwal
23-03-2018||review of urban affairs||---------||Partitioned Urbanity : A Refugee Village Bordering Kolkata||The partition of British India precipitated a set of instruments of governance that shaped occupations, land-use patterns, and forms of citizenship in urban hinterlands. This process is explored through an ethnographic and archival study of a village in Kolkata’s urban periphery, populated by an oppressed caste community called Namasudras, who had suffered repeated displacements. Namasudra refugee labour was crucial in the making of Kolkata’s suburban infrastructure, prompted by a process of state-led “deagrarianisation” and inter-community politico–economic competition that also displaced the local Muslim peasantry.||Himadri Chatterjee
23-03-2018||commentary||---------||Smart Cities Need Smart Villages||The current Smart Cities Mission needs to be linked to India’s villages. The lacuna in the current mission mandate can be filled by directly addressing the opportunities provided by renewable off-grid production to increase employment and diversification in the rural economy, with a particular focus on India’s rural youth.||Shailaja Fennell,John Holmes,Bernie Jones
08-03-2018||special articles||---------||Levelised Cost of Electricity for Nuclear Power Using Light Water Reactor Technology in India||The development of nuclear power generation in India is proposed to be enhanced with international cooperation, for sourcing fuel and setting up commercial nuclear power plants. The cost of power produced at such plants is examined. The levelised cost of electricity for light water reactor technology in India is estimated for once-through cycle and twice-through cycle options. A reference point for international cost comparisons is provided, and a sensitivity analysis for key input parameters is carried out. The base case, levelised cost of electricity is estimated to be 13.93 cents per kilowatt-hour and 14.13 cents per kilowatt-hour for once-through cycle and twice-through cycle options, respectively.||Anoop Singh,Saurabh Sharma,M S Kalra
23-02-2018||discussion||---------||Need for Change in Forest Management and Silviculture||The special issue on the promise and performance of the Forest Rights Act (EPW, 24 June 2017) failed to explore the extent to which people’s livelihoods and incomes improved in the districts where the act has been implemented. Providing forest management and ownership rights to communities is not enough. The government should actively aid the livelihoods of forest dwellers through higher production of gatherable biomass, and enhanced opportunities for its collection and marketing.||Naresh Chandra Saxena
15-02-2018||commentary||---------||Epidemic of Urban Floods : Politics, Development and Ecology||Apart from meteorological and hydrological factors, the National Disaster Management Authority (NDMA) of India considers encroachment of the natural streams and watercourses due to rapid urbanisation as a major factor contributing to urban flooding (NDMA 2010).||Shilpa Dahake
09-02-2018||commentary||---------||Tamil Nadu Revives Kudimaramathu : Ancient Wisdom of Water Management||Finally realising the economic and environmental benefits of small waterbodies, the Tamil Nadu government has revived kudimaramathu, the centuries-old practice of building and maintaining ponds and tanks with community involvement. This article recounts the history of the practice, its marginalisation in colonial times, and the politics that drives its revival today. The scheme will be successful and sustainable only if local farmers and stakeholders are empowered to select, maintain and repair these waterbodies.||S Rajendran
08-02-2018||commentary||---------||Payment for Ecosystem Services to Sustain Kudimaramathu in Tamil Nadu||The Tamil Nadu government is attempting to revive the institution of kudimaramathu by leveraging a scheme sponsored by the National Bank for Agriculture and Rural Developmentto rejuvenate small waterbodies in the state. How a payment for ecosystem services system can incentivise village panchayats to engage in tank management and, in turn, ensure the sustainability and longevity of the community-based programme beyond the life of the project is explored.||L Venkatachalam,Kulbhushan Balooni
08-02-2018||commentary||---------||Perception-based Evidence for Climate Change Policies||Understanding public perceptions can greatly influence socio-economic policies, which may alter decisions of climate change policies. This article analyses information from villages of Garud tehsil in Bageshwar district, Uttarakhand, where agriculture and forest-based resources are the main sources of livelihood among communities.||Anusheema Chakraborty,Roopam Shukla,Kamna Sachdeva,P K Joshi
08-02-2018||special articles||---------||Indo–Russian Energy Cooperation : Geopolitics in a Fluid Matrix||This article analyses India’s quest for energy diversification and its consequent presence in the Russian hydrocarbon market. It examines New Delhi’s balancing approach in the context of the Ukrainian crisis, the ramifications of sanctions for Russia, the United States’ shale resources as a factor in Indo–Russian hydrocarbon trade, and the India–China factor in the Russian energy market. India’s energy requirements and greater geopolitical clout have resulted in it importing more hydrocarbon resources from Russia. However, ongoing tensions between Russia and the West, fluctuating crude oil prices, and the falling value of the rouble will test Indo–Russian cooperation in the hydrocarbon sector.||Sanjay Kumar Pradhan
09-02-2018||discussion||---------||Resistance to Reforms in Water Governance||This article provides a response to the critique of the Report Submitted by the Committee on Restructuring the CWC and CGWB, by M Dinesh Kumar et al (“New ‘Water Management Paradigm’: Outdated Concepts?” EPW, 9 December 2017). Their critique misrepresents what the report says, and is part of an ongoing attempt to thwart reforms in the governance of India’s water sector, which, in crucial respects, has remained unreformed for the last 70 years. Without these reforms, however, India’s water crisis will only deepen by the day.||Mihir Shah
19-01-2018||commentary||---------||Singapore and the Smoke Haze Crisis||The 2013 and 2015 episodes of smoke haze over Singapore were some of the worst environmental crises in the nation’s history. Severe haze caused by land clearance fires in Indonesia blanketed Singapore for more than a month each time, leading to a dramatic shift in public attention and policies regarding the nation’s engagement with its neighbouring resource-extractive economies. This article reads the development of this crisis through the myth of the “air-conditioned nation,” arguing that it presents an opportunity to reconnect capitalism and regionalisation with their consequences.||Theresa Wong
19-01-2018||-------||---------||Can You Afford to Die? Estimates of Expenditure on Rituals and Impact on Ecology||Even though death seems to wipe out all social inequalities, ways of disposing dead bodies continue to perpetuate economic differences. This article provides an indicative estimate of the costs incurred in cremation and burial according to religious affiliations. Findings show that while rich people’s spending on death rituals reflects their social position, the poor with limited means struggle hard to conform to normative practices. Traditional methods of corpse disposal have environmental costs. With 105 people dying every minute, there is an urgent need to adopt greener as well as cost-effective ways of handling dead-bodies in India.||
11-01-2018||review of urban affairs||---------||Urban Jungles : Wilderness, Parks and Their Publics in Delhi||In an exploration of the processes through which urban India acquires or loses green spaces, this article examines how parks and urban publics are mutually constituted in Delhi. Social change has led to a re-imagination of cultural meanings and modes of ecological management. Ecological change, in turn, has created new social relations around the use and protection of nature. Analysing Mangarbani, a sacred grove on the edge of the metropolis, and the Delhi Ridge, a “wilderness” domesticated for recreational use, the author argues that the creation and preservation of certain forms of urban nature relate to the shifting sensibilities of elites, especially the section that acts as a self-appointed vanguard of environmental causes. However, other users of public green areas challenge the far-reaching effects of this “bourgeois environmentalism.” The contested meanings and practices around urban natures create new alliances and understandings that may promote ecology and justice.||Amita Baviskar
17-01-2018||-------||---------||Understanding the Triggers of Groundwater Competition in Maharashtra||It is critical to know the local geological formations in order to understand groundwater situation. However, most of the development around groundwater is either intuitive, peer-advised or based on traditional water scoping methods. There is a need for an integrated framework for groundwater management and the mainstream programmes and initiatives focusing on water security need to be redesigned and realigned to resolve this crisis.||
