1/11/2014- ||commentary||24480985||A Development Manifesto||-------------------------------------||RAMASWAMY R IYER
15/2/2014- ||notes||24479204||Vicissitudes in the Acquisition of Land: A Case Study||After touching on a few issues related to the increasing cost of land in the country and hence input costs, this article examines the case of Maan village near Pune in Maharashtra. There has been a sea change in the attitudes of landowners to land acquisition and compensation. Three phases can be identified in this saga and the landowners are now not only coming up with alternatives, but are also more confident about demanding what they want. They have become business savvy in their dealings with the authorities.||DHANMANJIRI SATHE
1/2/2014- ||commentary||24479139||Have Farmers Benefited from High Vegetable Prices in 2013?||Price spikes in onion in 2010 and 2013 brought little benefit to farmers. It is the big traders who manage to maintain high stocks that make a killing in times of sudden price rise. The government's solutions to such problems have only resulted in the further deterioration of wholesale agricultural markets in many states.||KANNAN KASTURI
15/2/2014- ||commentary||24479193||It Is Not Too Late: A Nobel for Uzawa, Scarf and Negishi||There is a case for awarding the Nobel Memorial Prize in Economic Sciences to Hirofumi Uzawa, Takashi Negishi and Herbert Scarf for their pioneering contributions towards making it formally possible to underpin the purest of pure economic theory in a rigorous, yet applicable sense.||K VELA VELUPILLAI
19/7/2014- ||------||24479780||CURRENT STATISTICS||-------------------------------------||
13/12/2014- ||postscript||24481182||A Salute to Dissent: Legitimate safe harbours can balance sportspersons' right to register conscientious dissent with the need to ensure respect for sporting ideals and the Olympic spirit||-------------------------------------||SHIVAM SINGH
1/2/2014- ||commentary||24479140||The Politics of Reservation Categories in Uttar Pradesh||Some of the Other Backward Classes in Uttar Pradesh want to be classified as scheduled castes, while some of the latter want to be reclassified as scheduled tribes. Despite the politics behind these demands, most of the castes demanding reclassification have good reason to feel that the benefits of reservation have passed them by. It is the invisibility of the numerically small castes with little education and no voice that has to be ended before the fruits of development can reach them.||BADRI NARAYAN
19/4/2014- ||notes||24480157||Politics of Tribal Land Rights: Notes from Andhra Pradesh||The Tribal Advisory Council constituted under the Fifth Schedule of the Constitution of India, aimed to protect the land rights of tribals residing in the scheduled areas. The law clearly says that the governor of a state may make regulations to provide for peace and good governance of the scheduled areas but not without consulting the TACs. But in the notified scheduled areas of Andhra Pradesh, although the TAC is an independent constitutional body, in reality, it remains subservient to dominant non-tribal political interests. An exploration into the functioning of the TAC between 1976 and 2010.||PALLA TRINADHA RAO
8/2/2014- ||perspectives||24479262||Prosifying the Poesy: A Dalit Critique of Modernisation of Telugu||The distinction between everyday language and literary language in Telugu, like in other Indian languages, had a lot to do with caste. Those upper castes who could wield the language and more or less controlled the teaching of it have repeatedly attempted to impose formal Telugu as though it was the only "correct" form. These impositions were opposed at different times in history by several Telugu pandits, who believed that language must be, first and foremost, intelligible to everybody. It is in this context that this article puts forth a dalit critique of the Telugu language.||K PURUSHOTHAM
22/11/2014- ||notes||24481031||The Poverty Line: Getting It Wrong Again...and Again||This brief note is a critique of (solely) the money-metric poverty identification procedure recommended by the Rangarajan Committee on measurement of poverty. The contention in this note is that apart from some changes in matters of detail, the analytical basis of the identification methodology proposed in the report displays an essential (and unfortunate) loyalty to the flawed methodology advanced in the reports of its distinguished predecessor committees and expert groups. This is a particular pity, in view of (a) the critiques of extant procedures which are numerously available in the literature; (b) the fundamental importance of the problem of poverty in our society; and (c) the fact of yet another missed opportunity to lend some useful direction to the assessment of money-metric deprivation in India.||S SUBRAMANIAN
25/1/2014- ||discussion||24479426||The Future of Tribals in Telangana State||This response to "A Separate Telangana: Promises and Prospects for Tribal People" by R Ramdas (20 July 2013) looks at the Andhra Pradesh government's initiatives for tribals, as well as their future in the new state to be, Telangana.||T PRABHAKARA REDDY
29/3/2014- ||special article||24479356||Pawns In, Patrons Still Out: Understanding the Phenomenon of Hindutva Terror||It is necessary to initiate a discussion on Hindutva terrorism which has managed to keep itself largely out of the spotlight. Even with the availability of evidence spread over the entire country and over many years, it remains unacknowledged in the public discourse. Given this situation, we are still unsure as to how it will unfold itself in the future and should remain worried over the fact that despite gaining visibility, the whole phenomenon of Hindutva terror has not yet evoked commensurate response from the state as well as what is popularly known as civil society. Yes, pawns have been caught, actual planters of bombs and explosives have been apprehended, cases have been filed; but the real masterminds of Hindutva terror remain free.||SUBHASH GATADE
8/11/2014- ||------||24481282||CURRENT STATISTICS||-------------------------------------||
10/5/2014- ||------||24479587||CURRENT STATISTICS||-------------------------------------||
12/7/2014- ||commentary||24480298||Chandrababu Naidu's Comeback||Written off even a year back, the Telugu Desam Party has made a stunning comeback in Andhra Pradesh. This article explores the reasons for this unexpected turnaround.||K NAGESHWAR
3/5/2014- ||discussion||24480228||Relative Growth Performance of Gujarat: A Comment on the Recent Debate||EPW has been publishing a number of articles on the relative economic performance of Gujarat, and on growth and human development in India under the United Progressive Alliance vs the National Democratic Alliance (28 September 2013, 12 April and 19 April 2014). These articles attract critical comment here from Ravindra H Dholakia and Sugata Marjit. Continuing the debate, R Nagaraj, and Maitreesh Ghatak and Sanchari Roy respond to Dholakia, while Ghatak et al respond to Marjit.||RAVINDRA H DHOLAKIA
7/6/2014- ||insight||24479609||RTE Grievance Redress in Karnataka||Scholarly debates on the right to education in India have primarily focused on examining the content of the right while paying little attention to the institutions enforcing it. A study of the rules under the Right to Education Act in Karnataka shows that there are a multitude of authorities which perform grievance redress functions with overlapping jurisdictions. The rules create a parallel, informal grievance redress system that primarily comprises officials against whom grievances may arise.||MALINI BHATACHARJEE,DOLASHREE MYSOOR,ARUN SIVARAMAKRISHNAN
12/4/2014- ||commentary||24479114||Migration: A Propitious Compromise||Migration provides a pool of labour that becomes the backbone of any growing economy. A study on the status of migrants working in industries of Ludhiana city found that they experienced changes in their social, economic and cultural status after migration. Despite discrimination and exploitation they continued to work out of desperation. While they saved a meagre amount which they remitted home to their families, their overall economic condition improved post-migration.||SHRUTI MEHRA,GIAN SINGH
13/9/2014- ||special article||24480682||The Elusive Nature of Educational Incentives||This paper examines the assumptions underlying educational incentive schemes with the help of data collected on the status and implementation of three such schemes for minority communities in Maharashtra. Though the lacunae in the design and implementation of these schemes are highlighted, the objective is not to condemn them. All parents interviewed gave utmost importance to a good learning environment. An incentive only offers temporary and partial relief. Good quality education for all children is the biggest incentive and educational incentives should not be assumed to be a substitute for poor learning environment in schools.||DISHA NAWANI
22/2/2014- ||discussion||24479092||The Brent Crude Benchmark Is Fit and Well||-------------------------------------||ADRIAN BINKS
8/11/2014- ||commentary||24481269||The Greys of Religious Bigotry: Reading Nishita Pahuja's "The World Before Her"||Religious fundamentalism has been gaining currency in myriad forms, often defining itself as a legitimate aspect of modernity. Nishita Pahuja's The World Before Her tries to address this conundrum.||SHOAIB DANIYAL
8/11/2014- ||commentary||24481272||Dr Manu Liladhar Kothari (1935-2014)||A tribute to Dr Manu Kothari (1935-2014), Emeritus Professor of Anatomy, Seth G S Medical College, Mumbai, a pioneer of the propagation of fundamental truths about cancer.||STHABIR DASGUPTA
6/9/2014- ||commentary||24480639||Hanoi (1965-68), Gaza (2014): Continuity and Divergence over Half a Century||The parallels between Hanoi (1965-68) and Gaza (2014) are chilling. Yet, while the Vietnamese liberation fighters, through similar trials and tribulations, could emerge victorious after two decades of fighting (1950-70), why are the Palestinian liberation fighters, with an equally heroic record of struggles and sacrifices spanning more than four decades of armed struggle (from the 1960s till now), still limping towards their goal of a homeland, suffering disastrous defeats at every stage?||SUMANTA BANERJEE
12/7/2014- ||margin speak||24480291||Narratives of Police Illegality||All the so-called Maoist cases, including those of radical political activists Sudhir Dhawale and Arun Ferreira, present a pattern which clearly brings out the mala fide intention of police to hold some selected persons in jail for as long as possible and thereby terrorise others from following in their footsteps. In law, the courts are supposed to punish the guilty, but in these instances the accused are already punished by the police even before their guilt is established.||ANAND TELTUMBDE
18/10/2014- ||------||24480889||CURRENT STATISTICS||-------------------------------------||
29/3/2014- ||perspectives||24479355||Divided Bodies: Crossing the India-Bangladesh Border||There has been a global proliferation in high security barriers, xenophobia and the deep suspicion of Muslim migrants. The overlap of migration, politics, and national security requires us to shift attention to the actual experiences of migrants if we are not to be trapped in the prison of ideologies and legalities. It is especially critical to recognise that the spectrum of everyday mobility, political violence, and territorialities merit to be investigated in one analytic frame.||MALINI SUR
12/7/2014- ||discussion||24480307||Healing Shrines, Spirit Possession, Agency of Women: A Rationalist Revisit||This response to Shubha Ranganathan ("The Rationalist Movement against Quack Healing: Critical Questions", EPW, 4 January 2014) argues that to characterise the activities of organisations such as the Andhashraddha Nirmulan Samiti as mere "benevolent paternalism" is misplaced.||T V VENKATESWARAN
26/4/2014- ||review of women's studies||24480121||You Are Woman: Arguments with Normative Femininities in Recent Malayalam Cinema||Malayalam cinema's constructs of femininity offer interesting insights into economies of gender in contemporary Kerala. Female self-fashioning in films has overwhelmingly centred around valorising a normative femininity, defined here as a femininity that privileges motherhood and the moral upbringing of the Malayalee nation through a moral submission to patriarchy. Agential roles for female protagonists are rare; the convention is to "punish" within the narrative female refusal of normative femininity. Three films, Trivandrum Lodge (2012), Gaddama (2011) and 22 Female Kottayam (2012), are read as challenging this edging out of the "woman question" through their naturalisation of female protagonists' habitation of spheres other than the private/domestic. In the process they question the normalisation of discourses of reproductive heteronormativity and nationalist purity through women.||ANEETA RAJENDRAN
10/5/2014- ||tribute||24479576||Nirmal Chandra (1936-2014): I – An Appreciation||Two tributes to the life and work of Nirmal Kumar Chandra, the Kolkata-based multifaceted scholar.||SUSHIL KHANNA,MRITIUNJOY MOHANTY
18/10/2014- ||commentary||24480878||China's Hong Kong Conundrum||The cosy relationship that the Hong Kong establishment cabal had earlier with London and now with Beijing has been broken by the mass protests of university and high school students. China's problem is that animosity in Hong Kong towards Beijing has grown since reunification in 1997; those on the streets seeking an unfettered right to elect their government have grown up after reunification. China cannot now hope that the Hong Kong model will persuade Taiwan to unite with it.||THOMAS ABRAHAM
26/7/2014- ||postscript||24479754||LAST LINES||-------------------------------------||
13/9/2014- ||------||24480684||CURRENT STATISTICS||-------------------------------------||
31/5/2014- ||postscript||24479655||LAST LINES||-------------------------------------||
29/11/2014- ||review of urban affairs||24481083||Selective Inclusions and Exclusions: Land-Use Planning and Development in Ratnagiri||Ratnagiri, a small town on the western coast of Maharashtra, is an important urban settlement in the Konkan region. This article examines the town's uneven spatial and economic development by focusing on the fishing and tourism sectors, highlighting the historically generated and socially produced contradictions and contestations within and between them. It argues that the very instruments of spatial planning meant to address uneven development end up reinforcing and exacerbating existing spatio-social and political inequalities. It goes on to trace the processes by which spatial planning becomes an arena where regulations are bent and flouted by directly influencing local and state-level actors through a negotiated approach to planning.||RATOOLA KUNDU,GEETANJOY SAHU
2/8/2014- ||commentary||24480447||Forward Guidance in Retreat||One among the many ingredients of the verbal soup dished out by United States Federal Reserve to help the economy regain its health in the years after the 2008 crisis was FG (forward guidance), linked closely to QE (quantitative easing). But the Fed soon found itself in an expectation trap and emergent economies found themselves trapped by it. This article explains FG's short and tumultuous life and why it may be headed towards a well-deserved end.||K SUBRAMANIAN
28/6/2014-5/7/2014||------||24480168||Emergent Ruralities: Revisiting Village Life and Agrarian Change in Haryana||Based on a revisit to two villages of Haryana after a gap of 20 years (1988-89 and 2008-09), this paper provides a historical overview of the process of development and change in a micro setting. Locating the process of social and economic transformation witnessed in the two villages after the green revolution and later after the introduction of large-scale industrial projects in the area, the paper tries to explore the nature of changes taking place in the internal structure (caste and class relations) of the agrarian economy; the changing nature of relationships of villages with the neighbouring urban settlements in terms of employment and aspirations; and the emerging nature of power relations in local political institutions.||SURINDER S JODHKA
8/2/2014- ||------||24479273||CURRENT STATISTICS||-------------------------------------||
22/3/2014- ||commentary||24479316||Muzaffarnagar Riots: Perils of a Patronage Democracy||Clientelistic politics is fuelling the current upsurge of communal violence in Uttar Pradesh. When the channels that provide access to state resources are organised around social divisions, the potential power-shifts that elections bring about provide ample motivation for political elites as well as common voters to mobilise.||WARD BERENSCHOT
10/5/2014- ||margin speak||24479570||More Than Secularism||Modi or no Modi, openly autocratic forms of rule exist and would go on if we wear the blinkers of secularism.||ANAND TELTUMBDE
8/11/2014- ||ht parekh finance column||24481265||Reflections on Money||-------------------------------------||AVINASH PERSAUD
1/3/2014- ||special article||24479178||The Sociological Imagination of Dhurjati Prasad Mukerji: Beyond Hermeneutics and Positivism||This article looks into a particular philosophical problem that haunts both Sociology and Marxism, and where D P Mukerji's perspective may be seen as relevant. There has been much ado in sociology over the debate between hermeneutic and positivist approaches. Drawing insights from D P Mukerji, we see his intervention as an attempt to find a way out of this impasse through a distinct rendition of the Marxian dialectic, which is seen as open rather than closed. His rendition combines three principles: taking sides, dynamics of the objective human reality, and most truthful to the wholeness. This unique rendition, D P Mukerji argues, is apt for addressing the philosophical problem of sociology in the context of the specificity of Indian history.||ANJAN CHAKRABARTI,DEBARSHI TALUKDAR
6/9/2014- ||------||24480656||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS||-------------------------------------||
20/9/2014- ||postscript||24480712||A Thoughtful Rationality: When Buddhist monks encounter science in an experimental initiative, the result is a quest to understand the world through passionate debate||-------------------------------------||DILIP D'SOUZA
1/2/2014- ||special article||24479148||Academic Performance of OBC Students in Universities: Findings from Three States||The academic performance of Other Backward Class students in professional courses in leading universities in three large states - Tamil Nadu, Maharashtra and Uttar Pradesh - gives a glimpse of the actual nature of their representation and marginalisation. This paper analyses university-level data on caste-based reservations in these states to show that the number of years since reservations were implemented has an effect on the representation and performance of obc students in higher education. In addition, it uses large-scale surveys to argue that Hindu obcs were adequately represented in higher education even before the central government's 2008 decision to implement 27% reservation for obcs in centrally-funded universities.||JAYA GOYAL,D P SINGH
13/12/2014- ||commentary||24481168||China's Global Economic Power: Yuan as a Future Reserve Currency||The dollar has been the world's reserve currency for decades, but it is not difficult to see it yielding place to the yuan of China, a country that is already the world's largest economy in purchasing power parity terms, and the world's largest manufacturer and exporter.||A V RAJWADE
20/12/2014- ||notes||24481154||Safety of Healthcare Workers from Occupational Exposure to Infections||As India's healthcare industry has expanded continuously, the risk of nosocomial infections has increased proportionately. Measures to prevent it and put in place a mechanism to control the injuries are needed urgently, especially when there is not only an increase in domestic demand but also an impetus in health tourism. The protection of the country's skilled health workforce is a national need.||ABHAY CHOWDHARY,SUSHMA TAISHETE
27/9/2014- ||------||24480748||CURRENT STATISTICS||-------------------------------------||
3/5/2014- ||commentary||24480215||India's 'Dutch Disease' and the Exchange Rate||Finance capital inflows and inward remittances have held up India's real exchange rate. Do these inflows constitute a kind of "Dutch Disease" which is rendering Indian manufactures uncompetitive?||A V RAJWADE
24/5/2014- ||commentary||24479543||On the Spatial Concentration of Employment in India||What kinds of economic activities are concentrated in which regions? What is the extent of inequality in distribution of jobs in a specific section of industry at the sub-national level? Using National Sample Survey data on employment, this article explores these two questions.||S CHANDRASEKHAR,AJAY SHARMA
31/5/2014- ||commentary||24479628||Massacre in Assam: Explaining the Latest Round||The recent violence in the Bodoland Territorial Area Districts highlights the faulty model of the BTAD, where the minority Bodos rule over the majority non-Bodos. The government needs to urgently review the BTAD model, curb the proliferation of illegal weapons, and ensure equal rights and opportunities to all socio-religious and ethnic communities in the area.||NAZIMUDDIN SIDDIQUE
12/4/2014- ||special article||24479121||Being the Change: The Aam Aadmi Party and the Politics of the Extraordinary in Indian Democracy||Exploring the contexts and consequences of the rise of the Aam Aadmi Party, a new anti-establishment political party that has garnered significant social and political support in its initial foray into the electoral arena, this article examines the central dimension of party existence, namely, the processes of party-building or the ways in which rank-and-file party workers are recruited, mobilised, motivated and variously put to work. It draws upon three months of research and visual documentation of AAP's party-building efforts in three of the 70 Delhi constituencies where it fielded candidates for its electoral debut in 2013.||SRIRUPA ROY
22/2/2014- ||postscript||24479108||LAST LINES||-------------------------------------||
1/12/2014- ||------||24481057||CURRENT STATISTICS||-------------------------------------||
31/5/2014- ||review of urban affairs||24479645||Territorial Legends: Politics of Indigeneity, Migration, and Urban Citizenship in Pasighat||Exploring how the policy of protection of indigenous people works on the ground in Pasighat, a town in Arunachal Pradesh, this paper brings out the interlinkages between urban politics and indigeneity as an entitlement regime. Once boundaries are operationalised on the basis of territorial belonging, politics revolves around who is from a particular place and who is not. This has created opportunities for accumulation for the indigenous people through rents. The state simultaneously installs and destabilises this politics of indigeneity. The paper shows how the state and capital are implicated in the structures of enfranchisement that have historically shaped the town.||MYTHRI PRASAD-ALEYAMMA
4/10/2014- ||commentary||24480817||Children's Illnesses: Jammu and Kashmir Compared with Himachal Pradesh||Acute respiratory illness and diarrhoea cause high levels of child morbidity and mortality in Jammu and Kashmir, and high levels of insurgency and an unstable political environment have usually been identified as the two main causes for the poor health conditions in the state. This article is based on a study which compares J&K with Himachal Pradesh and finds that some of the causes for poor health oucomes in the former may be unrelated to insurgency or related issues.||HOMI KATRAK
27/9/2014- ||------||24480747||STATISTICS: NATIONAL ELECTION STUDY 2014||-------------------------------------||
30/8/2014- ||commentary||24480485||National Judicial Appointments Commission: A Critique||An assessment of the new law introduced to appoint judges argues that it will make the judiciary subservient to the executive and thus throws a fundamental challenge to the Constitution and Indian democracy. The long-pending demands for transparency and accountability of judges and for making the judiciary more representative have been forgotten in these new bills.||INDIRA JAISING
19/7/2014- ||commentary||24479765||Corruption in Indian Medicine: Or 'Overenthusiasm of the Marketing Department'||Corruption in Indian medicine is back on the front pages. One would think that there has been an abrupt spurt in corrupt practices or a major scandal. Nothing of that sort has happened. However, there have been some interesting developments for the focus to shift back to what is really a very old affliction. This is an update on recent happenings as the entrepreneurial spirit of the new India plays out in healthcare.||SANJAY NAGRAL
11/1/2014- ||commentary||24479008||Too Little, Too Late: Rashtriya Swasthya Bima Yojana in Maharashtra||While the union government announced its plan to extend the Rashtriya Swasthya Bima Yojana to the unorganised working class poor like rickshaw-pullers, ragpickers, mineworkers, sanitation workers, etc, the Government of Maharashtra has decided to scrap RSBY and replace it with the Rajiv Gandhi Jeevandayee Arogya Yojana. This article analyses the conditions of waste pickers and argues not to pit one type of healthcare against another and not to scrap schemes like the RSBY that have come anyway too late.||SUJATA GOTHOSKAR
17/5/2014- ||------||24479711||CURRENT STATISTICS||-------------------------------------||
6/9/2014- ||------||24480636||FROM 50 YEARS AGO||-------------------------------------||
20/9/2014- ||commentary||24480700||Muslims in Gujarat and West Bengal: Comparing Prosperity and Vulnerability||While addressing a rally in West Bengal during the 2014 Lok Sabha campaign, Narendra Modi declared that Muslims in Gujarat are doing much better than their counterparts in West Bengal. The relative prosperity of Gujarati Muslims is historical and has got nothing to do with Modi's tenure as chief minister in Gujarat. Moreover, the prosperity of Gujarati Muslims has made them vulnerable to the attacks of rioters and added to their misery.||ABHIRUP SARKAR
8/2/2014- ||special statistics: 2013 state elections||24479270||2013 Legislative Assembly Elections, Madhya Pradesh||-------------------------------------||
15/2/2014- ||special article||24479203||New Lisbon Airport Megaproject: A Political Analysis of Alternatives in Space and Time||In several aspects, the New Lisbon Airport resembles a modern odyssey in territorial planning. One can trace its origins back to the post-Salazarian 1970s. In the new millennium, it has encountered more obstacles such as regional political movements and the post-2007 financial crisis that seriously challenged government plans. This paper seeks to analyse the project in terms of space and time while comparing it with alternatives that emerged in the process of planning and politics.||HANS HUBER
20/12/2014- ||special article||24481153||Redefining Users, Access and Rights of Use: A New Paradigm in Electronic Libraries||The transition from print to electronic content entails challenges of negotiating rights and restrictions covered in licence agreements which are executed by contract law of jurisdictions and are often unfamiliar to libraries. The traditional functions of libraries are affected by the stringent terms and conditions in these agreements. This article analyses the agreements signed by the Indian Institute of Management Bangalore library in the acquisition of and subscriptions to electronic resources pertaining to business management, economics and other social science subjects. The growing displacement of copyright law by these agreements has created uncertainty and impermanence regarding the accessibility of content for posterity. The confluence of copyright and contract law and technological trends in publishing and dissemination will shape the information landscape for scholarship and research in the future.||K RAMA PATNAIK
3/5/2014- ||commentary||24480213||The Resistible Rise of Narendra Modi||A rereading of Bertolt Brecht's The Resistible Rise of Arturo Ui (1941) and Sinclair Lewis's It Can't Happen Here (1935) is helpful in understanding the social psyche in India today that is being moulded by Narendra Modi and is greasing his - and his party's - path to power. It can happen here.||SUMANTA BANERJEE
29/11/2014- ||review of urban affairs||24481085||From Margins to Mainstream? State Climate Change Planning in India||In 2009, the Government of India requested states to develop State Action Plans on Climate Change. Based on a detailed analysis of five state climate plans, this article finds that climate plans provide an important institutional platform to mainstream concerns of environmental sustainability into development planning but fail to update ideas of sustainability to include climate resilience. There are shortcomings in approach, process, formulation of outcomes, and implementation efforts. These shortcomings are united by a common thread – a tendency to prematurely view state climate plans as vehicles for generating implementable actions rather than an opportunity to redirect development towards climate resilience. However, if state plans are viewed as the beginning of a complex process of updating sustainable development planning rather than as an end in themselves, they provide a foundation upon which climate concerns can be more effectively mainstreamed in local development planning.||NAVROZ K DUBASH,ANU JOGESH
7/6/2014- ||commentary||24479605||An Arrested Story||A Delhi University teacher, forced into solitary confinement in an "unda cell" (egg cell), has been charged with conspiring to wage war on the state. Incredible, but there seems to be no limit to which the powers that be can stoop – accusing a wheelchair-bound man of seeking to bring down the great Indian state!||P K VIJAYAN
26/7/2014- ||special article||24479744||Sikhs of the Hyderabad Deccan||This paper is an attempt to profile those Sikhs who made the Deccan (in India) their home. They claim to be the descendants of the Lahori Fauj dispatched by Maharaja Ranjit Singh of Punjab at the request of the Nizam of Hyderabad. Many of them stayed there, married locally and adopted the local culture, but remained true to their religion.||BIRINDER PAL SINGH
15/3/2014- ||special article||24479299||Political Economy of India's Tertiary Education: Persistence and Change||Privatisation of tertiary education in liberalising India has taken place in the presence of a centralised regulatory regime. This phenomenon does not conform to explanations that understand privatisation as a direct consequence of withdrawal of the state from higher education and challenges the idea that liberalisation has minimal impact on state funding of higher education. This article seeks to understand the phenomenon through a comparative analysis of the tertiary education sector in pre- and post-liberalisation Karnataka which turned into a site of patronage and social management. Privatisation became the means by which the regulatory state placated powerful local groups which stood to lose from the reform process.||SIMANTINI KRISHNAN
4/1/2014- ||special article||24478455||Role of Exotic Vegetation in Coastal Protection: An Investigation into the Ecosystem Services of Casuarina in Odisha||Casuarina (casuarina equisetifolia L) trees of Australian origin have been planted along Indian coasts as bioshields for protection from cyclones, tsunamis, tidal water damage, and the like. This paper reviews the ecosystem services provided by casuarina in Australia and finds no mention that coastal protection has been the primay role of this species. The data from the "super cyclone" of October 1999 that devastated 12 districts of Odisha is compared with the storm protection afforded by other native species such as mangroves and mixed cashew nut forests found along the coast. It is seen that while native vegetation provided storm protection and saved human lives, casuarina did not have such an impact. The findings question the policy of planting casuarina as storm buffers in all cyclone-prone areas irrespective of the topography.||SAUDAMINI DAS,HARPINDER SANDHU
28/6/2014-5/7/2014||commentary||24480513||The Intelligence Bureau and Its Not Very Intelligent Report on NGOs||The reports of the Intelligence Bureau should facilitate, not hinder, people-oriented development; and strengthen, not erode, the democratic processes. For this to be possible, the report on any given subject should be well-researched, accurate and comprehensive. Then and only then can an intelligence report help the government and serve the public interest. The now-infamous IB report on non-governmental organisations fails to meet these criteria. The treatment of the Vedanta project in Odisha is an example of the one-sided treatment in the report.||E A S SARMA
11/1/2014- ||------||24479017||CURRENT STATISTICS||-------------------------------------||
22/11/2014- ||commentary||24481023||Occupational Health and Safety in India: The Need for Reform||In light of the focus on the manufacturing sector it is important to scrutinise the existing occupational health and safety provisions in Indian law and their implementation. This article argues that the current disregard for workers' health and safety could prove costly in the long run, and any growth in manufacturing must entail a clear practicable system to ensure occupational health and safety for workers.||GURUMURTHY RAMACHANDRAN,PANNEER SIGAMANI
19/7/2014- ||commentary||24479766||Law Commission Report on 'Death Penalty': A Chance to Overcome Incoherence in Indian Jurisprudence?||Indian jurisprudence is at a place today where we are neither sure of the deterrent effect of the death penalty nor as to when it ought to be awarded. Whichever way one wants to look at it, the death penalty serves no reasonable penological purpose. The only objective that it seems to fulfil is the aberrant sense of catharsis that it offers to a public baying for blood. Perhaps, the Law Commission's new report will serve to provide the research for a fresh constitutional challenge. And perhaps the Supreme Court will, on this occasion, play its true role as a counter-majoritarian institution.||SUHRITH PARTHASARATHY
13/12/2014- ||commentary||24481171||Central Banks and the Indian Stock Market||The United States Federal Reserve has announced an end to its quantitative easing programme, while the Bank of Japan has decided the opposite, and will launch a new bond purchase programme. The Indian stock market has not reacted nervously, unlike last year, to the US decision and it will see a new flood of money following Japan's actions. The unhealthy Indian dependence on short-term foreign capital inflows is only growing.||C R L NARASIMHAN
19/4/2014- ||special article||24480154||Assessing Progress on Universal Elementary Education in India: A Note on Some Key Constraints||The Right of Children to Free and Compulsory Education Act, 2009 promises free and compulsory education to all children in the age group of 6-14 years. But the way this critical entitlement is being implemented leaves much to be desired. Apart from there being glaring gaps in the provisions of the Act, its implementation challenges have plagued the Sarva Shiksha Abhiyan, the programme that is aimed at ushering in quality elementary education for all. The problems are many, and this paper observes that most of them can be connected to inadequate funds. It concludes that the best way of ensuring that the Act's aims are fulfilled is to bring in a common school system based on neighbourhood schools that replaces the bewildering variety of indifferent institutions we now have.||PRAVEEN JHA,POOJA PARVATI
22/2/2014- ||perspectives on civil society||24479084||Can Civil Society Reorder Priorities in India?||The Indian state has responded to demands made by civil society campaigns that are sometimes supported and sometimes initiated by the Supreme Court. But we are definitely not in the midst of a social revolution. This, in large measure, is due to the nature of civil society interventions.||NEERA CHANDHOKE
4/1/2014- ||commentary||24478451||Chile's Elections: A Bend in the River?||Michelle Bachelet has been voted to power as president of Chile after a four-year gap on the back of a popular yearning for reform and with the support of a coalition of left and centre-left to make the country a more equitable society. She has promised a new constitution and an overhaul of healthcare and higher education, and greater taxation of the wealthy.||DEEPAK BHOJWANI
12/7/2014- ||postscript||24480313||Dribbler, Passer, Poacher: Lionel Messi, star forward and captain of the Argentine football team, displays a genius and artistry that will long outlive the Brazil 2014 World Cup||-------------------------------------||SRINIVASAN RAMANI
15/2/2014- ||------||24479207||APPOINTMENTS/PROGRAMMES/ANNOUNCEMENTS||-------------------------------------||
31/5/2014- ||commentary||24479631||Education of Children with Disabilities in India: A Critique||Illiteracy levels are high across all categories of disability and very high for children with visual, multiple and mental disabilities compared to national averages. Generating awareness that the disabled have full rights to appropriate education in mainstream schools and that it is the duty of those involved in administration at every level, including schools, to ensure that they have access to education is of utmost importance.||RANJITA DAWN
22/2/2014- ||postscript||24479102||The Harmony of Communion: Pete Seeger, who died on 27 January 2014, aged 94, was an American singer and activist who turned folk music into a vehicle for social change||-------------------------------------||ROHIT PANIKKER
29/3/2014- ||------||24479361||CURRENT STATISTICS||-------------------------------------||
8/2/2014- ||postscript||24479278||Mirrors and Brothers: Inspired by psychoanalyst Jacques Lacan's "mirror stage" theory, a friendly banter among siblings fails to resolve the value of mirrors||-------------------------------------||P S LEELA
1/12/2014- ||commentary||24481047||Clean Air, Federalism and Democracy: Lessons from a US Court Judgment||The United States Supreme Court's 29 April 2014 opinion has in it the elements of both further pressure on India for providing greater access to US markets for renewable energy technologies and relevance for the resolution of India's interstate disputes. This article explains the salient points.||RAVINDRA PRATAP
17/5/2014- ||perspectives||24479706||Who in North-east India Are Indigenous?||As the struggle for gaining recognition as "indigenous peoples" gains momentum, more and more tribal communities in north-east India have begun identifying or projecting themselves as such. Although no community is officially declared indigenous, the central and state governments grant constitutional and political concessions to certain tribal communities in the north-east, recognising their claims to indigeneity. But in the region, the quesion of who is indigenous remains contentious. While reflecting on the implications of recognising some communities in the region as indigenous, this article focuses on the limitations of the politics of indigeneity.||H SRIKANTH
15/11/2014- ||special article||24480959||"Who Says We Do Not Work?" Looking at Sex Work||Sex workers' organisations have argued against trafficking and see it not only as a human rights violation, but also as a threat to their own work and credibility. Often the debate is couched in terms of anti-trafficking lobbying/campaigns. The debate needs to be framed differently. Equating trafficking with sex work does a great disservice to both sex workers and to anti-trafficking campaigns, and only ends up infantilising women. The most powerful weapon to deny sex work the status of work is that of stigma. Stigmatising sex work has ensured keeping sex workers out of the legitimate political space and sections of the left and the women's movement seem to have acquiesced in that.||SUJATA GOTHOSKAR,APOORVA KAIWAR
