27/6/1987- ||------||4377140||Companies: Acquiring Lab Base||-------------------------------------||Hansavivek
11/7/1987- ||business||4377197||Planning Gone Awry||-------------------------------------||
31/10/1987- ||reports||4377657||Where Have the Workers' Wages Gone?: Repair of River Embankments in Sunderbans||While the financial allotment for schemes for repair of river embankments in Sunderbans in West Bengal are determined according to the work norms adopted for the National Rural Employment Programme, the workers are being actually paid on the basis of more onerous norms and are thus being deprived of a part of their legitimate wages. Complaints right upto the highest levels of the West Bengal government have brought no succour to the poor workers.||Mahasveta Devi
29/8/1987- ||review of management, august 1987||4377435||Small Industries Information, Guidance and Monitoring Agency: A Model 'Single Window Clearance System' for India||After critically evaluating the existing procedures for starting a small-scale industry the paper develops a model 'single window clearance system', SIGMA. Other infrastructural aspects are also considered for implementation of the model in India.||S. Datta
11/4/1987- ||special articles||4376902||Budget 1987-88: Continuing Crisis of Growth and Growing Surplus||The 'Economic Survey, 1986-87' and the Union Budget for 1987-88 claim that the growth of the industrial sector has accelerated. The real growth, however, has been in the services sector which today has become the lead sector. It is in this sector that the under-reporting of income is also substantial and therefore the growth rate officially given is less than the actual. The rapid growth in the services sector is not linked to the new economic policy package but to the growth of the black economy. These two, the services sector and the black economy, are in turn crucially linked to the rising share of the surplus in the economy in the form of rent, profits, dividends and interest payments. It is in rising share of the surplus in the economy and the government's inability to mobilise it for investment that the major dilemma of the economy lies. The budget and the government policies have contributed in a substantial way both to the growth of the surplus in the economy and its not being mopped up for investment.||Arun Kumar
05/9/1987-12/9/1987||------||4377472||In the Capital Market||-------------------------------------||
30/5/1987- ||------||4377035||In the Capital Market||-------------------------------------||
27/6/1987- ||------||4377132||Eager Collusion||-------------------------------------||
14/3/1987- ||reports||4376784||Measuring Industrial Growth: A Researcher's Point of View||-------------------------------------||Badsha Basu
19/12/1987- ||companies||4377875||Buy-Back Scheme||-------------------------------------||
31/10/1987- ||review of women studies, october 1987||4377666||The Parenthetical Woman||-------------------------------------||C. S. Lakshmi
28/11/1987- ||special articles||4377795||Changes in Level of Living in Rural West Bengal: Perceptions of the People||This paper is the fifth of a series reporting the results of a resurvey of villages and households carried out in 1985-86 in three districts of West Bengal-Bardhaman, Birbhum and Purulia-that had been covered in the 27th and 28th rounds of the NSS during 1972-74. The findings reported in the earlier papers covered several aspects of the people's level of living-private consumption, social consumption, housing conditions and stocks of consumer durables. The present paper presents a summary of the people's responses to questions on their own perceptions of changes in different dimensions of their level of living.||Nikhilesh Bhattacharya,Manabendu Chattopadhyay,Ashok Rudra
30/5/1987- ||reports||4377038||Tragedy of Target Approach||-------------------------------------||
01/8/1987- ||------||4377303||In the Capital Market||-------------------------------------||
14/3/1987- ||------||4376777||Calcutta Diary||-------------------------------------||A. M.
25/7/1987- ||discussion||4377287||Dairy Development: Further Evidence or Further Obfuscation?||-------------------------------------||Shanti George
1/5/1987- ||special articles||4377005||On the Inflationary Impact of Budget Deficit||There is no simple rule to assess the impact of deficit financing. A good deal regarding the scale and composition of the Budget must be known before its inflationary potential can be analysed. The paper examines the complexities of assessing the impact of deficit financing in the Indian context, and is intended to serve as a guide for such exercise. In the latter part of the paper the author illustrates the principal conclusions of the foregoing discussion by examining the inflationary potential of the current 1987-88 central budget, keeping in mind the fact that the exercise would of necessity be incomplete in the absence of detailed data and of reliable estimates of coefficients entering into sectoral demand and supply relations. He finds that from an aggregative analysis along neo-Keynesian lines the current budget cannot be said to have much of an inflationary potential. However at the disaggregative level, a number of factors which are likely to raise prices in the short run and make the economy inflation-prone in the long run can be identified.||Mihir Rakshit
24/1/1987- ||------||4376570||Part of the Package||-------------------------------------||
18/4/1987- ||civil liberties||4376919||Interrogation of Journalists||-------------------------------------||A. G. Noorani
25/7/1987- ||business||4377272||Profits Rise||-------------------------------------||
26/9/1987- ||------||4377520||Not for Modernisation||-------------------------------------||
02/5/1987- ||------||4376969||Format for Environment||-------------------------------------||
15/8/1987- ||------||4377351||Limited Domestic Dividends||-------------------------------------||
26/9/1987- ||------||4377522||More Powers for MCI||-------------------------------------||
18/7/1987- ||civil liberties||4377232||No Protection against Arrests||The guarantee against illegal arrest and detention in the constitution has remained a dead-letter. The Indian citizen enjoys little protection against imprisonment at the sweet will of the regimes of the day in New Delhi and in the state capitals. And so benumbed have we become by the regular violation of the citizens' basic freedoms by their supposed protector, the state, that there is seldom any protest even from the civil liberties movement.||A. G. Noorani
11/4/1987- ||reports||4376894||Trouble on the Health Front||-------------------------------------||Sujit K. Das
05/12/1987- ||discussion||4377825||Keynesian Economics and Under-Developed Countries Again: A Rejoinder||-------------------------------------||A. K. Dasgupta
17/10/1987-24/10/1987||business||4377619||Expansion Plans in Jeopardy||-------------------------------------||
26/12/1987- ||reports||4377909||Inflation Gaining Momentum||The rise in the index of wholesale prices in the first seven months of the current financial year has been the highest for this period since 1980. Worse, the sharpest increases have been in the prices of items of mass consumption.||
30/5/1987- ||from the ivory tower||4377033||Savings and Investment: Recent Trends||-------------------------------------||Arun Ghosh
03/10/1987- ||special articles||4377577||Technological Change in Developing Countries: A Note||The study of technological change is still in its early stages. It is clear, however, that the simple market structure-innovation paradigm is not enough. Technical knowledge is tacit, cumulative and firm-specific; hence not easily replicable or transferable. A large part of technological change activity in developing country firms can be accounted for by the need to assimilate and adapt imported technology to local conditions. Given its primacy in the industrialisation process, it is necessary to know why some firms or countries are more successful as managers of technological change than others.||Sanjay Kathuria
21/3/1987- ||business||4376801||Still No Policy for Edible Oils||-------------------------------------||
03/10/1987- ||reports||4377570||Enigma of the Tyre Industry||The frequent increases in the prices of automotive tyres have provoked a number of enquiries into the tyre industry by official agencies. These enquiries have, however, only deepened the mystery surrounding the industry since the government has chosen not to make public their findings. Against this background of lack of authentic information on the industry, the publication of the report of the Bureau of Industrial Costs and Prices on the automotive tyre industry is to be welcomed, all the more so as this is the first report of the BICP to be published since the Bureau was set up in 1970. A critical examination of the report.||Sunil Mani
17/1/1987- ||special articles||4376566||Toiling without Rights: Ho Women of Singhbhum||While the role of unequal land rights in determining the status of different caste and class groups in India has been the subject of much debate, their impact on women's status has generally escaped attention. In fact the patriarchal bias of the social and the legal system gives rise to the assumption that once the men of the family have land, the women's needs are automatically taken care of. This study attempts to place the issue of the denial of land rights to Ho tribal women in the context of women's daily lives, work, struggle for survival and status in the family and community. The paper is being published in three parts.||Madhu Kishwar
26/9/1987- ||companies||4377529||Higher Margins||-------------------------------------||
31/1/1987- ||------||4376612||Calcutta Diary||-------------------------------------||A. M.
11/4/1987- ||------||4376883||Rising Tide||-------------------------------------||
22/8/1987- ||------||4377379||Strong Reactions||-------------------------------------||
1/5/1987- ||special articles||4377010||Policy, Growth and Structural Change in Indian Industry||Indian industrial policy operates within the framework of overall economic policies and planning. This paper briefly discusses the back-ground of Indian economic policy and planning as also recent developments in the process of economic growth and structural change in order to outline the framework in which industrial policy operates. There have been a number of interesting changes in the structure of industry. While priority to exports at the current stage of development is accepted, the author argues for the adoption of industrial policies which will provide productive employment, lead to a more regionally balanced economy and introduce higher levels of technological dynamism. The author also makes a case for the adoption of vigorous planning policies in order to bring about a structural transformation of the economy.||Yoginder K. Alagh
31/1/1987- ||review of political economy, january 1987||4376620||Aspects of Demographic Change and the Malabar Agrarian Economy, 1871-1921||This article is a preliminary attempt at identifying some of the linkages between (a) different demographic processes and (b) between demographic and economic phenomena in rural Malabar during the fifty-year period beginning 1871. By focusing on the demographic-economic linkages the author tries to relate the discussion to the larger debate regarding the status of demography in historical explanations of change. This paper is divided into three sections. Section I discusses some of the representative works regarding the location of the demographic variable among the multiplicity of determinants in a social formation. Section II is a note on the area, the data base and demographic movements. In Section III the interrelations between demographic change and other historical processes are examined. Finally, some tentative conclusions are advanced on the determinants and mediating structures of demographic change.||R. Gopinath
11/7/1987- ||companies||4377199||Sluggish Demand||-------------------------------------||
11/7/1987- ||reports||4377210||Seasonal Factor to the Fore||The seasonal factor has been relatively prominent in price movements in recent months, whereas the reduction of petroleum prices has lowered administered prices as a group.||
18/7/1987- ||reports||4377239||A Tale of Arson||In Chintapalli in Visakhapatnam district of Andhra Pradesh, the tribals' conflict today, after the statisation of forests, is directly against the state than against non-tribal outsiders. The communists have been at the forefront of the tribals' struggles against illegal exactions by forest and police officials, for better prices for minor forest produce and for higher wages for work in the Forest Development Corporation's plantations and timber depots. The Andhra Pradesh government has responded with a police campaign to systematically burn down and destroy entire tribal hamlets.||K. Balagopal
05/9/1987-12/9/1987||special articles||4377480||Freedom in the Air: Community Radio and Minorities in Norway||In the last ten years the community radio, which first made its appearance in the US as early as 1948, has become a common feature in many western countries. Hundreds of community radio stations, also called public radio or free radio stations are in operation in the US, Canada, Australia, Italy, France, UK, Belgium and in the Nordic countries. While the rise of community broadcasting in western Europe marks a stage of capitalism when the state can afford to tolerate and contain decentralised initiatives the community radio is a good example of how new technologies can be used to advantage to challenge the dominant mode of communication. The article reviews the role and performance of community radio particularly in Norway, where it was first introduced on an experimental basis in 1981. Mainly used by christian groups in the beginning, the neighbourhood radio as it is known there, has been used effectively by minority immigrant groups as well as feminists not only maintain a communication flow from the majority to the minorities but also to disseminate ideas that are unlikely to be communicated by the mainstream media.||S. Ananthakrishnan
21/2/1987- ||from the ivory tower||4376697||For Official Use Only||-------------------------------------||Arun Ghosh
31/1/1987- ||------||4376602||Cloak for Authoritarian Rule?||-------------------------------------||
25/4/1987- ||------||4376947||Calcutta Diary||-------------------------------------||A. M.
26/12/1987- ||------||4377898||'Sati' and the State||-------------------------------------||
05/12/1987- ||business||4377806||Price Upsurge||-------------------------------------||
03/10/1987- ||discussion||4377578||The Oracle from the Island of Dr Marx||-------------------------------------||G. P. Deshpande
24/1/1987- ||------||4376582||Companies: Finance for Exports||-------------------------------------||Hansavivek
07/11/1987- ||------||4377682||Generations-Long Damage||-------------------------------------||
02/5/1987- ||------||4376970||Elusive Alternative||-------------------------------------||
21/2/1987- ||------||4376696||In the Capital Market||-------------------------------------||
28/11/1987- ||business||4377771||Clueless about Crop||-------------------------------------||
06/6/1987- ||reports||4377065||Accelerated Monetary Expansion||-------------------------------------||
02/5/1987- ||special articles||4376992||Structure of Working Class in India||India is a multi-structural economy where a number of pre-capitalist relations of production co-exist with capitalist, specifically imperialist relations. Corresponding to this multi-structural economy is a differentiated working class structure-the varied circuits of production, consumption and accumulation combine to produce a variety of forms of existence of the working class. The working class in India can be divided into four broad sections: (1) that which gets more than a family wage, i e, more than the value of labour power; (2) that which gets a wage about equal to the family wage and can thus at a reasonable standard cover the full cost of production and reproduction of labour power; (3) that which is more or less able to cover the immediate costs of production of labour power, but has to depend on the non-capitalist sector in order to reproduce itself and/or has to depress its standard of living in order to reproduce itself; and (4) the pauperised section that is not even able to meet the immediate cost of production of labour power. While the wage demands of the upper section of the workers are, of course, to be supported, yet in the sphere of economic demands it is the demands of the contract and casual labour that are important. The advancement towards a wage that covers the cost of labour power, regulation of working hours, ending of various forms of constraints and bondage, and security of employment are the major issues for the lower sections of the working class. In taking up the demands of the most exploited section of the workers, however, it is easy to be lulled by the reformist illusion that such endeavour is by itself revolutionary. This economic struggle must be linked with a central, political point-that even in order to earn a wage covering the cost of production and reproduction of labour power, it is necessary to put an end to the feudal and other pre-capitalist survivals and to break the imperialist stranglehold. The composition of the working class is further affected by (1) the caste, tribal or ethnic origins of the worker in the pre-capitalist sector; and (2) the gender-based division of labour between male and female and the associated patriarchy. The revolutionary trade union movement must also take up the question of these inequalities within the working class related to caste, ethnicity and gender. Some may hold that to take up these sectional issues would divide the working class. But in fact the opposite is true: working class solidarity cannot develop when these sectional issues of the most oppressed are ignored.||Dev Nathan
10/10/1987- ||reports||4377599||Congress(I) vs Telugu Desam Party: At Last a Lawful Means for Overthrowing a Lawfully Constituted Government||One of the secretaries of the Andhra Pradesh Congress(I) has in a strange law-suit petitioned the High Court to issue a writ of quo warranto questioning the Telugu Desam chief minister's right to continue in office and a writ of mandamus to the central government directing it to impose president's rule in the state. On the surface the petition reflects the frustration of the Congress leaders in the state. At a deeper level it reveals much more about the politics and the fractional struggles of the ruling classes.||K. Balagopal
21/11/1987- ||special articles||4377761||Keynesian Economics and Under-Developed Countries Again: A Postscript||-------------------------------------||A. K. Dasgupta
12/12/1987- ||international affairs||4377840||Frying New Rice for a Change?||The eighth round of talks between India and China has taken a few faltering steps forward in working out a bilateral framework for relations between the two countries. The leader of the Chinese delegation described the Chinese mood rather vividly by citing a Chinese proverb that people tended to fry old rice again and again. He said he did not believe in that practice.||G. P. D.
21/3/1987- ||capital view||4376804||Elections and Political Calculations||-------------------------------------||Romesh Thapar
11/7/1987- ||special articles||4377220||Corporate Investment in 1987: A Forecast||An attempt has been made in this paper to forecast the growth in private corporate investment in 1987. Corporate investment covered here includes gross capital expenditure of all companies in the private and joint sectors. The level and composition of corporate investment in 1986 are also presented.||Philip Thomas,Ranjana Pendharkar
30/5/1987- ||business||4377027||Corporate Performance, Key to Stock Market Health||-------------------------------------||
18/7/1987- ||business||4377230||Pressure for More Concessions||-------------------------------------||
28/2/1987- ||------||4376714||Vote of Hope||-------------------------------------||
17/1/1987- ||reports||4376559||Business and Politics of Universities||-------------------------------------||J. V. Deshpande
20/6/1987- ||business||4377109||Strong Case for Soybean Import||-------------------------------------||
11/7/1987- ||------||4377190||Short-Sighted in Darjeeling||-------------------------------------||
07/11/1987- ||reports||4377696||Deorala Episode: Women's Protest in Rajasthan||Strong outbursts of emotion continue to mark the positions and counterpositions provoked by the so-called 'sati' episode at Deorala. At another level, carefully calculated economic and political activity has been enveloping the entire scene in an organised manner. Struggling within this climate a women's protest movement has emerged, beginning with a few women sharing their shock and anger, but the inaction of the administration to respond to the crime drawing in more and more women's organisations.||Sharada Jain,Nirja Misra,Kavita Srivastava
19/12/1987- ||------||4377864||What Next?||-------------------------------------||
28/2/1987- ||reports||4376736||Of Sand and King Bali||-------------------------------------||Gail Omvedt
14/3/1987- ||------||4376772||Reagan's Rag-Tag Mob||-------------------------------------||
17/10/1987-24/10/1987||companies||4377622||Travelling Far||-------------------------------------||
17/10/1987-24/10/1987||------||4377613||Double Game||-------------------------------------||
17/1/1987- ||reports||4376558||Weakening the Working Class||-------------------------------------||Ajit Roy
14/3/1987- ||------||4376767||Paying for 'Security'||-------------------------------------||
19/9/1987- ||reports||4377506||Warning Signals on Price Front||The Wholesale Price Index, led by the seasonal commodities group, rose continuously between the end of March and the middle of August to yield the highest rate of inflation for this period since 1980.||
20/6/1987- ||------||4377104||Haryana Election||-------------------------------------||
28/3/1987- ||review of agriculture, march 1987||4376844||Food vs Limbs: Pesticides and Physical Disability in India||Policies in India regarding pesticide import, manufacture and use have shown a callous disregard for the health of the people. The article is a report of a study investigating the relationship between pesticides and physical disabilities in India. A few studies in India have shown a relationship between green revolution technologies in agriculture and physical disabilities-the presence of equipment such as tractors, threshers, etc, has been positively correlated with amputations. However, the incidence of limb and visual deformities and dysfunction of joints, etc, cannot be explained by the extent of use of mechanical implements alone. The study finds some evidence that pesticides, which are known to cause congenital deformities in animals, may well be a causative factor in limb and visual disabilities and suggests that the use in India of pesticides banned in other countries be abandoned.||Dinesh Mohan
20/6/1987- ||------||4377112||Companies: New Peaks in Silver Jubilee Year||-------------------------------------||Hansavivek
04/7/1987- ||business||4377165||Obsolete Technology||-------------------------------------||
19/9/1987- ||companies||4377498||Phased Modernisation Plan||-------------------------------------||
01/8/1987- ||special articles||4377313||Rural Development and Human Rights in Independent India||The concept of rural development has undergone a drastic change since the fifties. The new stance of the state which appeared with the slogan of 'garibi hatao' is aimed at preventing the rural poor from further sliding into poverty with a further decline in their purchasing power. This shift in strategy enables the ruling class to evolve programmes and policies which will appease selected fragments of the poor temporarily, and to divide them by offering specific relief measures to selected target groups and thus diffuses the rising upsurge of the rural masses. It is therefore, misguided to attribute the limitations of the rural development programme to a 'lack of political will'. On the contrary, the 'political will' of the ruling classes is strongly biased in favour of the propertied classes, and by its very logic will become increasingly more fierce in suppressing movements of the poor.||A. R. Desai
25/7/1987- ||special articles||4377286||West Bengal's Economic Growth in All-India Perspective: With Special Reference to Manufacturing Sector||On the basis of estimates of states' income and other economic indicators, an attempt is made here to study the rate of growth of the West Bengal economy with special reference to the industrial sector. The author notes that over the last half a decade West Bengal's contribution to the total national domestic product originating from manufacturing has been recording a declining trend and the state suffers from an increased rate of obsolescence in industry.||Sreelekha Basu
02/5/1987- ||reports||4376987||Search for 'New Formulas' in Social Sciences||-------------------------------------||Bhavna Dave
19/9/1987- ||special articles||4377512||Study of Social Conflicts: Case of Naxalbari Peasant Movement||Social conflicts especially in third world countries provide a context in which the articulation of the structural features of the system acquire greater prominence. Moreover social conflicts because they result in the surfacing of latencies which normally do not show up and may be missed out in any analysis of structure and change. This article sets out a series of hypotheses based on a theoretical orientation which sees social mobilisation aimed at changes within the system as quasi movements and those that are explicitly transformatory as revolutionary movements. The author tests these hypotheses with an examination of the Naxalbari peasant movement.||Partha Mukherji
15/8/1987- ||------||4377349||Fighting Bureaucratic Control||-------------------------------------||
11/4/1987- ||special articles||4376900||1987-88 Budget and New Fiscal Strategy||The budget is not just a statement of the housekeeping operations of the government, but more a pronouncement of the manner in which the government proposes to steer the entire economy. The 1987-88 budget assumes significance as the third in the series of the new administration's instruments of communication about its intentions for the shaping of the economy. This paper tries to make explicit the fiscal strategy that underlies the budget and to see the directions being set as we move into the twenty-first century. The essence of the new fiscal strategy, it is argued, is to make the island of affluence, or the upper crust of the economy, a largely self-serving segment.||C. T. Kurien
28/3/1987- ||reports||4376836||All-Assam Students' Union: Crisis of Identity||-------------------------------------||Udayon Misra
12/12/1987- ||companies||4377845||Into High Priority Areas||-------------------------------------||
19/9/1987- ||business||4377495||Growing Dimensions||-------------------------------------||
03/1/1987-10/1/1987||reports||4376528||The Supreme Court and Its Chief||-------------------------------------||Kannan Srinivasan
02/5/1987- ||reports||4376982||Changed Patterns||-------------------------------------||
08/8/1987- ||business||4377323||Bonanza for Vanaspati Industry||-------------------------------------||
25/7/1987- ||------||4377257||Not for the Poor||-------------------------------------||
01/8/1987- ||companies||4377300||Record Production||-------------------------------------||
04/7/1987- ||international affairs||4377173||From Cannes with Repentance?||Western criticism of the Soviet film 'Pokayaniye' brings out how Gorbachev has caused confusion among all intellectuals whose passport to respectability in the west was the continuation of a Stalinist system in the Soviet Union.||G. P. D.
28/11/1987- ||special articles||4377793||Socio-Economic Dimensions of Certain Customs and Attitudes: Women of Haryana in the Colonial Period||This paper analyses the dominant peasant cultural ethos sanctifying customs and attitudes in relation to women in rural Haryana in the colonial period. In this connection, the role of a reformist movement like the Arya Samaj and of administrative policy decisions which sustained these customs has been explained. The study also highlights the role of the colonial administration in retaining and reinforcing the emergent dominant social ethos of the Haryana peasantry.||Prem Chowdhry
08/8/1987- ||companies||4377328||Inputs from R and D||-------------------------------------||
31/10/1987- ||reports||4377670||Volcker Years at the Fed: II: Reaganomics and Volckeronomics||The follies of Reaganomics have been compounded by the default of Volckeronomics. The result is a formidable legacy left for the next US administration to wrestle with after the 1988 presidential election.||Sudhir Sen
21/2/1987- ||------||4376687||Pre-Empting Genuine Militancy||-------------------------------------||
26/9/1987- ||companies||4377528||High Cotton Price||-------------------------------------||
28/2/1987- ||------||4376723||Companies: Fuel Efficiency Scores||-------------------------------------||Hansavivek
12/12/1987- ||------||4377846||In the Capital Market||-------------------------------------||
25/7/1987- ||review of political economy, july 1987||4377279||City Lives: Workers' Housing and Rent in Bombay, 1911-47||By the first decade of this century Bombay's working class population was already living in overcrowded illventilated chawls with poor sanitation and water supply. In the following three decades, the situation worsened. Between 1921 and 1931 working class housing increased by less than five per cent aggravating the situation. The chawls, some owned by the government, others by the mills and nearly half of them belonging to private landlords, were mostly rickety structures which often collapsed, injuring and killing the residents. Quarrels at the water tap leading to violence and murders was a feature of urban working class lives, as were such practices of landlords as rack renting, pagdi, the use of musclemen, etc. In 1935 the Congress Socialist Party helped to form the first working class tenants' union which took up various issues such as rent assessment standards, rent waivers during periods of high unemployment and even demanded free housing for the working class. Though the union functioned until 1945, it was not successful in mobilising large numbers.||Radha Kumar
14/11/1987- ||discussion||4377733||Keynesian Economics and the Indian Economy||-------------------------------------||L. K. Jha
31/1/1987- ||special articles||4376622||Coolie Exodus from Assam's Chargola Valley, 1921: An Analytical Study||There can be no doubt about the severity of depression in the tea industry during the early post-war years. This depression was more acute in Surma valley than in upper Assam. To cut expenses and avoid bankruptcy many planters retrenched their labour force and introduced short workings for those retained. The disappointment of the worker was great, and specially so when he saw what was happening to the local railway employees who had obtained a wage rise after successful strike action. Strikes and other industrial action were not unknown to the tea workers of Assam. After the war these protest movements were more carefully organised. This was possible because of a number of influences: the recent increase in immigration of workers from the UP where political activities were becoming increasingly important; a number of workers were converted Christians and thus more literate and able to keep contact with their homeland where also there was political unrest; a number of missionaries and Bengali clerical staff provided organisational help; the victories of the neighbouring railway workers provided inspiration. In the post-war period, Assam was no longer a remote region; there was much movement of workers from Assam to other parts of India, and many of them were becoming aware of opportunities elsewhere. These developments, favourable to a workers' movement, can be taken as sufficient explanation of the 'exodus' from the Chargola valley. There is little direct evidence to suggest that the trekking was planned by the Congress non-cooperators as part of their political campaign against the British government.||Kalyan K. Sircar
28/3/1987- ||review of agriculture, march 1987||4376842||Further Evidence on the Impact of Dairy Development Programme||The impact of dairy development on nutrition and income has been a matter of great interest to policy-makers. At the same time it has been a subject of fierce controversy both in popular press as well as academic journals. The proponents of the dairy development programme feel that such activity does indeed raise the level of income and hence, the nutrition of the rural poor. As such the dairy development programme needs to be encouraged through positive government policy. In contrast its critics assert that spread of dairying in rural areas is leading to transfer of items of nutrition from the rural poor to the well-to-do in the urban areas. Even otherwise the contribution of dairy development programmes to incomes in rural areas is marginal. The present study attempts to examine the following hypotheses: (i) Dairy development has positively contributed towards the improvement of the economic and nutritional status of the rural areas; (ii) The lower income groups in rural areas derived positive benefits from dairy development in terms of food intake and income; (iii) There has been a shortage of fodder in rural areas with dairy development programmes because of lack of integration of dairy development with other economic activities needed to support dairying.||B. Bowonder,B. Das Gupta,Sanjeev Gupta,S. S. R. Prasad
04/7/1987- ||------||4377171||In the Capital Market||-------------------------------------||
26/9/1987- ||international affairs||4377536||The Garlic War||The peasants of Shandong province registered their protest about the official mismanagement in marketing the bumper crop of garlic rather pungently. They hurled baskets of the produce at the municipal officers. This has triggered off a major debate in China on how to handle 'contradictions among people'.||G. P. D.
25/7/1987- ||reports||4377276||Terror in Punjab: A Long View||Even as the country is shocked by the inhuman slaughter of innocent bus passengers in Lalru and Daryapur, there is no getting away from the fact that terror of this sort thrives and gets moral legitimacy in a milieu of insecurity, unfreedom and lawlessness. Restoration of the democratic milieu by the reactivation of the political process and the installation of a credible popular government can be the only lasting bulwark against the resurgence of terrorism.||G. S. Sandhu
29/8/1987- ||------||4377413||Monitoring Biotechnology||-------------------------------------||
05/12/1987- ||special articles||4377824||Class Analysis in a Village Society: A Cluster Theoretic Approach||This paper applies the statistical technique of Cluster Analysis for dividing the agricultural population into classes by applying three criteria simultaneously: (i) sale/purchase of labour power; (ii) sale/purchase of products; and (iii) caste/tribal identities.||Maitreyi Chaudhuri
29/8/1987- ||reports||4377442||A 'Common Future' for Whom? How Norway's Labour Party Manages Capitalism||"Our Common Future", the report of the World Commission on Environment and Development headed by the Norwegian prime minister, is all about strategies for creating a sustainable environment for all peoples. But in Norway itself, unsound, inappropriate projects have been pushed through much against the wishes of the local people, the Samis. In direct contrast to its avowed third world interests, Norway's Labour government is busy demonstrating its subservience to US policies.||
04/7/1987- ||reports||4377178||Political Economy of the Taxation Racket||The recently submitted report of a high-powered Tax Reforms Commission has underscored the miniscule and wholly urban direct tax base, the complete exemption of agriculture from direct taxation and the existence of a vast and growing parallel economy in Pakistan.||Babar Ali
05/9/1987-12/9/1987||reports||4377476||Where Is the Opposition in Pakistan?||While everyone agrees that Zia's 'controlled democracy' is essentially a sham, there seems to be no effective opposition to the government. The MRD has been slowly decaying and the PPP, a member of the MRD, is in no position to organise an effective movement. Ironically, today when the political process is much freer than it has ever been, the left is too busy with internal strife to take notice.||Babar Ali
26/12/1987- ||review of agriculture, december 1987||4377912||Social and Economic Aspects of Attached Labourers in Kuttanad Agriculture||The highly oppressive feudal characteristics of the system of attached labour prevailed in Kuttanad until 1943. These labourers mostly belonged to the pulaya and the paraya castes who became apparently 'free' after the abolition of slavery in 1855. The prevalence of this system even during the early period of capitalist investment in agriculture can be explained by several factors not least of which is the characteristic form of highly labour intensive cultivation in the region known as punja cultivation and the fact that pulayas and the parayas were alone engaged in the hardest and the dirtiest of tasks involved. So firm was the grip of this feudal system that the attached labourers were slow to unionise. However, it was the labour movement which contributed significantly to the transition from attached labour to free labour.||Alex George
07/11/1987- ||reports||4377698||Soviet Debate on Irrationality of Pricing System||Several irrationalities of the Soviet price system have come to the surface and are being intensely debated by Soviet academics and policy-makers. The views and concepts of the orthodox school of Marxian political economists may not be equal to the task of reform of the system as the Soviet economy is being geared to thorough restructuring domestically and to increasing its competitiveness and participation in the world economic system.||R. G. Gidadhubli
21/3/1987- ||discussion||4376819||On Economic Crisis and the Transition from Capitalism||-------------------------------------||Surendra J. Patel
07/11/1987- ||------||4377685||Faithful Friend||-------------------------------------||
28/2/1987- ||------||4376715||Receding Self-Reliance||-------------------------------------||
28/3/1987- ||review of agriculture, march 1987||4376841||Changing Village Structure: Impact of Rural Development Programmes||The economic investigations of rural programmes tend to be rather myopic remaining preoccupied with increases in employment, income, assets, etc. The purpose of this paper is to argue that looking at the rural programmes from the broader perspective of changing relative positions of rural strata would provide deeper understanding of rural change and, also, bring the empirical studies closer to the emerging theoretical issues in development economics.||V. M. Rao
07/2/1987- ||------||4376626||Helpless Election Commission||-------------------------------------||
31/1/1987- ||------||4376604||Third Time 'Lucky'?||-------------------------------------||
20/6/1987- ||reports||4377117||EEC Report Vindicates Critics||-------------------------------------||Shalini Randeria
07/11/1987- ||special articles||4377703||Prostitution in a Patriarchal Society: A Critical Review of the SIT Act||The Suppressionof Immoral Traffic Act, passed in 1956 and enforced in 1958, was not the outcome of an independent and sustained mass movement in the country, but rather the result of India being a signatory to the United Nations International Convention for the Suppression of Traffic in Persons passed in 1950. The SIT Act did not seek to abolish prostitutes or prostitution per se and hence the practice of prostitution individually, independently and voluntarily by a women did not constitute an offence. However, certain sections of the Act conceived of the prostitute as an offender and criminalised the prostitute. The SIT Act was sexist in its conception and formulation. It was based on the premise of man's aggressive and uncontainable sexuality and polygamous nature, considered 'natural and biological', giving rise to prostitution. Prostitution thus preserved the famly structure and prevented rampant rape. Paradoxically, while tolerating the institution of prostitution, women providing the service were socially castigated. Stree prostitutes were harassed to preserve a hypocritical veneer of morality and public decency, while prostitution behind closed doors was ignored. This paper presents the findings of a study of the implementation of the SIT Act during the years 1980-86 in Bombay, as a major centre of urban prostitution.||Jean D'Cunha
07/11/1987- ||reports||4377695||Robert Solow's "Growth Hickonomics"||Robert Solow, the latest Nobel laureate in economics, insists that the production process and the growth process can completely do away with exhaustible natural resources. This means that resource exhaustion as such need not pose any problem. This considered unconcern with the reckless exhaustion of the earth's resource-capital by the military-industrialism of our time makes Solow misperceive a historically unsustainable process as unimpedible growth.||Narindar Singh
10/10/1987- ||companies||4377593||Improved Margins||-------------------------------------||
17/1/1987- ||reports||4376561||Socialist Party in East German Politics||-------------------------------------||Rakesh Gupta
02/5/1987- ||reports||4376985||Bohra Reformists and Galiakot Struggle||-------------------------------------||Asghar Ali Engineer
03/10/1987- ||reports||4377568||Accountability and Autonomy of Public Undertakings||The 'holding company', the 'memorandum of understanding' (MOU) as well as other suggestions to safeguard the autonomy of public sector undertakings are all formal, institutional devices to minimise government interference in the management of public enterprises, whereas the more frequent and damaging interference is of the informal kind.||Bagaram Tulpule
26/9/1987- ||companies||4377527||Better Deal for Tourism||-------------------------------------||
