20/3/1971- ||special articles||4381766||The Economy: Current Situation and Policy Problems||For a proper understanding of the current economic situation and policy problems, it is essential to discuss the developments in the Indian economy over the last few years. Section I of this paper attempts to relate the present situation to preceding developments. The problem of full capacity utilisation in the modern industrial sector and the related problems in the fields of investment, agriculture and exports are discussed in Section II. Some aspects of policies related to these problems are indicated in Section III.||V. V. Bhatt
25/9/1971- ||review of agriculture, september 1971||4382562||Capitalist Development in Agriculture: A Note||In recent years there has emerged a tendency towards profit-oriented production and investment in land by a section of the cultivating population. Many observers think they see a new class of capitalist farmers emerging. There had been, however, no quantitative studies attempting to isolate the characteristics of capitalist farmers or to apply any criteria to identify the capitalists. Ashok Rudra with A Majid and B D Talib carried out a sample survey of big farmers in Punjab and, after attempting to isolate the capitalists from the sample by certain statistical methods, came to the conclusion that no group of capitalist farmers could be identified. The author conducted a small survey in 1969 of 66 big farmers scattered over 10 districts in 5 states. The aim was to concentrate on detailed case studies of big farmers selected purposively with a wide geographical scatter. The results of the survey show that a new class of capitalist farmers is emerging. This is a phenomenon common to every region, insofar as every area has been subject to the same forces - albeit operating with varying intensity - of an expanding market and enhanced profitability of agricultural production. The rate at which capitalist development is occurring varies widely in different regions depending on many historical and current circumstances; it may be near zero in some: but the reality of the process cannot be denied.||Utsa Patnaik
04/9/1971- ||special articles||4382475||Differential Interest Rates-I||-------------------------------------||Bimal Jalan
25/9/1971- ||------||4382566||Standard Mills||-------------------------------------||
1/1/1971- ||from our correspondents||4381532||Behind the Violence||-------------------------------------||
28/8/1971- ||------||4382436||Shipping Corporation's Expansion||-------------------------------------||
01/5/1971- ||from our correspondents||4381937||Planning Commission Devalued||-------------------------------------||
18/9/1971- ||from our correspondents||4382523||Peking Picks a Friend||-------------------------------------||Harish Chandola
13/3/1971- ||capital view||4381728||The Job Ahead||-------------------------------------||Romesh Thapar
02/1/1971- ||------||4381465||Hesitant Beginnings||-------------------------------------||
01/5/1971- ||industry||4381936||Tasks before the IRCI||-------------------------------------||
1/1/1971- ||competitive politics and electoral change||4381549||Partisanship and Political Development||The stability and even the survival of India's present political system will depend ultimately not on whether there are one or two dominant political parties or a number of competing parties, but on whether a large proportion of the voter population feels that it has a stake in the political system. In developing this stake political parties play a crucial role. Whether the acute problems of economic development, gross disparities in income, regional imbalances and group deprivation will be worked out within the bounds of the present institutional framework, will depend on how permeable and adaptive the party structures are in absorbing vast peripheries of the population into their support bases and in effectively conveying the needs of the party supporter to the decision-making structures of society. This paper examines these hypothetical propositions in the light of empirical data gathered in a national sample survey of the 1967 general elections. Answers are sought to three specific questions. First, what proportions of the voter population exhibit commitment and loyalty to specific political parties? Second, do citizens manifesting committed or partisan attitudes and behaviour also possess other political characteristics, indicating a greater degree of political awareness and involvement, in contrast to those who are either low on partisanship or totally lack party identification? Third, does partisanship provide new and secular collective identifications cutting across varying social, economic and demographic strata?||D. L. Sheth
17/4/1971- ||------||4381866||Time for Reassurances||-------------------------------------||
17/4/1971- ||capital view||4381872||Bangla Desh||-------------------------------------||Romesh Thapar
27/2/1971- ||review of management, february 1971||4381683||Some Myths in Management||The myths of a business organisation, like those of a community, have their foundation in partial reality at a given period of time but they scarcely ever represent the total reality. They satisfy a variety of social and psychological needs of the system and of its managers. They help provide rationality to behaviour in the organisation and justification for managerial inactivity or failure; they minimise anxiety by transferring managerial failures to external events or to the powers that guide their destiny. The function of myths lies in the fact that without them, feelings of guilt, aggression and anxiety about one's failures would be far too intense and the resulting neurosis would make work far too difficult For this paper I have chosen four common myths which I believe have come to form the props of administrative policy in organisations: They are: (1) "Time is a great healer". (2) "No tool is more potent than example". (3) "People live to co-operate". (4) "Employees resist change". I shall examine these myths not so much to suggest that all these beliefs are wrong but to explore the extent to which their limitations affect the organisation.||Ishwar Dayal
11/9/1971- ||the fourth estate||4382500||Will the Press Be Free?||-------------------------------------||Nireekshak
13/3/1971- ||------||4381732||Companies: Expanding with the Market||-------------------------------------||Hansavivek
20/3/1971- ||special articles||4381768||Municipal Socialism||The sudden upsurge of socialism in India has not yet percolated down to municipalities. It is rather unfortunate that maharajas and not municipalities got all the prominence in the first round of the battle. In fact, the possibility of municipalities getting any attention from the champions of socialism who are all the time concerned with national issues is indeed remote. The cities continue to be neglected by the State Governments as well as the Central Government though there is a belated realisation that the neglect of Calcutta has been suicidal from any point of view - political, economic or social.||Ashish Bose
18/12/1971- ||from the chair||4382887||The Scindia Steam Navigation Company Limited||-------------------------------------||Krishnaraj M. D. Thackersey
27/2/1971- ||special articles||4381686||Princes in Indian Politics||The princes have assumed new and increasingly active roles within the political system. Strikingly it is the operation of that system to which the bulk of the responsibility must go for the increase in princely political activity. If the former rulers had been "left alone" after giving up their thrones, only a few would have sought political office, but most would probably have faded from public view. They were, however, not left alone; political parties intruded, offering the former rulers political status in exchange for the votes they could deliver from among their former subjects. Foremost among the parties exploiting this arrangement was the same Congress party which has recently tried to end all princely privilege. Similarly, the events designed to eliminate the last vestiges of princely status have paradoxically led to the political revival of the princes who have been drawn into further political activity in defence of their privy purses and privileges and-by their perspective-their honour. As they shed the aloofness which has kept many out of competitive politics, the princes may also be expected to shed some of the mystique which has undergirded their traditional support. Only their ability to convert traditional resources into political gains while learning new political and organisational skills will determine whether the short-term resurgence of the princes will be maintained as a long-term characteristic of Indian politics.||William L. Richter
03/7/1971- ||------||4382228||Companies: Propelled by Pessimism?||-------------------------------------||Hansavivek
1/7/1971- ||growth strategies||4382350||Misplaced Accent on External Balance||The analysis of the inefficiencies of the Indian economic system by Jagdish Bhagwati and Padma Desai is focused almost exclusively on the international trade account, when in fact the causes of India's difficulties have to be sought elsewhere. A system based on reliance on the market mechanism for investment and import decisions and removal of controls, particularly industrial licensing and import tariffs and restriction is unlikely to lead to the right investment decisions - both as regards the volume of investment and the nature of industries set up. The market mechanism is subject to too many well known imperfections and rigidities for it to be assumed that investment would necessarily flow into the desired industries. Nor will such a system be able to substantially dispense with public sector investment. Actually, there has been little wrong with India's planning system or philosophy. The major imbalance was not in the country's international trade account but in its savings-investment account. The blame for this must be laid squarely on the economic policy framework and the economic administration system used in conjunction with planning. It was the incongruity between planning on the one hand and the economic policy framework and the system of economic administration on the other which has been responsible for the troubled progress of planned development.||Phiroze B. Medhora
24/4/1971- ||from our correspondents||4381906||Consolidation of Anti-Jan Sangh Vote: A Closer Look at Congress Election Triumph||-------------------------------------||Balraj Puri
03/7/1971- ||business||4382219||Scope for Funding||-------------------------------------||
03/7/1971- ||from our correspondents||4382238||Harder on Compromise||-------------------------------------||
19/6/1971- ||business||4382144||Polishing the Gilt||-------------------------------------||
20/3/1971- ||special articles||4381767||Poverty in India: A Comment||-------------------------------------||Ranjit K. Sau
25/9/1971- ||review of agriculture, september 1971||4382564||Land-Based Credit Policies and Investment Prospects for Small Farmers||Although the problem of small farmers has received considerable attention and several alternatives have been suggested to make their economy viable, most of the solutions suggested require a resource base which is beyond the capacity of the small farmers. Any plan to revitalise the economy of small farmers would therefore require outright financial grants or liberal credit from external sources. Lending policies of existing agencies that provide long-term farm finance, however, are biased against the small farmer who in their terms is not an attractive client. Even the land development banks which are co-operative institutions have lending policies that automatically discriminate against the small farmer. This paper considers the availability of long-term finance to small farmers in the context of the lending policies of the Gujarat State Co-operative Land Development Bank which is one of the most successful LDBs in the country, and what changes may be necessary if small farmers are not to be excluded from the gains of agricultural development. [The author is grateful to M D Desai for his valuable comments and suggestions.]||N. S. Jodha
10/7/1971- ||the fourth estate||4382276||Much Ado about Perfidious America||-------------------------------------||Nireekshak
18/12/1971- ||special articles||4382885||Electricity Pricing in Uttar Pradesh||The State Electricity Board of Uttar Pradesh, like the Boards in other states, has evolved a tariff structure which aims to cover costs and earn a net rate of return of three per cent on capital. In practice a number of other considerations, too, have determined rates. The result is a complicated tariff structure which is not too clearly governed by any pricing principles nor is based on any accurate calculation of costs. In fact, the Board does not have any data on the various categories of costs, and does not keep separate accounts on generation costs from the different stations. Moreover, its finances are in the red with deficits increasing every year. This paper describes the present tariff structure of the UP State Electricity Board and outlines the principles on which it appears to be constructed. It then discusses the lines on which the structure needs to be changed, if electricity tariff is to have any rational relation to costs and the State Electricity Board is to run as a viable undertaking.||S. Ramesh,J. L. Bajaj
06/2/1971- ||from our correspondents||4381584||The Permanence of Delusion||-------------------------------------||
14/8/1971- ||from our correspondents||4382372||Stake in Status Quo||-------------------------------------||
25/9/1971- ||from our correspondents||4382548||Fumbling with the Economy||-------------------------------------||
29/5/1971- ||------||4382037||Barely Begun||-------------------------------------||
24/4/1971- ||business||4381896||Industry That Does Not Fit||-------------------------------------||
13/3/1971- ||------||4381721||Sour Taste of Democracy||-------------------------------------||
12/6/1971- ||business||4382115||Banks' Votes||-------------------------------------||
27/11/1971- ||from our correspondents||4382792||Distribution Centre: For US Arms||-------------------------------------||Harish Chandola
04/12/1971- ||business||4382822||Overstretched?||-------------------------------------||
27/11/1971- ||------||4382781||The Arrangement||-------------------------------------||
06/2/1971- ||business||4381571||Timid Dynamism||-------------------------------------||
09/1/1971- ||business||4381498||Perfect Timing||-------------------------------------||
06/2/1971- ||------||4381569||After Cambodia, Laos||-------------------------------------||
26/6/1971- ||markets||4382185||Persistent Selling at Higher Levels?||-------------------------------------||Nishtar
11/12/1971- ||------||4382843||The First Week||-------------------------------------||
10/4/1971- ||business||4381839||A Bountiful Year||-------------------------------------||
17/4/1971- ||special articles||4381887||Muslim Leadership and Electoral Politics in Hyderabad: A Pattern of Minority Articulation-II||The reconciliation of minority identities with the national identity takes many forms. In the context of India's plural society, in which the long continuity and stability of multiple traditional cultures makes the unified democratic experiment anyhow more complicated, the task of harmonising the particular and exclusive demands of minorities with the nation's general processes of change becomes all the more perilous. If only for this reason a study of minority politics in all its ramifications acquires a certain primacy for construction of relevant hypotheses of India's functional policies. Of all the minorities, the Muslims occupy a distinctive place in Indian politics for many reasons: because of their proportion in the population which makes them the single biggest minority; because of their historical role, cultural contribution, social distinctiveness and urban and semi-urban habitation contrasted with their present cultural bewilderment, social degeneracy, educational decline and economic backwardness; and because of their sense of political despair so unwisely perpetuated by the existence of an exclusivistic non-secular, uncreative and inept leadership. For a clearer understanding of Indian politics, no less than for a better appreciation of the Muslim response to the processes of secularisation and modernisation in India, systematic studies of Muslim politics under different situations and conditions and in different parts and regions of the country are called for. This paper studies the traditional leadership situation among Muslims in a major urban political centre of Muslims, the city of Hyderabad in Andhra Pradesh. The paper has been published in two parts. In this, the second, part the author studies certain major aspects of the Muslim problem in Hyderabad and also seeks to suggest a general framework for understanding communal polarisation. The first part of the article, which appeared last week, examined the process of communal polarisation in Hyderabad city politics in successive elections and discussed traditional Muslim parties in Hyderabad and their leaderships.||Rasheeduddin Khan
25/9/1971- ||business||4382540||Lure of Imports||-------------------------------------||
11/9/1971- ||business||4382488||Making the Most of the Possible||-------------------------------------||
29/5/1971- ||special articles||4382065||Competitiveness of Indian Steel Exports||The significant rise in India's steel exports in recent years was undoubtedly facilitated by the industrial recession. With the onset of domestic revival, exports have begun to decline. Yet, in the long run, steel exports may be worth encouraging. A continued export programme can be sustained only if adequate capacities are built in to produce those categories in which we are most competitive. The purpose of this paper is to examine both the short-run and long-run export competitiveness of the five major steel categories manufactured by the main steel producers and rerollers in India. The 'FOB export realisation' has been used to gauge short-run competitiveness, while the 'domestic resource cost' has been employed to measure long-term competitiveness. The five categories have then been ranked by these criteria. It becomes evident that the conflict between exports and domestic demand-pull might have been accommodated if the available billet capacity had been fully utilised. In any case, the conflict points up to the need to curtail luxury uses of bars and rods. In fact, the 'domestic resource cost' criterion shows up that the opportunity cost of restricting the export of bars and rods has been rather high. A better insight into the country's comparative advantage in steel can be had by considering the major product groups separately. At the same time, estimation of the domestic resource costs of foreign exchange for the major product groups, by providing a basis for comparing the relative performance of the industries that have been built up in the country, would provide policy-makers useful guidelines for future investment decisions.||Samuel Paul
04/9/1971- ||special articles||4382476||Differential Interest Rates-II||-------------------------------------||Boswel
06/3/1971- ||special article||4381715||Fluctuating Voter Loyalties: Budhlada Assembly Constituency in 1969||This article is an attempt to find a consistent pattern in the distribution of votes among the parties in the 1967 and 1969 elections in Budhlada Assembly constituency, which is part of a socio-economically diverse region and has never had very constant voter loyalties. Over a period of 19 years, Budhlada voters have exercised their franchise eight times - each time, differently. The major contenders for political power have been the Congress, the Akali Dal, and the Communists. A breakdown reveals that, while the first two parties held the seat for nine years each, the Communists secured it for one year. In view of the keenness of electoral competition and the shifting voter loyalties in Budhlada, it is interesting to examine the circumstances that determined voter support in 1967 and 1969. It is found that while intra-party harmony and campaign strategy and organisation may have immediate impact, the socio-economic context is also highly relevant to the voting decision. As the proportion of agricultural labourers increases, for instance, the drift is Leftward; similarly, as the distribution of Government patronage in terms of amenities decreases, the drift is towards the opposition. The stability of electoral politics, it would seem, depends largely on the ecological make-up of the area, the socio-economic context playing a crucial role in the elections. Low concentration of scheduled castes, high literacy rate, less pressure on land, low proportion of agricultural labourers, greater participation in economic activity, and lower concentration of displaced persons - appear to be factors that give a polling area a stable support base. On the other hand, high social and economic diversity results in fluctuating voter loyalties, making the area shift its support from time to time.||R. Chandidas
03/4/1971- ||from our correspondents||4381819||Fiscal Policy Review||-------------------------------------||
17/4/1971- ||markets||4381875||Unexciting||-------------------------------------||
08/5/1971- ||from our correspondents||4381972||Empire Building in Electronics||-------------------------------------||Dipak B. R. Chaudhuri
13/11/1971- ||special articles||4382746||Regional Disparity and Economic Development of Pakistan: II: Some Hypotheses to Explain Growth of Disparity||This article, which studies the growth of regional disparity in Pakistan, has been published in two parts. In the first part, which appeared last week, the author examined the available evidence on the growth of disparities between East and West Pakistan. In this the concluding part, are presented some hypotheses to explain the growth of disparity with the purpose of isolating the factors that contributed the most. It is difficult to find any systematic explanation of this growth of regional disparity in Pakistan. Several factors operated together and their interrelations gave rise to the disparity, but which factor or combination of factors were principally responsible for this pattern of growth is difficult to specify. In this part of the article some hypotheses will be presented with the purpose of isolating the factors that contributed most to this growth of disparity. They cannot be considered established, however, with the nature of evidence that is available. They have to be regarded only as tentative hypotheses, indicating lines of further research needed to settle this question with some confidence.||Arjun Sengupta
29/5/1971- ||review of management, may 1971||4382058||Organisational Development: An Interim Balance-Sheet||This paper has a limited focus. Its conceptual content will be as limited as its descriptive coverage. After providing a bird's eye-view of the concept of Organisational Development (OD) the paper will deal with (a) The progress of the OD approach in India, spearheaded by IIM, Calcutta; (b) Some major problems encountered in Indian Organisations which are steadily responding to the OD intervention: (c) Specific demotivators standing in the way of the OD approach; (d) The current strategy for the spread-effect of the OD interventions; and (e) The priorities in the application of the OD strategy in India.||Nitish R. De
02/1/1971- ||special articles||4381484||Poverty in India - I: Dimensions and Trends||In 1960-61, 40 per cent of the rural population and 50 per cent of the urban population lived below the poverty line, that is with diets inadequate even in respect of calories. During the eight years from 1960-61 to 1968-69, the per capita consumer expenditure increased by 4.8 per cent or by about half a per cent per annum. It is obvious that this could make little impression on poverty unless the poorer sections profited proportionately more than the average and much more so than the rich. A superficial examination and comparison of the National Sample Survey estimates of consumer expenditure in 1960-61 and 1967-68, as is commonly done, gives an impression that the inequalities in the distribution of consumer expenditure have narrowed down during the past decade. Unfortunately this is not true. The NSS estimates of consumption in 1967-68 are gross underestimates and the underestimation is particularly serious in the case of consumption of the upper-middle and the richer sections. Even a conservative correction of the NSS estimates on this account makes it clear that the small gains of development during the past decade have been very unequally distributed and the gulf between the rich and the poor has widened. The Planning Commission has meanwhile directed its attention exclusively to achieving a high rate of growth. Its perspective for the coming decade is that the national income will be doubled in the 12 years from 1968-69 to 1980-81 and that the per capita consumer expenditure will rise by 42 per cent. Further, it smugly assumes that benefits of development will be automatically distributed equally between the rich and the poor and that, therefore, by 1980-81, everybody in the country, except the poorest 10 per cent, will rise above the poverty line. But if the past trends continue, the national income cannot increase by more than 50 per cent and the per capita consumer expenditure cannot increase by more than 9 per cent in the 12 years from 1968-69 to 1980-81. Further if these small gains continue to be monopolised by the upper-middle and the richer sections allowing only a trickle to flow down to the poor, it will take 50 years before everyone is lifted above the poverty line. The processes of economic development, as we have witnessed them in the past, require that the rich must become much more rich before the poor can secure the minimum. But much before this happens, the gulf between the rich and the poor will widen intolerably and inevitably undermine the democratic foundations of the economy. Indeed, if it is allowed to continue unchecked there is enough time between now and 1980-81 for the process to be completed. [This study was prepared by the Indian School of Political Economy, Poona, under a contract from the Ford Foundation. The Ford Foundation has recently released a number of studies prepared by its own research staff bearing on the most pressing issues which face India as it moves into the decade of the 1970s. Poverty is undoubtedly the most serious among them. But, on this, the Foundation decided that an effective study could be done only by an Indian scholar and entrusted it to the Indian School of Political Economy. We are publishing the entire study in two instalments. The second instalment will appear in the next issue.]||V. M. Dandekar,Nilakantha Rath
27/2/1971- ||business||4381655||Stop-Go Credit Policy||-------------------------------------||
17/7/1971- ||business||4382289||Beaten Cost-Plus Track||-------------------------------------||
03/4/1971- ||markets||4381825||More Foreign Cotton||-------------------------------------||
12/6/1971- ||------||4382105||Fruitless Errand||-------------------------------------||
05/6/1971- ||special articles||4382101||NSS and Some Poverty of Economic Methodology Therein||In recent months there has been some recrudescence of interest among Indian economists and statisticians in understanding the magnitude of poverty and the inter-temporal distributional changes in living standards and in incomes. The National Sample Survey reports on consumer expenditure have come into limelight again. Efforts have been made by a host of scholars to extract some operational juice from the published, and unpublished sometimes 'monopolistically' accessible, NSS data and reports. In some of these exercises efforts have been made to build some bridges between the National Income or Accounting data and the NSS data. The findings from these exercises involve very important methodological procedures, the significance of not all of which is recognised or explicitly stated by the 'exercisers'. In view of the country's commitment to abolishing poverty, these exercises are no longer only of academic import. It is necessary to subject the methodological procedures to a severe scrutiny. It is this sort of an effort which is sought to be attempted here. The task of removal of poverty is so important a goal of economic policy that the most accurate of economic thought has to be given to it. Should not a surgeon be equipped with the keenest expertise and the most precise instruments when a major operation has to be conducted on a long-suffering yet faithful patient?||P. R. Brahmananda
04/12/1971- ||business||4382819||Iron Ore Export Prospects Bleak||-------------------------------------||Magnus
30/10/1971- ||------||4382673||Farcical Irrelevance||-------------------------------------||
02/1/1971- ||from our correspondents||4381478||Cracks in the Government Structure||-------------------------------------||Sumanta Banerjee
26/6/1971- ||the fourth estate||4382194||Boredom and Unprofessionalism||-------------------------------------||Nireekshak
04/9/1971- ||special articles||4382472||Rural Unemployment: Measurement for What?||To the dismay of the purists, it has been difficult to provide a precise assessment of the dimensions of rural unemployment in India. But is precise measurement the sine qua non of formulating policy measures designed to begin solving the problem? A pragmatic approach to the estimation of the broad orders of magnitude of rural unemployment, on the basis of available data, is necessary for immediate policy formulation. A more sophisticated estimate of rural unemployment is no doubt welcome for the purposes of long-term planning. Even here, it is not sufficient if the approach is merely disaggregative; it has also to be dynamic. At present the total rural labour force is artificially inflated by the participation of what can be called the "distress labour force". For any secular planning for full employment in the rural sector, this point has to be taken into account. [The views expressed in this note represent the personal views of the author and not those of the institutions with which he is associated.]||N. A. Mujumdar
17/7/1971- ||from our correspondents||4382298||Soviet Union's Pakistan Policy||-------------------------------------||J. A. Naik
03/7/1971- ||markets||4382230||Hardening despite Credit Curbs||-------------------------------------||
1/1/1971- ||competitive politics and electoral change||4381547||The Political Change of 1967||This paper deals with the most interesting political question thrown up by the 1967 elections: the change that the elections registered in respect of electoral behaviour which led to a decline of Congress preponderance in the country. An attempt is made to describe this in terms of patterns of regularity and change and the factors responsible for these patterns. The analysis in this paper suggests that the country has entered a more active phase of politics, that the voters are becoming aware of problems of policy and performance and that the appeals that parties make must increasingly be based on concrete items of social and economic change and less and less on either vague manifestoes or reliance on local party organisations and 'vote banks' to deliver the votes no matter what the party appeal is. There are two dimensions of the emerging electoral behaviour in India, one political, the other socio-economic. The first is the development of firm party commitments in the electorate. This is what will give Indian politics its stability and predictability. The other is the dimension of comment on and criticism of the ruling party's performance, discontent with the present and expectations of the future, and judgments regarding a particular party's ability to produce results. Whereas the first may be called the dimension of allegiance, the second may be called the dimension of deliberations. As one influences the other in successive elections, and as particular segments and attitudes get stabilised around this or that party, a still clearer profile of the Indian electorate will emerge with less unpredictability than is the case at present. While the general findings of this paper, on the nature of the political change that 1967 brought about, show large shifts in electoral orientations and awareness, they also reveal considerable stability, loyalty and continuity in the system.||Rajni Kothari
03/7/1971- ||business||4382221||Not so Grim, after All||-------------------------------------||
17/7/1971- ||from the chair||4382312||The Metal Box Company of India Limited||-------------------------------------||Bhaskar Mitter
14/8/1971- ||from our correspondents||4382373||A Time to Stay and a Time to Go||-------------------------------------||
25/9/1971- ||business||4382539||Much of a Muchness||-------------------------------------||
17/7/1971- ||markets||4382301||Keeping Track of Soyabean Oil||-------------------------------------||
1/1/1971- ||competitive politics and electoral change||4381548||Political Stratification of the Indian Electorate||The outcome of any election is the product of the choices of politically active and motivated voters as well as those of voters who are largely apolitical in their attitudes. The outcome of the 1967 election has one meaning for the future if the setback suffered by the Congress party was the result of 'peripheral' voters supporting the opposition parties and a totally different meaning if the Opposition successes were built on the support of the politically aware and active segments of the electorate. This paper attempts to stratify the electorate in terms of the degree of involvement in the political and electoral process. The author first looks at the distribution of the electorate by three dimensions of involvement: participation, interest and information. The three dimensions are then combined into a single measure of involvement to stratify the electorate.||Bashiruddin Ahmed
20/3/1971- ||from our correspondents||4381763||A Vote for Change||-------------------------------------||Harish Chandola
09/1/1971- ||from our correspondents||4381510||A Lon Nol in the Making?||-------------------------------------||Noel Howlett
30/10/1971- ||from our correspondents||4382688||Peking and Indian Maoists||-------------------------------------||Mohan Ram
20/11/1971- ||------||4382753||Domesticating Foreign Policy||-------------------------------------||
20/11/1971- ||from our correspondents||4382767||Export Processing Zones: Gains at the Margin||-------------------------------------||Angus Hone
18/12/1971- ||business||4382871||Varietal Breakthrough?||-------------------------------------||
20/2/1971- ||business||4381629||On a Slippery Slope||-------------------------------------||
20/3/1971- ||from our correspondents||4381762||The Fall-Out||-------------------------------------||
14/8/1971- ||from our correspondents||4382377||Bending with the Wind Again?||-------------------------------------||
22/5/1971- ||from our correspondents||4382027||Ceylon's Twisted Social Evolution||-------------------------------------||V. Subramaniam
17/7/1971- ||the fourth estate||4382304||The Easy Way Out||-------------------------------------||Nireekshak
13/11/1971- ||business||4382731||Time for Full Decontrol||-------------------------------------||
11/9/1971- ||special articles||4382504||Tax Incidence on Agricultural Sector in Uttar Pradesh||This paper examines the scope for additional taxation in the agricultural sector in UP. It poses the question: Does the agricultural sector have the capacity to bear additional taxation? An attempt is made to determine the intersectoral tax burden in the state. This is followed by a brief study of the contribution of agriculture to the marginal tax effort. The analysis shows that tax effort in UP has so far been concentrated in the non-agricultural sector. The relative contribution of agriculture to resource mobilisation has been insignificant. The scope for taxation of agriculture is, it emerges from the study, considerable. [The author is indebted to M J K Thavaraj and T Mathew for their critical comments and to her colleagues M M Jain and A Hameed for their suggestions. However, the author alone is responsible for the conclusions of the study.]||Hemlata Rao
04/9/1971- ||from the chair||4382478||The Jay Engineering Works Limited||-------------------------------------||Lala Charat Ram
13/2/1971- ||from our correspondents||4381609||Arithmetic of Annual Plans||-------------------------------------||
27/2/1971- ||markets||4381664||Malpractices Rampant||-------------------------------------||Nishtar
1/1/1971- ||from our correspondents||4381528||Decline and Fall of Planning||-------------------------------------||
27/11/1971- ||from our correspondents||4382786||New Deal for Coking Coal||-------------------------------------||
04/12/1971- ||special articles||4382838||Pragmatic Politics in a Rajasthan Town: Case Study of a Municipal Election||In considering the development of politics in India, Western-trained observers have tended to assume that the adoption of a device - elections - has, or should have, as a necessary concomitant, the spread and acceptance of the democratic ideology. This view ignores both the fact that multiple forms of political competition co-exist in communities and other types of social systems in addition to those organised through elections, and the common finding that local and pragmatic interests tend to govern the course of electoral opposition in local communities round the world. The author suggests that in the town in Rajasthan studied by him here, as elsewhere, the institution of elections may play only a secondary part in shaping political values and norms - though elections do provide a convenient 'window' for observation of on-going political processes.||Hugh S. Plunkett
22/5/1971- ||------||4382008||Return to Regional Politics?||-------------------------------------||
22/5/1971- ||from our correspondents||4382028||Politics of the Currency Crisis||-------------------------------------||
04/9/1971- ||from our correspondents||4382466||Election Prescience||-------------------------------------||
27/2/1971- ||special articles||4381687||Poverty in India: A Comment||-------------------------------------||Phiroze B. Medhora
21/8/1971- ||from our correspondents||4382396||Sino-US Togetherness: Leftist Responses||-------------------------------------||Sumanta Banerjee
17/4/1971- ||from our correspondents||4381881||Getting More Secular?||-------------------------------------||
28/8/1971- ||from our correspondents||4382427||The Cossipore-Baranagar Murders||-------------------------------------||
06/3/1971- ||from our correspondents||4381709||Status Quo, with a Difference||-------------------------------------||Y. D. Phadke
06/11/1971- ||business||4382705||How Much Is Enough?||-------------------------------------||
29/5/1971- ||from our correspondents||4382052||Leadership Crisis||-------------------------------------||
21/8/1971- ||special articles||4382403||Status of Kerala Scheduled Tribes: A Study Based on Ethno-Demographic Data||This is an exercise in measuring the degree of rank correlation existing between ethnographic data and the data thrown up by the 1961 census in respect of a purposively selected sample of the Scheduled Tribes of Kerala, with a view to assessing the validity of the census data in delineating the 'weaker sections' of the Scheduled Tribes. Standardised values of different variables from the census data are computed using the formula I =$\frac{{\rm x}-\overline{{\rm x}}}{\sqrt{{\rm v}}}$, and correlated with the standardised ranks given by different independent 'judges' based on up-to-date ethnographic accounts in respect of the sample communities, with the help of the formula R = 1 -$\frac{6\ \Sigma \ {\rm d}^{2}}{{\rm N}\ ({\rm N}^{2}-1)}$. The high degree of correlation (.73) found between the two sets of data goes to prove that census data provide useful and reliable characteristics to determine the degree of socio-economic progress aclieved by the Scheduled Tribes. [I am thankful to N K Bose who very carefully went through the draft. My thanks are also due to A Chandrasekhar and B K Roy Burman for encouraging me to bring out this paper. My friends V S Swamy and M G Kini helped me in constructing the statistical model and C Govindaswami and K K Chawla made the calculations and computations. I gratefully acknowledge their help.]||A. M. Kurup
1/7/1971- ||from the chair||4382357||Tata Engineering and Locomotive Co. Ltd.||-------------------------------------||J. R. D. Tata
16/10/1971- ||capital view||4382653||Here and There||-------------------------------------||Romesh Thapar
09/10/1971- ||special articles||4382629||Diversion of Long-Term Agricultural Finance: A Study of Past Trends and Future Strategy||Lack of adequate long-term developmental finance has been an important factor slowing down the rate of agricultural growth. Though co-operative land development banks have partially met this need, their impact on the farm economy has been far below expectations. This has happened mainly because their credit has not been entirely used for the agreed purposes but has been partially diverted. This paper studies the extent and nature of the diversion in some selected districts, the factors responsible for the diversion, and the policy implications of this analysis.||M. L. Bhat
27/11/1971- ||special articles||4382811||Defence: A Socio-Economic Problem||India is likely to face conventional wars on its borders as well as internal civil disturbances. No army anywhere is faced with such diverse requirements as ours. In the circumstances, a nominal nuclear weapons programme is more likely to be a liability than an asset. A premature start may only lead to a ruinous situation in which a military industrial complex may get into power. The defence of the nation is emphatically not an isolated problem, and it cannot be the sole responsibility of any one section of our people. Besides, those who accept public responsibility should make an effort to understand the meaning of modern science and technology, the impact they make on social systems, and the implications of it all for our survival and prosperity. Adherence to traditional military concepts in the modern technological age cannot lead to sound defence policies.||B. V. Rangarao
02/1/1971- ||business||4381469||Not by Crash Programmes||-------------------------------------||
20/11/1971- ||business||4382760||Making the Most of It||-------------------------------------||
04/9/1971- ||------||4382452||Preoccupation with Form||-------------------------------------||
14/8/1971- ||from our correspondents||4382376||Entry on Faith||-------------------------------------||
29/5/1971- ||review of management, may 1971||4382064||Management Convention or Shadow-Play?||-------------------------------------||S. Srinivasan
13/11/1971- ||from our correspondents||4382737||Majur Mahajan Asserts Its Identity||-------------------------------------||Ajay Oza
